Day,Fixture,Start time (hr),Duration (min),Flow Rate (gpm)
4D8,FAUC,18.19,0.524,0.979
4D8,FAUC,18.23,0.131,0.461
4D8,FAUC,18.6,0.131,0.461
4D8,FAUC,19.12,0.131,0.518
4D8,FAUC,19.25,0.131,0.461
4D8,FAUC,19.51,0.131,0.288
4D8,FAUC,19.52,0.131,0.346
4D8,FAUC,19.73,0.262,0.576
4D8,FAUC,19.85,0.131,1.21
4D8,FAUC,20.14,0.131,0.518
4D8,FAUC,20.47,0.131,0.461
4D8,FAUC,20.66,0.524,0.878
4D8,FAUC,20.7,0.524,1.339
4D8,FAUC,21.07,0.131,0.346
4D8,FAUC,21.69,0.131,0.346
4D8,FAUC,22.03,0.131,0.288
4D8,FAUC,22.18,0.131,0.864
4D8,FAUC,22.19,0.393,0.71
4D8,FAUC,22.2,0.393,0.883
4D8,FAUC,22.3,0.131,0.346
4D8,SHWR,8.25,12.053,1.585
4D8,SHWR,20.8,11.005,1.614
4D8,SHWR,21.73,8.516,1.575
4D9,CWSH,10.41,9.167,0.695
4D9,CWSH,10.75,0.333,0.426
4D9,CWSH,10.76,10.167,0.575
4D9,CWSH,11.03,0.333,0.409
4D9,CWSH,11.03,0.5,0.306
4D9,DWSH,8.6,1.833,0.661
4D9,DWSH,8.97,2,0.854
4D9,DWSH,9.24,0.5,0.745
4D9,DWSH,9.27,2,0.854
4D9,FAUC,8.57,0.262,1.181
4D9,FAUC,9.83,1.441,1.299
4D9,FAUC,10.39,0.524,1.944
4D9,FAUC,10.45,1.834,0.621
4D9,FAUC,10.61,0.393,1.248
4D9,FAUC,11.98,0.655,0.991
4D9,FAUC,11.99,0.131,1.094
4D9,FAUC,12.41,0.131,0.691
4D9,FAUC,12.5,0.131,0.806
4D9,FAUC,16.66,0.262,0.49
4D9,FAUC,16.68,0.524,1.152
4D9,FAUC,16.76,1.048,1.548
4D9,FAUC,16.81,0.655,0.933
4D9,FAUC,16.91,0.262,0.605
4D9,FAUC,17,0.262,0.461
4D9,FAUC,17.12,1.572,1.296
4D9,FAUC,17.16,0.131,0.518
4D9,FAUC,17.18,1.834,1.646
4D9,FAUC,17.47,0.262,0.893
4D9,FAUC,18.66,1.179,0.051
4D9,FAUC,18.69,0.917,1.251
4D9,FAUC,18.71,0.917,1.152
4D9,FAUC,18.89,0.917,0.23
4D9,FAUC,19.42,1.572,0.418
4D9,FAUC,20.22,0.262,0.749
4D9,FAUC,20.5,0.262,0.403
4D9,FAUC,20.61,1.048,0.641
4D9,FAUC,21.01,0.131,0.518
4D9,FAUC,21.12,2.096,1.562
4D9,FAUC,21.24,1.703,1.413
4D9,FAUC,21.27,0.393,1.152
4D9,FAUC,22.07,1.441,2.246
4D9,FAUC,22.9,0.131,0.634
4D9,SHWR,9.86,11.005,1.464
4D9,SHWR,18.84,13.101,2
4D9,SHWR,19.41,4.847,2
4D9,SHWR,20.6,3.668,2
4D9,SHWR,20.79,2.62,2
4E0,FAUC,5.78,0.155,0.518
4E0,FAUC,5.94,0.155,0.518
4E0,FAUC,8.78,0.929,0.826
4E0,FAUC,10.27,0.155,0.979
4E0,FAUC,10.57,0.62,1.339
4E0,FAUC,10.62,0.155,1.094
4E0,FAUC,10.82,0.155,0.576
4E0,FAUC,11.16,0.774,1.244
4E0,FAUC,11.18,4.027,1.207
4E0,FAUC,11.28,0.31,1.325
4E0,FAUC,11.29,0.155,0.518
4E0,FAUC,11.36,1.549,1.169
4E0,FAUC,11.39,0.155,0.346
4E0,FAUC,11.43,0.155,0.461
4E0,FAUC,11.45,0.155,0.346
4E0,FAUC,11.51,0.155,0.346
4E0,FAUC,11.53,0.155,0.461
4E0,FAUC,11.63,0.465,1.037
4E0,FAUC,12.07,0.155,0.518
4E0,FAUC,12.08,0.774,1.175
4E0,FAUC,12.41,0.62,1.296
4E0,FAUC,13.4,0.155,0.346
4E0,FAUC,21.23,0.155,0.576
4E0,FAUC,21.25,0.465,0.518
4E0,FAUC,22.95,0.155,0.461
4E0,SHWR,11.8,6.66,1.522
4E1,BATH,19.54,5.421,4.512
4E1,CWSH,22.35,6.167,1.037
4E1,CWSH,22.68,5.333,1.075
4E1,CWSH,22.86,0.333,0.796
4E1,CWSH,22.88,0.333,0.771
4E1,DWSH,7.41,1,0.603
4E1,DWSH,7.43,0.667,0.745
4E1,DWSH,7.58,1.667,0.745
4E1,DWSH,8.2,0.333,0.766
4E1,DWSH,8.58,1.5,0.775
4E1,DWSH,8.74,1.667,0.745
4E1,FAUC,6.12,1.084,0.864
4E1,FAUC,6.14,1.704,1.121
4E1,FAUC,6.18,0.774,0.795
4E1,FAUC,6.21,2.169,2.662
4E1,FAUC,6.6,0.155,0.403
4E1,FAUC,6.7,0.31,1.008
4E1,FAUC,6.76,0.155,0.634
4E1,FAUC,6.8,0.155,0.749
4E1,FAUC,6.86,0.62,1.238
4E1,FAUC,6.87,0.465,1.171
4E1,FAUC,7.1,0.465,1.382
4E1,FAUC,7.11,0.155,0.634
4E1,FAUC,7.29,0.31,0.518
4E1,FAUC,7.32,0.155,0.403
4E1,FAUC,7.32,0.31,0.864
4E1,FAUC,7.4,0.155,1.267
4E1,FAUC,7.4,1.549,1.348
4E1,FAUC,9.66,0.155,0.979
4E1,FAUC,9.78,0.155,0.922
4E1,FAUC,11.26,0.62,0.763
4E1,FAUC,13.31,0.31,1.21
4E1,FAUC,13.54,0.465,1.056
4E1,FAUC,13.69,0.155,0.864
4E1,FAUC,14.53,0.465,1.306
4E1,FAUC,15.36,0.31,1.123
4E1,FAUC,17.12,0.62,0.922
4E1,FAUC,17.2,0.155,0.634
4E1,FAUC,17.31,0.465,1.094
4E1,FAUC,17.48,0.465,0.845
4E1,FAUC,17.54,0.31,0.662
4E1,FAUC,17.57,0.774,1.106
4E1,FAUC,17.75,0.31,0.749
4E1,FAUC,17.77,1.704,1.079
4E1,FAUC,18.37,0.31,1.037
4E1,FAUC,18.65,0.774,1.371
4E1,FAUC,18.81,0.774,1.371
4E1,FAUC,19.73,0.31,2.275
4E1,FAUC,19.75,0.62,2.851
4E1,FAUC,21.33,1.239,2.614
4E1,FAUC,21.49,0.62,0.893
4E1,FAUC,21.86,0.62,0.994
4E1,FAUC,21.88,0.31,1.382
4E1,FAUC,21.89,0.155,0.403
4E1,FAUC,21.9,0.465,0.518
4E1,FAUC,22.03,0.62,1.368
4E1,FAUC,22.39,2.943,2.525
4E1,FAUC,22.46,0.31,0.72
4E1,FAUC,22.48,0.155,0.634
4E1,FAUC,22.52,0.465,0.883
4E1,FAUC,23.44,0.155,0.518
4E1,FAUC,23.45,0.155,0.461
4E1,SHWR,6.14,6.66,2
4E1,SHWR,6.26,3.872,2
4E1,SHWR,6.96,7.745,2
4E1,SHWR,21.25,2.788,2
4E1,SHWR,21.38,3.872,2
4E1,SHWR,22.21,6.041,2
4E2,CWSH,10.93,7.167,0.858
4E2,CWSH,11.43,8.167,0.737
4E2,CWSH,11.66,0.5,0.491
4E2,CWSH,11.67,0.333,0.728
4E2,CWSH,11.83,6.833,0.91
4E2,CWSH,12.24,6.667,0.893
4E2,CWSH,12.44,1.333,0.36
4E2,CWSH,13.08,6.667,0.923
4E2,CWSH,13.54,6.333,0.92
4E2,CWSH,13.74,0.5,0.506
4E2,CWSH,13.75,0.5,0.833
4E2,CWSH,15.26,6.833,0.908
4E2,CWSH,15.72,6.5,0.908
4E2,CWSH,15.93,0.5,0.543
4E2,CWSH,15.94,0.333,0.814
4E2,FAUC,0.44,0.131,0.346
4E2,FAUC,0.45,0.131,1.094
4E2,FAUC,0.46,0.262,0.547
4E2,FAUC,0.47,0.393,0.749
4E2,FAUC,7.73,0.131,0.864
4E2,FAUC,7.73,1.179,1.274
4E2,FAUC,9.43,0.524,0.85
4E2,FAUC,9.67,0.262,0.547
4E2,FAUC,9.83,0.262,0.374
4E2,FAUC,10.74,0.262,1.123
4E2,FAUC,10.75,0.393,1.133
4E2,FAUC,10.78,0.524,1.382
4E2,FAUC,11.26,1.048,0.727
4E2,FAUC,11.41,0.262,1.382
4E2,FAUC,11.42,0.393,0.442
4E2,FAUC,11.58,0.393,0.326
4E2,FAUC,11.73,0.393,0.326
4E2,FAUC,11.98,1.572,0.797
4E2,FAUC,12.12,0.655,0.38
4E2,FAUC,12.13,0.262,0.461
4E2,FAUC,12.14,0.262,0.461
4E2,FAUC,12.89,0.262,0.461
4E2,FAUC,12.9,0.131,0.806
4E2,FAUC,12.91,0.262,0.259
4E2,FAUC,12.93,0.131,0.461
4E2,FAUC,13.03,0.262,0.547
4E2,FAUC,13.04,0.131,0.749
4E2,FAUC,14.53,0.524,0.562
4E2,FAUC,14.55,0.262,0.749
4E2,FAUC,14.56,0.131,0.749
4E2,FAUC,14.86,0.131,0.403
4E2,FAUC,15.63,0.262,0.374
4E2,FAUC,15.73,0.131,1.094
4E2,FAUC,15.85,0.655,0.611
4E2,FAUC,15.86,0.131,0.288
4E2,FAUC,15.91,0.393,0.749
4E2,FAUC,16.08,0.524,1.31
4E2,FAUC,16.09,0.262,0.374
4E2,FAUC,16.12,0.655,0.749
4E2,FAUC,16.14,0.131,0.749
4E2,FAUC,16.53,0.262,0.749
4E2,FAUC,16.68,0.393,0.499
4E2,FAUC,17.73,0.262,0.374
4E2,FAUC,18.32,0.262,0.374
4E2,FAUC,18.37,0.786,0.624
4E2,FAUC,18.47,0.262,0.374
4E2,FAUC,18.49,0.262,0.605
4E2,FAUC,20.36,0.786,0.816
4E2,FAUC,23.34,0.131,1.843
4E2,FAUC,23.35,0.131,1.094
4E2,FAUC,23.36,0.131,0.749
4E2,FAUC,23.78,0.393,1.114
4E3,CWSH,9.72,2.333,1.099
4E3,CWSH,9.76,0.167,1.401
4E3,CWSH,9.78,0.333,0.335
4E3,CWSH,9.79,0.167,0.365
4E3,CWSH,10.05,0.167,0.761
4E3,CWSH,10.06,3.167,1.114
4E3,CWSH,10.17,0.167,1.432
4E3,CWSH,10.18,2.333,1.101
4E3,CWSH,10.3,0.167,0.761
4E3,CWSH,10.31,2.5,1.237
4E3,FAUC,0.51,0.131,0.346
4E3,FAUC,1.29,0.131,0.346
4E3,FAUC,1.86,0.131,0.691
4E3,FAUC,2.98,0.131,0.403
4E3,FAUC,3.07,0.131,0.346
4E3,FAUC,3.24,0.131,0.346
4E3,FAUC,3.65,0.131,0.346
4E3,FAUC,3.73,0.131,0.461
4E3,FAUC,3.98,0.131,0.346
4E3,FAUC,4.65,0.131,0.346
4E3,FAUC,4.68,0.131,0.346
4E3,FAUC,5.32,0.131,0.403
4E3,FAUC,5.58,0.131,0.346
4E3,FAUC,5.72,0.131,0.346
4E3,FAUC,5.99,0.131,0.346
4E3,FAUC,6.99,0.131,0.346
4E3,FAUC,7.23,0.262,0.374
4E3,FAUC,8.25,0.131,0.346
4E3,FAUC,8.67,0.131,0.518
4E3,FAUC,9.18,0.131,0.346
4E3,FAUC,9.35,0.524,1.195
4E3,FAUC,9.57,0.786,0.384
4E3,FAUC,9.64,0.917,0.428
4E3,FAUC,9.96,0.131,0.691
4E3,FAUC,9.98,0.131,0.806
4E3,FAUC,10.11,0.131,1.267
4E3,FAUC,10.11,0.917,1.119
4E3,FAUC,10.29,0.393,0.653
4E3,FAUC,10.41,0.131,0.518
4E3,FAUC,10.42,0.917,0.963
4E3,FAUC,10.45,0.131,0.518
4E3,FAUC,10.45,0.393,0.768
4E3,FAUC,10.78,0.393,0.672
4E3,FAUC,10.85,0.131,0.346
4E3,FAUC,10.97,0.131,0.346
4E3,FAUC,10.99,0.131,0.346
4E3,FAUC,11.58,0.131,0.346
4E3,FAUC,11.83,0.131,0.346
4E3,FAUC,11.92,0.131,0.346
4E3,FAUC,12.9,0.262,0.547
4E3,FAUC,12.9,0.262,0.893
4E3,FAUC,12.91,0.131,0.346
4E3,FAUC,12.92,0.262,0.634
4E3,FAUC,12.99,0.131,0.346
4E3,FAUC,12.99,0.131,0.346
4E3,FAUC,13,0.131,0.346
4E3,FAUC,13.02,0.131,0.346
4E3,FAUC,13.03,0.131,0.346
4E3,FAUC,13.04,0.262,0.461
4E3,FAUC,13.19,0.131,0.346
4E3,FAUC,13.2,0.131,0.346
4E3,FAUC,13.24,0.131,0.346
4E3,FAUC,13.35,0.524,0.936
4E3,FAUC,13.38,0.655,0.956
4E3,FAUC,13.4,0.393,0.883
4E3,FAUC,13.41,0.655,0.68
4E3,FAUC,13.44,0.917,0.889
4E3,FAUC,13.46,0.393,0.883
4E3,FAUC,13.48,0.131,0.346
4E3,FAUC,13.54,0.262,0.634
4E3,FAUC,13.55,0.131,0.346
4E3,FAUC,13.62,0.131,0.346
4E3,FAUC,13.64,0.131,0.346
4E3,FAUC,13.65,0.131,0.346
4E3,FAUC,13.76,0.131,0.346
4E3,FAUC,14.18,0.131,0.346
4E3,FAUC,14.79,0.131,0.346
4E3,FAUC,15.08,0.262,1.267
4E3,FAUC,15.11,0.262,0.576
4E3,FAUC,15.15,0.393,0.518
4E3,FAUC,16.51,0.262,0.979
4E3,FAUC,16.74,0.131,0.576
4E3,FAUC,16.75,0.131,0.346
4E3,FAUC,17.28,0.131,0.346
4E3,FAUC,17.33,0.131,0.346
4E3,FAUC,17.34,0.262,0.547
4E3,FAUC,17.36,0.262,0.72
4E3,FAUC,17.51,0.262,0.893
4E3,FAUC,17.53,0.131,0.922
4E3,FAUC,17.54,0.262,0.979
4E3,FAUC,17.62,0.131,0.346
4E3,FAUC,17.85,0.131,0.403
4E3,FAUC,17.88,1.31,0.91
4E3,FAUC,17.91,0.393,0.826
4E3,FAUC,17.93,0.131,0.922
4E3,FAUC,17.94,0.524,0.85
4E3,FAUC,17.96,0.131,0.518
4E3,FAUC,18,0.131,0.634
4E3,FAUC,18.03,0.393,0.71
4E3,FAUC,18.18,1.048,0.734
4E3,FAUC,18.21,0.131,0.346
4E3,FAUC,18.42,0.131,0.346
4E3,FAUC,19.17,0.393,0.499
4E3,FAUC,19.73,0.131,0.346
4E3,FAUC,19.98,0.655,1.002
4E3,FAUC,20.91,0.393,0.595
4E3,FAUC,20.94,0.131,0.346
4E3,FAUC,21.31,0.131,0.922
4E3,FAUC,21.31,0.131,0.346
4E3,FAUC,21.33,0.262,0.806
4E3,FAUC,21.34,0.393,0.538
4E3,FAUC,21.39,0.262,0.72
4E3,FAUC,21.4,0.131,0.346
4E3,FAUC,21.55,0.131,0.461
4E3,FAUC,23.07,0.524,1.44
4E3,FAUC,23.13,0.262,0.72
4E3,FAUC,23.4,0.393,0.422
4E3,FAUC,23.5,0.131,0.346
4E3,SHWR,8.98,9.171,2
4E3,SHWR,18.88,6.288,2
4E4,CWSH,12.32,1.167,1.377
4E4,CWSH,12.35,4.167,1.379
4E4,CWSH,12.65,4,1.324
4E4,FAUC,6.87,0.131,0.518
4E4,FAUC,6.88,0.131,0.288
4E4,FAUC,6.88,0.131,0.864
4E4,FAUC,7.25,0.131,1.613
4E4,FAUC,7.38,0.131,0.634
4E4,FAUC,7.46,0.393,1.517
4E4,FAUC,7.51,0.393,0.883
4E4,FAUC,7.54,0.262,0.49
4E4,FAUC,7.76,0.262,1.066
4E4,FAUC,7.89,0.131,0.806
4E4,FAUC,8.45,0.131,0.461
4E4,FAUC,8.47,0.131,0.403
4E4,FAUC,8.71,0.131,0.979
4E4,FAUC,8.72,0.393,0.922
4E4,FAUC,8.92,0.393,1.094
4E4,FAUC,9.17,0.655,1.452
4E4,FAUC,9.19,5.371,0.02
4E4,FAUC,9.3,0.131,1.267
4E4,FAUC,9.44,0.393,1.248
4E4,FAUC,9.46,0.131,1.094
4E4,FAUC,9.95,0.131,0.691
4E4,FAUC,9.97,0.262,1.267
4E4,FAUC,10.18,0.393,1.882
4E4,FAUC,10.24,0.131,0.461
4E4,FAUC,10.27,0.524,1.138
4E4,FAUC,10.3,0.262,0.749
4E4,FAUC,10.32,0.131,0.461
4E4,FAUC,10.33,0.393,1.402
4E4,FAUC,10.34,0.131,0.576
4E4,FAUC,10.38,0.131,0.806
4E4,FAUC,10.39,0.262,0.173
4E4,FAUC,10.39,1.441,0.864
4E4,FAUC,10.41,0.131,1.094
4E4,FAUC,10.43,0.131,0.634
4E4,FAUC,10.43,0.131,0.922
4E4,FAUC,10.44,0.655,1.117
4E4,FAUC,10.49,0.262,1.526
4E4,FAUC,10.56,1.834,1.559
4E4,FAUC,10.58,0.131,1.152
4E4,FAUC,10.62,0.131,0.346
4E4,FAUC,10.65,0.262,0.605
4E4,FAUC,10.73,0.262,0.576
4E4,FAUC,10.74,0.131,0.864
4E4,FAUC,10.74,0.393,1.094
4E4,FAUC,10.75,1.834,0.058
4E4,FAUC,10.79,0.262,0.461
4E4,FAUC,10.83,0.131,0.806
4E4,FAUC,10.9,0.262,1.728
4E4,FAUC,10.91,0.262,0.835
4E4,FAUC,10.92,0.262,2.88
4E4,FAUC,10.94,0.131,0.403
4E4,FAUC,12.5,0.131,0.634
4E4,FAUC,12.81,0.262,3.139
4E4,FAUC,14.06,0.131,1.44
4E4,FAUC,14.42,0.131,0.346
4E4,FAUC,14.52,1.965,2.001
4E4,FAUC,14.62,0.131,0.403
4E4,FAUC,14.68,0.131,0.518
4E4,FAUC,14.9,0.131,0.518
4E4,FAUC,15.72,0.524,0.821
4E4,FAUC,15.77,0.262,0.778
4E4,FAUC,15.77,0.131,0.288
4E4,FAUC,15.78,0.131,0.346
4E4,FAUC,15.79,0.131,1.786
4E4,FAUC,15.8,1.441,0.042
4E4,FAUC,15.83,0.131,0.461
4E4,FAUC,18.03,0.393,0.806
4E4,FAUC,19.91,0.262,0.49
4E4,FAUC,19.91,2.227,0.075
4E4,FAUC,19.97,0.131,1.382
4E4,FAUC,20.5,0.262,0.547
4E4,FAUC,21.39,0.393,0.73
4E4,FAUC,21.45,0.393,0.826
4E4,FAUC,21.51,0.262,1.44
4E4,FAUC,21.71,0.262,1.008
4E4,FAUC,21.71,1.834,1.041
4E4,FAUC,21.93,0.262,1.613
4E4,FAUC,22.05,3.93,0.031
4E4,FAUC,22.13,0.262,1.354
4E4,FAUC,22.44,1.572,1.723
4E4,FAUC,22.48,0.131,1.152
4E4,FAUC,22.52,0.393,0.998
4E4,FAUC,22.55,0.131,0.346
4E4,FAUC,22.56,0.131,0.346
4E4,FAUC,23.68,0.393,1.382
4E4,SHWR,9.01,6.681,1.839
4E4,SHWR,14.28,4.585,1.781
4E4,SHWR,21.91,6.288,1.967
4E5,BATH,18.89,3.481,3.056
4E5,CWSH,6.96,1,1.387
4E5,CWSH,7,1.167,1.418
4E5,CWSH,7.02,1,0.932
4E5,CWSH,7.04,0.333,1.387
4E5,CWSH,7.07,0.333,0.564
4E5,CWSH,7.51,0.333,0.954
4E5,CWSH,7.68,0.333,0.954
4E5,CWSH,7.97,1.667,1.244
4E5,CWSH,8.01,0.667,1.409
4E5,CWSH,8.03,0.5,1.315
4E5,CWSH,8.04,0.167,0.173
4E5,CWSH,8.05,0.333,0.477
4E5,CWSH,8.32,1.5,1.296
4E5,CWSH,8.35,0.833,1.214
4E5,CWSH,8.37,0.5,1.156
4E5,CWSH,9.69,1,0.999
4E5,CWSH,9.72,3,1.135
4E5,CWSH,9.97,0.333,0.715
4E5,CWSH,10.04,0.333,0.783
4E5,CWSH,10.12,3.5,1.098
4E5,CWSH,10.48,3.5,1.116
4E5,FAUC,6.56,0.124,0.806
4E5,FAUC,6.57,0.124,0.288
4E5,FAUC,6.99,0.124,0.288
4E5,FAUC,7.86,0.124,1.325
4E5,FAUC,8.41,2.362,1.373
4E5,FAUC,8.92,0.124,1.67
4E5,FAUC,9.49,0.249,0.634
4E5,FAUC,10.92,2.362,1.652
4E5,FAUC,11,0.622,0.472
4E5,FAUC,11.01,0.249,1.094
4E5,FAUC,11.03,0.249,0.605
4E5,FAUC,11.05,0.124,0.518
4E5,FAUC,11.15,0.497,1.051
4E5,FAUC,11.2,0.124,0.518
4E5,FAUC,11.27,0.124,0.288
4E5,FAUC,11.4,0.249,0.922
4E5,FAUC,11.45,0.87,0.107
4E5,FAUC,11.51,0.124,0.691
4E5,FAUC,11.52,0.249,0.461
4E5,FAUC,11.53,0.124,0.403
4E5,FAUC,11.69,0.249,0.778
4E5,FAUC,13.92,0.497,0.907
4E5,FAUC,14.05,2.86,1.215
4E5,FAUC,14.26,0.124,0.403
4E5,FAUC,15.01,0.622,1.221
4E5,FAUC,15.07,0.249,1.037
4E5,FAUC,17.87,0.124,0.288
4E5,FAUC,17.89,0.249,2.045
4E5,FAUC,18.96,0.373,0.211
4E5,FAUC,19.21,0.124,0.288
4E5,FAUC,20.05,1.119,0.038
4E5,FAUC,20.08,0.124,0.288
4E5,FAUC,20.12,0.124,0.518
4E5,FAUC,20.27,0.124,0.403
4E5,FAUC,20.28,0.124,0.922
4E5,FAUC,20.46,0.124,0.403
4E5,FAUC,20.51,0.249,1.037
4E5,SHWR,8.85,6.589,1.874
4E5,SHWR,17.72,7.087,1.914
4E5,SHWR,17.73,3.73,2
4E6,CWSH,10.11,5.667,1.087
4E6,CWSH,10.4,0.333,0.408
4E6,CWSH,10.41,10.333,0.586
4E6,CWSH,10.68,0.333,0.433
4E6,CWSH,10.69,0.5,0.317
4E6,CWSH,12.81,5.667,1.084
4E6,CWSH,13.08,0.333,0.406
4E6,CWSH,13.09,10.333,0.588
4E6,CWSH,13.36,0.333,0.423
4E6,CWSH,13.37,0.667,0.229
4E6,FAUC,2.21,1.703,1.298
4E6,FAUC,7.68,0.262,1.382
4E6,FAUC,8.66,0.131,0.576
4E6,FAUC,8.87,1.703,0.04
4E6,FAUC,9.78,13.494,1.14
4E6,FAUC,10.26,0.524,1.627
4E6,FAUC,11.59,0.393,0.691
4E6,FAUC,12.22,0.131,0.403
4E6,FAUC,12.69,0.262,1.094
4E6,FAUC,12.69,0.524,0.734
4E6,FAUC,13.71,0.524,1.483
4E6,FAUC,14.01,0.393,3.533
4E6,FAUC,14.44,0.524,1.21
4E6,FAUC,17.37,0.393,1.248
4E6,FAUC,17.51,0.655,1.601
4E6,FAUC,17.54,0.917,1.218
4E6,FAUC,17.56,0.262,0.259
4E6,FAUC,17.57,0.393,0.653
4E6,FAUC,17.58,0.655,1.014
4E6,FAUC,17.61,0.524,1.238
4E6,FAUC,17.63,0.131,0.634
4E6,FAUC,17.65,0.262,0.547
4E6,FAUC,17.79,0.393,1.286
4E6,FAUC,17.82,0.262,0.49
4E6,FAUC,17.83,0.786,0.97
4E6,FAUC,17.94,0.131,0.576
4E6,FAUC,18.11,0.917,1.061
4E6,FAUC,18.54,0.524,0.95
4E6,FAUC,18.55,0.131,0.288
4E6,FAUC,19.16,0.131,0.634
4E6,FAUC,19.17,0.524,1.037
4E6,FAUC,19.23,0.393,1.459
4E6,FAUC,19.4,0.524,1.627
4E6,FAUC,19.44,0.131,0.403
4E6,FAUC,19.62,0.917,1.267
4E6,FAUC,20.53,0.131,0.461
4E6,FAUC,20.65,0.786,0.931
4E6,FAUC,20.72,0.655,0.864
4E6,FAUC,20.74,1.179,1.747
4E6,FAUC,20.77,1.179,1.472
4E6,SHWR,11.68,9.564,2
4E6,SHWR,16.16,6.812,2
4E7,CWSH,11.05,3,1.895
4E7,CWSH,11.32,1.167,1.683
4E7,CWSH,11.35,2.833,1.765
4E7,CWSH,17.01,2,2.743
4E7,CWSH,17.19,1.167,1.994
4E7,CWSH,17.23,2.167,2.233
4E7,CWSH,19.9,2.167,2.174
4E7,CWSH,20.19,1.167,2.037
4E7,CWSH,20.22,2.5,2.225
4E7,DWSH,0.05,1.167,0.984
4E7,DWSH,0.17,1,0.981
4E7,DWSH,0.35,1,0.965
4E7,DWSH,1.33,1,0.941
4E7,DWSH,1.43,1,0.965
4E7,DWSH,23.06,1.167,1.553
4E7,DWSH,23.18,1,1.581
4E7,DWSH,23.36,1,1.607
4E7,FAUC,0,1.703,1.976
4E7,FAUC,9.34,2.358,1.987
4E7,FAUC,9.49,0.131,0.691
4E7,FAUC,9.62,0.524,1.368
4E7,FAUC,9.74,0.393,0.48
4E7,FAUC,9.88,0.917,0.913
4E7,FAUC,9.91,0.524,0.792
4E7,FAUC,9.93,0.393,0.461
4E7,FAUC,9.94,0.131,0.288
4E7,FAUC,9.97,0.524,0.734
4E7,FAUC,10,0.262,0.547
4E7,FAUC,10.04,0.655,0.956
4E7,FAUC,10.1,0.393,0.576
4E7,FAUC,10.12,0.262,0.605
4E7,FAUC,10.13,0.131,0.518
4E7,FAUC,10.14,0.262,0.749
4E7,FAUC,10.18,0.262,0.49
4E7,FAUC,10.21,0.786,0.749
4E7,FAUC,10.39,0.262,0.634
4E7,FAUC,10.4,0.393,0.538
4E7,FAUC,10.48,0.131,0.634
4E7,FAUC,10.49,0.131,0.576
4E7,FAUC,10.52,0.131,0.403
4E7,FAUC,10.76,0.262,0.893
4E7,FAUC,10.77,2.096,1.973
4E7,FAUC,10.79,0.393,1.613
4E7,FAUC,10.93,0.262,0.95
4E7,FAUC,11,0.262,0.662
4E7,FAUC,11.01,0.131,0.576
4E7,FAUC,11.13,0.131,0.979
4E7,FAUC,11.17,0.524,1.426
4E7,FAUC,11.51,0.131,0.288
4E7,FAUC,11.6,0.131,0.403
4E7,FAUC,11.84,0.131,0.518
4E7,FAUC,11.85,0.131,0.691
4E7,FAUC,13.84,0.131,0.403
4E7,FAUC,13.9,0.131,0.346
4E7,FAUC,14.06,0.131,0.576
4E7,FAUC,14.08,0.917,1.679
4E7,FAUC,14.11,0.262,1.094
4E7,FAUC,14.12,0.262,0.749
4E7,FAUC,14.14,0.262,1.094
4E7,FAUC,17.73,0.131,0.518
4E7,FAUC,17.78,0.262,0.662
4E7,FAUC,17.9,0.393,0.979
4E7,FAUC,17.93,0.655,0.461
4E7,FAUC,18,0.131,0.403
4E7,FAUC,18.05,0.524,0.619
4E7,FAUC,18.72,0.917,1.687
4E7,FAUC,19.09,0.131,0.576
4E7,FAUC,19.1,0.655,0.495
4E7,FAUC,19.22,1.31,0.996
4E7,FAUC,19.25,0.655,1.014
4E7,FAUC,19.28,0.524,1.094
4E7,FAUC,20.54,0.262,0.461
4E7,FAUC,22.78,0.131,0.403
4E7,FAUC,23.03,0.131,0.806
4E7,SHWR,18.7,6.419,2
4E7,SHWR,19.12,4.716,2
4E7,SHWR,20.07,3.013,2
4E8,CWSH,8.56,3.167,1.133
4E8,CWSH,8.61,0.333,1.116
4E8,CWSH,8.62,0.5,0.424
4E8,CWSH,8.9,0.167,0.687
4E8,CWSH,8.9,2.333,1.097
4E8,CWSH,9.01,3,0.965
4E8,CWSH,9.15,3,0.969
4E8,CWSH,19.3,1.333,1.243
4E8,CWSH,19.32,1.5,0.872
4E8,CWSH,19.61,0.167,0.885
4E8,CWSH,19.62,2.333,1.314
4E8,CWSH,19.73,0.167,1.006
4E8,CWSH,19.74,2.333,1.268
4E8,CWSH,19.88,0.167,0.684
4E8,CWSH,19.89,2.5,1.293
4E8,DWSH,11.54,1.667,0.961
4E8,DWSH,11.59,0.333,0.687
4E8,DWSH,11.82,1.667,0.944
4E8,DWSH,11.96,1.667,0.957
4E8,FAUC,0.04,0.131,0.346
4E8,FAUC,0.75,0.131,0.346
4E8,FAUC,2.99,0.131,0.403
4E8,FAUC,2.99,0.131,0.346
4E8,FAUC,5.02,0.131,0.346
4E8,FAUC,5.35,0.131,0.346
4E8,FAUC,5.59,0.131,0.346
4E8,FAUC,5.74,0.131,0.346
4E8,FAUC,5.91,0.131,0.346
4E8,FAUC,6.19,0.131,0.346
4E8,FAUC,7.24,0.131,0.346
4E8,FAUC,8.09,0.393,0.71
4E8,FAUC,8.13,0.131,0.346
4E8,FAUC,8.19,0.131,1.325
4E8,FAUC,8.23,0.131,0.922
4E8,FAUC,8.27,0.131,0.346
4E8,FAUC,8.29,0.524,0.302
