Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Start Time of Year (hr),Start time (hr),End Time of Year (hr),Type
1D5,240.0,3.0,CWSH,2.11,5743.65,7.649999999999636,5743.7,1.0
1D5,240.0,0.262,FAUC,0.34600000000000003,5743.82,7.819999999999709,5743.824366666667,1.0
1D7,240.0,1.281,FAUC,1.139,5744.04,8.039999999999964,5744.06135,1.0
1D7,240.0,6.263999999999999,SHWR,2.0,5745.05,9.050000000000182,5745.1544,1.0
1D7,240.0,0.285,FAUC,0.547,5745.25,9.25,5745.25475,1.0
1D7,240.0,0.285,FAUC,0.634,5745.27,9.270000000000437,5745.2747500000005,1.0
1D7,240.0,0.142,FAUC,0.691,5745.6,9.600000000000364,5745.602366666667,1.0
1D7,240.0,2.333,CWSH,2.575,5745.63,9.63000000000011,5745.668883333334,1.0
1D7,240.0,0.667,CWSH,1.242,5745.93,9.930000000000291,5745.941116666667,1.0
1D7,240.0,3.5,CWSH,1.661,5746.0,10.0,5746.058333333333,1.0
1D5,240.0,3.0,CWSH,2.076,5746.21,10.210000000000036,5746.26,1.0
1D7,240.0,0.569,FAUC,1.31,5746.43,10.430000000000291,5746.439483333334,1.0
1D5,240.0,0.5,CWSH,0.986,5746.64,10.640000000000327,5746.6483333333335,1.0
1D5,240.0,3.0,CWSH,1.976,5746.71,10.710000000000036,5746.76,1.0
1D7,240.0,0.6000000000130967,FAUC,0.991,5746.86,10.859999999999673,5746.87,4.0
1D5,240.0,0.1119999999900756,FAUC,1.279,5746.87,10.86999999999989,5746.871866666666,4.0
1D5,240.0,0.018999999992956873,FAUC,0.28800000000000003,5746.871866666666,10.871866666666392,5746.872183333333,4.0
1D5,240.0,1.834,FAUC,0.8190000000000001,5746.87,10.86999999999989,5746.900566666666,1.0
1D5,240.0,0.39299999999999996,FAUC,1.056,5746.94,10.9399999999996,5746.94655,1.0
1D5,240.0,0.131,FAUC,0.28800000000000003,5746.95,10.949999999999818,5746.952183333333,1.0
1D5,240.0,0.262,FAUC,0.5760000000000001,5746.97,10.970000000000255,5746.974366666667,1.0
1D5,240.0,0.917,FAUC,0.79,5746.98,10.979999999999563,5746.995283333333,1.0
1D7,240.0,0.285,FAUC,0.43200000000000005,5748.66,12.659999999999854,5748.66475,1.0
1D7,240.0,0.142,FAUC,0.8640000000000001,5748.72,12.720000000000255,5748.722366666667,1.0
1D7,240.0,0.42700000000000005,FAUC,0.5379999999999999,5748.89,12.890000000000327,5748.897116666667,1.0
1D7,240.0,0.569,FAUC,1.685,5748.99,12.989999999999782,5748.999483333333,1.0
1D7,240.0,0.42700000000000005,FAUC,0.998,5749.17,13.170000000000073,5749.177116666667,1.0
1D5,240.0,0.131,FAUC,0.634,5749.5,13.5,5749.502183333333,1.0
1D5,240.0,1.4409999999999998,FAUC,0.932,5750.01,14.010000000000218,5750.0340166666665,1.0
1D5,240.0,0.655,FAUC,1.129,5750.07,14.069999999999709,5750.080916666667,1.0
1D5,240.0,0.524,FAUC,1.598,5750.09,14.090000000000146,5750.098733333333,1.0
1D7,240.0,1.7080000000000002,FAUC,1.325,5750.88,14.88000000000011,5750.908466666667,1.0
1D7,240.0,0.42700000000000005,FAUC,1.766,5750.91,14.909999999999854,5750.9171166666665,1.0
1D7,240.0,0.42700000000000005,FAUC,1.229,5751.11,15.109999999999673,5751.117116666666,1.0
1D7,240.0,0.42700000000000005,FAUC,0.998,5751.24,15.239999999999782,5751.247116666666,1.0
1D7,240.0,0.42700000000000005,FAUC,0.998,5751.47,15.470000000000255,5751.477116666667,1.0
1D7,240.0,0.142,FAUC,0.518,5751.51,15.510000000000218,5751.512366666667,1.0
1D5,240.0,1.179,FAUC,0.9790000000000001,5752.14,16.140000000000327,5752.1596500000005,1.0
1D7,240.0,0.997,FAUC,1.5390000000000001,5754.0,18.0,5754.016616666667,1.0
1D7,240.0,4.271,FAUC,1.4669999999999999,5754.38,18.38000000000011,5754.451183333334,1.0
1D5,240.0,0.262,FAUC,0.8059999999999999,5754.47,18.470000000000255,5754.474366666667,1.0
1D5,240.0,0.131,FAUC,0.8640000000000001,5754.89,18.890000000000327,5754.892183333333,1.0
1D5,240.0,0.262,FAUC,0.634,5754.92,18.920000000000073,5754.924366666667,1.0
1D5,240.0,0.131,FAUC,0.691,5755.16,19.159999999999854,5755.162183333333,1.0
1D5,240.0,0.39299999999999996,FAUC,0.845,5756.54,20.539999999999964,5756.54655,1.0
1D5,240.0,2.096,FAUC,0.846,5756.56,20.5600000000004,5756.594933333334,1.0
1D5,240.0,1.048,FAUC,1.195,5756.6,20.600000000000364,5756.617466666667,1.0
1D5,240.0,0.262,FAUC,0.547,5756.63,20.63000000000011,5756.634366666667,1.0
1D5,240.0,0.39299999999999996,FAUC,1.094,5756.65,20.649999999999636,5756.65655,1.0
1D5,240.0,0.524,FAUC,1.051,5756.66,20.659999999999854,5756.668733333333,1.0
1D5,240.0,0.7859999999999999,FAUC,1.094,5756.76,20.76000000000022,5756.7731,1.0
1D5,240.0,1.4409999999999998,FAUC,0.885,5757.01,21.01000000000022,5757.0340166666665,1.0
1D7,240.0,0.7120000000000001,FAUC,1.3019999999999998,5758.28,22.279999999999745,5758.2918666666665,1.0
1D7,240.0,0.42700000000000005,FAUC,1.421,5758.42,22.420000000000073,5758.427116666667,1.0
1D5,240.0,2.7510000000000003,FAUC,1.075,5759.13,23.13000000000011,5759.1758500000005,1.0
1D5,240.0,0.131,FAUC,0.518,5759.22,23.220000000000255,5759.222183333333,1.0
1D5,240.0,0.131,FAUC,1.21,5759.59,23.590000000000146,5759.592183333333,1.0
1E3,241.0,0.131,FAUC,1.036,5760.83,0.8299999999999272,5760.832183333333,2.0
1E3,241.0,0.131,FAUC,0.40299999999999997,5760.93,0.930000000000291,5760.932183333333,1.0
1E3,241.0,1.6669999999999998,DWSH,0.922,5762.23,2.2299999999995634,5762.257783333333,1.0
1E3,241.0,1.5,DWSH,0.95,5762.4,2.399999999999636,5762.424999999999,1.0
1E3,241.0,0.131,FAUC,0.691,5762.73,2.7299999999995634,5762.732183333333,1.0
1E3,241.0,0.667,DWSH,0.768,5763.39,3.3900000000003274,5763.401116666667,1.0
1E3,241.0,1.6669999999999998,DWSH,0.9159999999999999,5763.42,3.4200000000000728,5763.447783333333,1.0
1E6,241.0,0.285,FAUC,0.20199999999999999,5766.57,6.569999999999709,5766.57475,1.0
1E3,241.0,0.131,FAUC,0.461,5767.3,7.300000000000182,5767.302183333333,1.0
1E3,241.0,0.131,FAUC,0.40299999999999997,5768.08,8.079999999999927,5768.082183333333,1.0
1E6,241.0,0.569,FAUC,0.086,5768.42,8.420000000000073,5768.429483333333,1.0
1E3,241.0,0.131,FAUC,0.518,5768.73,8.729999999999563,5768.732183333333,1.0
1E3,241.0,0.262,FAUC,0.43200000000000005,5768.83,8.829999999999927,5768.834366666667,1.0
1E3,241.0,5.0,CWSH,1.599,5769.21,9.210000000000036,5769.293333333333,1.0
1E3,241.0,1.5,CWSH,1.368,5769.35,9.350000000000364,5769.375,1.0
1E3,241.0,1.8330000000000002,CWSH,1.421,5769.45,9.449999999999818,5769.48055,1.0
1E3,241.0,0.39299999999999996,FAUC,0.941,5769.77,9.770000000000437,5769.7765500000005,1.0
1E3,241.0,0.262,FAUC,0.8059999999999999,5770.1,10.100000000000364,5770.104366666667,1.0
1E3,241.0,0.131,FAUC,1.094,5770.47,10.470000000000255,5770.472183333333,1.0
1E6,241.0,0.997,FAUC,1.374,5771.56,11.5600000000004,5771.576616666667,1.0
1E6,241.0,0.142,FAUC,0.518,5771.62,11.61999999999989,5771.6223666666665,1.0
1E6,241.0,0.42700000000000005,FAUC,1.171,5772.04,12.039999999999964,5772.047116666667,1.0
1E6,241.0,0.569,FAUC,0.893,5772.56,12.5600000000004,5772.569483333334,1.0
1E6,241.0,0.142,FAUC,0.40299999999999997,5772.61,12.609999999999673,5772.612366666666,1.0
1E6,241.0,0.142,FAUC,0.691,5772.64,12.640000000000327,5772.642366666667,1.0
1E6,241.0,0.42700000000000005,FAUC,1.056,5772.71,12.710000000000036,5772.717116666667,1.0
1E3,241.0,0.131,FAUC,0.518,5773.26,13.260000000000218,5773.262183333333,1.0
1E6,241.0,0.285,FAUC,0.40299999999999997,5773.29,13.289999999999964,5773.29475,1.0
1E3,241.0,0.131,FAUC,0.518,5773.82,13.819999999999709,5773.822183333333,1.0
1E6,241.0,0.142,FAUC,0.518,5774.41,14.409999999999854,5774.4123666666665,1.0
1E6,241.0,1.993,FAUC,0.889,5774.42,14.420000000000073,5774.453216666667,1.0
1E6,241.0,0.569,FAUC,0.8059999999999999,5774.47,14.470000000000255,5774.4794833333335,1.0
1E6,241.0,1.851,FAUC,0.9129999999999999,5774.49,14.489999999999782,5774.52085,1.0
1E6,241.0,0.142,FAUC,0.40299999999999997,5774.54,14.539999999999964,5774.542366666667,1.0
1E6,241.0,0.285,FAUC,0.835,5774.58,14.579999999999927,5774.58475,1.0
1E6,241.0,0.8540000000000001,FAUC,0.835,5774.6,14.600000000000364,5774.614233333334,1.0
1E6,241.0,0.142,FAUC,0.8059999999999999,5774.62,14.61999999999989,5774.6223666666665,1.0
1E6,241.0,1.851,FAUC,0.895,5774.63,14.63000000000011,5774.66085,1.0
1E6,241.0,0.285,FAUC,0.518,5774.67,14.670000000000073,5774.67475,1.0
1E6,241.0,0.142,FAUC,0.8059999999999999,5774.69,14.6899999999996,5774.692366666666,1.0
1E6,241.0,0.569,FAUC,0.965,5774.7,14.699999999999818,5774.709483333333,1.0
1E6,241.0,0.142,FAUC,0.28800000000000003,5774.71,14.710000000000036,5774.712366666667,1.0
1E6,241.0,0.569,FAUC,0.85,5774.73,14.729999999999563,5774.739483333333,1.0
1E6,241.0,0.42700000000000005,FAUC,0.826,5774.98,14.979999999999563,5774.987116666666,1.0
1E6,241.0,1.851,FAUC,0.8420000000000001,5775.01,15.010000000000218,5775.04085,1.0
1E6,241.0,0.285,FAUC,0.461,5775.52,15.520000000000437,5775.5247500000005,1.0
1E6,241.0,0.285,FAUC,0.5760000000000001,5775.57,15.569999999999709,5775.57475,1.0
1E6,241.0,0.285,FAUC,0.9790000000000001,5775.6,15.600000000000364,5775.60475,1.0
1E6,241.0,0.142,FAUC,0.8640000000000001,5775.79,15.789999999999964,5775.792366666667,1.0
1E3,241.0,0.262,FAUC,0.9790000000000001,5775.86,15.859999999999673,5775.864366666667,1.0
1E3,241.0,0.131,FAUC,1.2670000000000001,5775.87,15.86999999999989,5775.872183333333,1.0
1E3,241.0,0.131,FAUC,0.518,5775.99,15.989999999999782,5775.992183333333,1.0
1E6,241.0,0.142,FAUC,0.40299999999999997,5776.22,16.220000000000255,5776.222366666667,1.0
1E6,241.0,3.702,FAUC,0.027000000000000003,5776.28,16.279999999999745,5776.3417,1.0
1E6,241.0,0.142,FAUC,0.34600000000000003,5776.35,16.350000000000364,5776.352366666667,1.0
1E6,241.0,0.569,FAUC,0.677,5776.46,16.460000000000036,5776.469483333333,1.0
1E6,241.0,0.285,FAUC,0.922,5776.47,16.470000000000255,5776.47475,1.0
1E6,241.0,0.142,FAUC,1.21,5777.07,17.06999999999971,5777.072366666666,1.0
1E6,241.0,3.167,CWSH,3.995,5777.09,17.090000000000146,5777.142783333334,1.0
1E3,241.0,0.524,FAUC,0.821,5778.23,18.229999999999563,5778.238733333333,2.0
1E6,241.0,0.569,FAUC,0.95,5778.45,18.449999999999818,5778.459483333333,1.0
1E6,241.0,0.285,FAUC,0.72,5778.49,18.48999999999978,5778.49475,1.0
1E6,241.0,0.142,FAUC,0.28800000000000003,5778.5,18.5,5778.502366666667,1.0
1E6,241.0,0.285,FAUC,0.922,5778.51,18.51000000000022,5778.51475,1.0
1E6,241.0,0.42700000000000005,FAUC,1.114,5778.73,18.729999999999563,5778.737116666666,1.0
1E6,241.0,0.142,FAUC,0.28800000000000003,5778.75,18.75,5778.752366666667,1.0
1E6,241.0,0.7120000000000001,FAUC,0.945,5778.76,18.76000000000022,5778.771866666667,1.0
1E6,241.0,0.569,FAUC,0.965,5778.9,18.899999999999636,5778.909483333333,1.0
1E6,241.0,3.333,CWSH,3.258,5778.97,18.970000000000255,5779.02555,1.0
1E6,241.0,0.5,CWSH,1.88,5779.12,19.11999999999989,5779.128333333333,1.0
1E6,241.0,0.5,CWSH,1.702,5779.13,19.13000000000011,5779.138333333333,1.0
1E6,241.0,0.142,FAUC,0.922,5779.99,19.98999999999978,5779.992366666666,1.0
1E3,241.0,0.262,FAUC,0.43200000000000005,5780.2,20.199999999999818,5780.204366666667,1.0
1E6,241.0,0.285,FAUC,1.21,5780.24,20.23999999999978,5780.24475,1.0
1E3,241.0,0.39299999999999996,FAUC,1.171,5780.26,20.26000000000022,5780.26655,2.0
1E3,241.0,0.131,FAUC,0.518,5780.28,20.279999999999745,5780.282183333333,1.0
1E3,241.0,0.262,FAUC,0.43200000000000005,5780.29,20.289999999999964,5780.294366666667,1.0
1E3,241.0,0.262,FAUC,0.43200000000000005,5780.31,20.3100000000004,5780.314366666667,1.0
1E3,241.0,0.39299999999999996,FAUC,0.48,5780.36,20.359999999999673,5780.36655,1.0
1E3,241.0,0.131,FAUC,0.518,5780.37,20.36999999999989,5780.372183333333,1.0
1E6,241.0,1.2000000000261934,FAUC,1.171,5780.41,20.409999999999854,5780.43,4.0
1E3,241.0,0.08099999997284613,FAUC,1.848,5780.43,20.43000000000029,5780.43135,4.0
1E3,241.0,0.4430000000138534,FAUC,0.677,5780.43135,20.43134999999984,5780.438733333333,4.0
1E6,241.0,3.702,FAUC,0.343,5780.44,20.4399999999996,5780.5017,2.0
1E6,241.0,0.42700000000000005,FAUC,0.768,5780.57,20.56999999999971,5780.577116666666,1.0
1E3,241.0,0.131,FAUC,1.44,5780.71,20.710000000000036,5780.712183333333,1.0
1E3,241.0,0.262,FAUC,0.49,5780.74,20.73999999999978,5780.744366666667,1.0
1E6,241.0,0.8540000000000001,FAUC,0.8640000000000001,5780.75,20.75,5780.764233333333,1.0
1E6,241.0,0.142,FAUC,1.07,5780.77,20.770000000000437,5780.772366666667,2.0
1E3,241.0,0.262,FAUC,0.43200000000000005,5780.94,20.9399999999996,5780.944366666667,1.0
1E6,241.0,0.142,FAUC,0.7490000000000001,5781.33,21.329999999999927,5781.3323666666665,1.0
1E6,241.0,0.142,FAUC,0.691,5781.57,21.56999999999971,5781.572366666666,1.0
1E3,241.0,0.262,FAUC,0.43200000000000005,5782.0,22.0,5782.004366666667,1.0
1E6,241.0,0.569,FAUC,0.17300000000000001,5782.53,22.529999999999745,5782.539483333333,1.0
1E6,241.0,0.142,FAUC,0.7490000000000001,5782.55,22.550000000000182,5782.552366666667,1.0
1E6,241.0,0.42700000000000005,FAUC,0.672,5782.56,22.5600000000004,5782.567116666667,1.0
1E6,241.0,0.285,FAUC,1.21,5782.58,22.579999999999927,5782.58475,1.0
1E6,241.0,0.285,FAUC,0.5760000000000001,5782.59,22.590000000000146,5782.59475,1.0
1E6,241.0,0.569,FAUC,1.08,5782.61,22.609999999999673,5782.619483333333,1.0
1E6,241.0,0.569,FAUC,0.086,5782.62,22.61999999999989,5782.629483333333,1.0
1E6,241.0,0.42700000000000005,FAUC,0.614,5782.97,22.970000000000255,5782.977116666667,1.0
1E6,241.0,0.142,FAUC,0.28800000000000003,5783.01,23.01000000000022,5783.012366666667,1.0
1E3,241.0,0.131,FAUC,0.518,5783.73,23.729999999999563,5783.732183333333,1.0
1E3,241.0,0.131,FAUC,0.518,5783.85,23.850000000000364,5783.852183333333,1.0
3E8,242.0,0.524,FAUC,0.27399999999999997,5787.36,3.3599999999996726,5787.368733333333,1.0
1E8,242.0,0.262,FAUC,0.691,5790.42,6.420000000000073,5790.424366666667,1.0
3E8,242.0,0.131,FAUC,0.34600000000000003,5792.05,8.050000000000182,5792.052183333333,1.0
3E8,242.0,0.6000000000130967,CWSH,2.37,5792.13,8.13000000000011,5792.14,3.0
3E8,242.0,0.39299999999999996,CWSH & FAUC,3.4640000000000004,5792.14,8.140000000000327,5792.14655,3.0
3E8,242.0,1.6740000000027067,CWSH,2.37,5792.14655,8.146550000000389,5792.17445,3.0
1E8,242.0,0.39299999999999996,FAUC,1.075,5792.2,8.199999999999818,5792.20655,1.0
1E8,242.0,0.655,FAUC,1.037,5792.22,8.220000000000255,5792.230916666667,1.0
1E8,242.0,0.262,FAUC,0.9790000000000001,5792.25,8.25,5792.254366666667,1.0
3E8,242.0,4.199999999982538,SHWR,1.829,5792.3,8.300000000000182,5792.37,3.0
3E8,242.0,2.333,SHWR & CWSH,4.333,5792.37,8.36999999999989,5792.4088833333335,3.0
3E8,242.0,-1.7330000000038126,SHWR,1.829,5792.4088833333335,8.408883333333506,5792.38,3.0
1E8,242.0,0.655,SHWR & FAUC,2.958,5792.38,8.38000000000011,5792.390916666667,3.0
3E8,242.0,2.2739999999612337,SHWR,1.829,5792.390916666667,8.39091666666718,5792.4288166666665,3.0
1E8,242.0,0.39299999999999996,FAUC,0.902,5792.46,8.460000000000036,5792.46655,1.0
3E8,242.0,0.33299999999999996,CWSH,0.585,5792.5,8.5,5792.50555,1.0
3E8,242.0,0.5,CWSH,0.585,5792.51,8.510000000000218,5792.518333333333,1.0
1E8,242.0,0.39299999999999996,FAUC,0.5379999999999999,5792.55,8.550000000000182,5792.55655,1.0
1E8,242.0,0.39299999999999996,FAUC,0.614,5792.64,8.640000000000327,5792.64655,1.0
1E8,242.0,0.131,FAUC,1.21,5792.66,8.659999999999854,5792.662183333333,1.0
1E8,242.0,0.262,FAUC,0.461,5792.67,8.670000000000073,5792.674366666667,1.0
1E8,242.0,0.262,FAUC,0.461,5792.68,8.680000000000291,5792.684366666667,1.0
3E8,242.0,0.6000000000130967,FAUC,0.792,5792.91,8.909999999999854,5792.92,4.0
1E8,242.0,0.4479999999603024,FAUC,1.4260000000000002,5792.92,8.920000000000073,5792.927466666666,4.0
1E8,242.0,0.07600000002639717,FAUC,0.634,5792.927466666666,8.927466666666078,5792.928733333333,4.0
1E8,242.0,0.262,FAUC,1.123,5792.93,8.930000000000291,5792.934366666667,1.0
3E8,242.0,0.131,FAUC,0.461,5792.94,8.9399999999996,5792.942183333333,1.0
3E8,242.0,0.7859999999999999,FAUC,1.728,5792.97,8.970000000000255,5792.9831,2.0
3E8,242.0,0.262,FAUC,1.0659999999999998,5793.03,9.029999999999745,5793.034366666667,1.0
1E8,242.0,0.262,FAUC,0.778,5793.04,9.039999999999964,5793.044366666667,1.0
1E8,242.0,0.524,FAUC,1.037,5793.05,9.050000000000182,5793.058733333333,1.0
1E8,242.0,0.262,FAUC,0.778,5793.08,9.079999999999927,5793.084366666667,1.0
1E8,242.0,0.39299999999999996,FAUC,1.22,5793.09,9.090000000000146,5793.09655,2.0
3E8,242.0,0.262,FAUC,0.7490000000000001,5793.11,9.109999999999673,5793.114366666667,1.0
1E8,242.0,4.323,FAUC,1.1640000000000001,5793.15,9.149999999999636,5793.222049999999,1.0
1E8,242.0,0.262,FAUC,0.95,5793.67,9.670000000000073,5793.674366666667,1.0
1E8,242.0,0.262,FAUC,1.584,5793.86,9.859999999999673,5793.864366666667,1.0
1E8,242.0,0.262,FAUC,2.102,5793.99,9.989999999999782,5793.994366666667,1.0
1E8,242.0,0.262,FAUC,0.778,5794.05,10.050000000000182,5794.054366666667,1.0
1E8,242.0,0.262,FAUC,0.835,5794.13,10.13000000000011,5794.134366666667,1.0
1E8,242.0,0.262,FAUC,0.34600000000000003,5794.68,10.680000000000291,5794.684366666667,1.0
1E8,242.0,0.262,FAUC,0.49,5794.76,10.760000000000218,5794.764366666667,1.0
1E8,242.0,1.048,FAUC,0.857,5794.84,10.840000000000146,5794.857466666666,1.0
1E8,242.0,0.524,FAUC,0.878,5794.89,10.890000000000327,5794.898733333333,1.0
3E8,242.0,0.39299999999999996,FAUC,1.075,5794.9,10.899999999999636,5794.90655,1.0
1E8,242.0,0.131,FAUC,3.47,5794.91,10.909999999999854,5794.912183333333,2.0
3E8,242.0,4.199999999982538,CWSH,1.097,5794.93,10.930000000000291,5795.0,3.0
1E8,242.0,0.39299999999999996,CWSH & FAUC,5.724,5795.0,11.0,5795.00655,3.0
3E8,242.0,-0.3930000000036671,CWSH,1.097,5795.00655,11.006550000000061,5795.0,3.0
1E8,242.0,0.7859999999999999,CWSH & FAUC,2.7960000000000003,5795.0,11.0,5795.0131,3.0
3E8,242.0,-0.7860000000073342,CWSH,1.097,5795.0131,11.013100000000122,5795.0,3.0
3E8,242.0,0.7859999999999999,CWSH & FAUC,2.0860000000000003,5795.0,11.0,5795.0131,3.0
3E8,242.0,0.6809999999859428,CWSH,1.097,5795.0131,11.013100000000122,5795.02445,3.0
1E8,242.0,0.6000000000130967,FAUC,1.761,5795.03,11.029999999999745,5795.04,4.0
3E8,242.0,0.3169999999772699,FAUC,2.9130000000000003,5795.04,11.039999999999964,5795.045283333333,4.0
3E8,242.0,0.07600000002639717,FAUC,1.1520000000000001,5795.045283333333,11.045283333332918,5795.04655,4.0
1E8,242.0,0.131,FAUC,2.765,5795.06,11.0600000000004,5795.062183333333,1.0
3E8,242.0,0.131,FAUC,0.691,5795.07,11.069999999999709,5795.072183333333,1.0
3E8,242.0,1.179,FAUC,1.4080000000000001,5795.09,11.090000000000146,5795.10965,1.0
3E8,242.0,0.262,FAUC,0.72,5795.12,11.11999999999989,5795.124366666667,1.0
3E8,242.0,0.262,FAUC,1.037,5795.13,11.13000000000011,5795.134366666667,1.0
3E8,242.0,0.131,FAUC,0.461,5795.16,11.159999999999854,5795.162183333333,1.0
3E8,242.0,2.227,FAUC,0.027000000000000003,5795.17,11.170000000000073,5795.2071166666665,1.0
3E8,242.0,2.399999999997817,CWSH,1.234,5795.21,11.210000000000036,5795.25,3.0
1E8,242.0,0.262,CWSH & FAUC,2.04,5795.25,11.25,5795.254366666667,3.0
3E8,242.0,0.9380000000055588,CWSH,1.234,5795.254366666667,11.25436666666701,5795.27,3.0
1E8,242.0,0.39299999999999996,CWSH & FAUC,2.252,5795.27,11.270000000000437,5795.2765500000005,3.0
3E8,242.0,0.6739999999626889,CWSH,1.234,5795.2765500000005,11.276550000000498,5795.287783333333,3.0
1E8,242.0,0.262,FAUC,0.72,5795.29,11.289999999999964,5795.294366666667,1.0
3E8,242.0,0.33299999999999996,CWSH,1.028,5795.39,11.390000000000327,5795.39555,1.0
1E8,242.0,0.131,FAUC,1.6800000000000002,5795.4,11.399999999999636,5795.402183333333,2.0
1E8,242.0,0.917,FAUC,1.0290000000000001,5795.52,11.520000000000437,5795.535283333334,1.0
1E8,242.0,0.131,FAUC,0.691,5795.7,11.699999999999818,5795.702183333333,1.0
3E8,242.0,0.131,FAUC,0.34600000000000003,5796.1,12.100000000000364,5796.102183333333,1.0
1E8,242.0,0.131,FAUC,0.7490000000000001,5796.14,12.140000000000327,5796.142183333333,1.0
1E8,242.0,0.262,FAUC,1.065,5796.17,12.170000000000073,5796.174366666667,2.0
3E8,242.0,0.262,FAUC,0.5760000000000001,5796.17,12.170000000000073,5796.174366666667,1.0
1E8,242.0,1.965,FAUC,1.1520000000000001,5796.49,12.489999999999782,5796.52275,1.0
3E8,242.0,0.262,FAUC,0.8059999999999999,5796.54,12.539999999999964,5796.544366666667,1.0
3E8,242.0,0.131,FAUC,0.28800000000000003,5796.56,12.5600000000004,5796.562183333333,1.0
3E8,242.0,0.524,FAUC,0.446,5796.57,12.569999999999709,5796.578733333333,1.0
3E8,242.0,0.131,FAUC,0.461,5796.69,12.6899999999996,5796.692183333333,1.0
3E8,242.0,0.131,FAUC,0.28800000000000003,5796.71,12.710000000000036,5796.712183333333,1.0
3E8,242.0,0.262,FAUC,0.547,5796.73,12.729999999999563,5796.734366666667,1.0
3E8,242.0,0.131,FAUC,0.28800000000000003,5796.8,12.800000000000182,5796.802183333333,1.0
3E8,242.0,0.131,FAUC,1.613,5796.81,12.8100000000004,5796.812183333333,2.0
1E8,242.0,0.262,FAUC,0.5760000000000001,5797.07,13.069999999999709,5797.074366666667,1.0
3E8,242.0,0.262,FAUC,1.0659999999999998,5797.09,13.090000000000146,5797.094366666667,1.0
1E8,242.0,0.262,FAUC,0.662,5797.14,13.140000000000327,5797.144366666667,1.0
1E8,242.0,0.599999999958527,FAUC,0.991,5797.18,13.180000000000291,5797.19,4.0
3E8,242.0,0.05500000006577466,FAUC,2.287,5797.19,13.1899999999996,5797.190916666667,4.0
3E8,242.0,0.20699999995485996,FAUC,1.296,5797.190916666667,13.190916666667363,5797.194366666667,4.0
3E8,242.0,0.39299999999999996,FAUC,2.285,5797.2,13.199999999999818,5797.20655,2.0
1E8,242.0,3.599999999969441,SHWR,2.0,5797.22,13.220000000000255,5797.28,3.0
3E8,242.0,0.131,SHWR & FAUC,2.518,5797.28,13.279999999999745,5797.282183333333,3.0
1E8,242.0,1.6690000000562577,SHWR,2.0,5797.282183333333,13.282183333332796,5797.31,3.0
3E8,242.0,1.31,SHWR & FAUC,2.691,5797.31,13.3100000000004,5797.331833333334,3.0
1E8,242.0,0.4899999999906868,SHWR,2.0,5797.331833333334,13.331833333333634,5797.34,3.0
3E8,242.0,0.131,SHWR & FAUC,2.2880000000000003,5797.34,13.340000000000146,5797.342183333333,3.0
1E8,242.0,0.46900000003006426,SHWR,2.0,5797.342183333333,13.342183333333196,5797.35,3.0
3E8,242.0,0.131,SHWR & FAUC,2.346,5797.35,13.350000000000364,5797.352183333333,3.0
1E8,242.0,0.9780000000137079,SHWR,2.0,5797.352183333333,13.352183333333414,5797.368483333334,3.0
3E8,242.0,0.131,FAUC,0.518,5797.38,13.38000000000011,5797.382183333333,1.0
3E8,242.0,0.131,FAUC,0.461,5797.42,13.420000000000073,5797.422183333333,1.0
3E8,242.0,0.131,FAUC,0.634,5797.43,13.430000000000291,5797.432183333333,1.0
3E8,242.0,0.131,FAUC,0.51,5797.59,13.590000000000146,5797.592183333333,2.0
3E8,242.0,0.131,FAUC,0.28800000000000003,5798.37,14.36999999999989,5798.372183333333,1.0
3E8,242.0,3.93,BATH,3.616,5798.4,14.399999999999636,5798.465499999999,1.0
3E8,242.0,0.131,FAUC,0.998,5798.5,14.5,5798.502183333333,2.0
3E8,242.0,0.131,FAUC,0.518,5798.51,14.510000000000218,5798.512183333333,1.0
3E8,242.0,0.39299999999999996,FAUC,1.037,5798.56,14.5600000000004,5798.5665500000005,1.0
3E8,242.0,0.524,FAUC,0.605,5798.67,14.670000000000073,5798.678733333333,1.0
3E8,242.0,0.131,FAUC,1.094,5798.74,14.739999999999782,5798.742183333333,1.0
3E8,242.0,0.39299999999999996,FAUC,1.19,5798.78,14.779999999999745,5798.78655,1.0
3E8,242.0,0.131,FAUC,1.094,5798.81,14.8100000000004,5798.812183333333,1.0
3E8,242.0,0.131,FAUC,0.518,5798.88,14.88000000000011,5798.882183333333,1.0
3E8,242.0,0.262,FAUC,1.728,5799.0,15.0,5799.004366666667,2.0
3E8,242.0,4.454,FAUC,1.1909999999999998,5799.12,15.11999999999989,5799.194233333334,1.0
3E8,242.0,1.5719999999999998,FAUC,1.109,5799.23,15.229999999999563,5799.2562,1.0
3E8,242.0,0.262,FAUC,1.238,5799.28,15.279999999999745,5799.284366666667,1.0
3E8,242.0,0.131,FAUC,0.34600000000000003,5799.32,15.319999999999709,5799.322183333333,1.0
3E8,242.0,0.131,FAUC,0.28800000000000003,5799.33,15.329999999999927,5799.332183333333,1.0
3E8,242.0,0.131,FAUC,0.461,5799.34,15.340000000000146,5799.342183333333,1.0
3E8,242.0,0.917,FAUC,0.946,5799.37,15.36999999999989,5799.385283333333,1.0
3E8,242.0,0.131,FAUC,0.34600000000000003,5799.42,15.420000000000073,5799.422183333333,1.0
