Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Start Time of Year (hr),Start time (hr),End Time of Year (hr),Type
1E7,73.0,0.451,FAUC,1.1520000000000001,1737.33,9.329999999999927,1737.3375166666665,1.0
1E7,73.0,0.301,FAUC,0.5760000000000001,1737.75,9.75,1737.7550166666667,1.0
1E7,73.0,0.301,FAUC,0.317,1738.16,10.160000000000082,1738.1650166666668,1.0
1E7,73.0,0.15,FAUC,5.231000000000001,1738.94,10.940000000000055,1738.9425,2.0
1E7,73.0,0.301,FAUC,0.634,1738.97,10.970000000000027,1738.9750166666668,1.0
1E7,73.0,0.5,CWSH,1.68,1739.02,11.019999999999982,1739.0283333333334,1.0
1E7,73.0,1.0,CWSH,3.571,1739.06,11.059999999999945,1739.0766666666666,1.0
1E7,73.0,7.513999999999999,SHWR,1.526,1739.11,11.1099999999999,1739.2352333333333,1.0
1E7,73.0,0.601,FAUC,0.562,1739.73,11.730000000000018,1739.7400166666666,1.0
1E7,73.0,0.15,FAUC,1.67,1740.91,12.910000000000082,1740.9125000000001,1.0
1E7,73.0,0.601,FAUC,1.21,1741.04,13.039999999999964,1741.0500166666666,1.0
1E2,73.0,0.39299999999999996,FAUC,0.8059999999999999,1741.2,13.200000000000045,1741.20655,1.0
1E7,73.0,0.301,FAUC,0.49,1741.24,13.240000000000009,1741.2450166666667,1.0
1E7,73.0,0.301,FAUC,0.317,1741.26,13.259999999999991,1741.2650166666667,1.0
1E7,73.0,0.15,FAUC,1.071,1741.29,13.289999999999964,1741.2925,2.0
1E7,73.0,0.601,FAUC,0.821,1741.3,13.299999999999955,1741.3100166666666,1.0
1E7,73.0,1.653,FAUC,0.895,1741.32,13.319999999999936,1741.34755,1.0
1E7,73.0,0.601,FAUC,0.9359999999999999,1741.37,13.36999999999989,1741.3800166666665,1.0
1E7,73.0,0.301,FAUC,0.634,1741.4,13.400000000000091,1741.4050166666668,1.0
1E2,73.0,1.31,FAUC,1.3019999999999998,1742.94,14.940000000000055,1742.9618333333333,1.0
1E2,73.0,0.655,FAUC,2.915,1743.21,15.210000000000036,1743.2209166666667,1.0
1E2,73.0,0.131,FAUC,0.7490000000000001,1743.33,15.329999999999927,1743.3321833333332,1.0
1E2,73.0,1.4409999999999998,FAUC,1.2930000000000001,1744.6,16.59999999999991,1744.6240166666666,1.0
1E2,73.0,0.131,FAUC,2.246,1744.75,16.75,1744.7521833333333,2.0
1E7,73.0,1.202,FAUC,0.504,1745.57,17.569999999999936,1745.5900333333332,1.0
1E7,73.0,0.15,FAUC,0.634,1745.68,17.680000000000064,1745.6825000000001,1.0
1E2,73.0,0.917,FAUC,1.094,1746.36,18.3599999999999,1746.3752833333333,1.0
1E2,73.0,0.262,FAUC,0.922,1746.42,18.420000000000073,1746.4243666666666,1.0
1E7,73.0,0.301,FAUC,0.7490000000000001,1746.56,18.559999999999945,1746.5650166666667,1.0
1E7,73.0,0.301,FAUC,0.547,1746.57,18.569999999999936,1746.5750166666667,1.0
1E7,73.0,0.451,FAUC,1.421,1746.58,18.579999999999927,1746.5875166666665,1.0
1E2,73.0,0.39299999999999996,FAUC,1.286,1746.69,18.690000000000055,1746.6965500000001,1.0
1E2,73.0,0.39299999999999996,FAUC,2.515,1746.75,18.75,1746.75655,1.0
1E7,73.0,0.301,FAUC,1.469,1747.02,19.019999999999982,1747.0250166666667,1.0
1E7,73.0,0.902,FAUC,1.2,1747.05,19.049999999999955,1747.0650333333333,1.0
1E7,73.0,1.5,CWSH,3.674,1749.1,21.09999999999991,1749.125,1.0
1E7,73.0,0.5,CWSH,1.396,1749.17,21.170000000000073,1749.1783333333335,1.0
1E7,73.0,2.333,CWSH,2.5860000000000003,1749.23,21.230000000000018,1749.2688833333334,1.0
1E7,73.0,0.33299999999999996,CWSH,1.2209999999999999,1749.3,21.299999999999955,1749.30555,1.0
4E5,74.0,0.124,FAUC,0.8059999999999999,1758.56,6.559999999999945,1758.5620666666666,1.0
4E5,74.0,0.124,FAUC,0.28800000000000003,1758.57,6.569999999999936,1758.5720666666666,1.0
4E5,74.0,1.0,CWSH,1.3869999999999998,1758.96,6.960000000000036,1758.9766666666667,1.0
4E5,74.0,0.124,FAUC,0.28800000000000003,1758.99,6.990000000000009,1758.9920666666667,1.0
4E5,74.0,1.167,CWSH,1.4180000000000001,1759.0,7.0,1759.01945,1.0
4E5,74.0,1.0,CWSH,0.932,1759.02,7.019999999999982,1759.0366666666666,1.0
4E5,74.0,0.33299999999999996,CWSH,1.3869999999999998,1759.04,7.039999999999964,1759.04555,1.0
4E5,74.0,0.33299999999999996,CWSH,0.564,1759.07,7.069999999999936,1759.07555,1.0
4E5,74.0,0.33299999999999996,CWSH,0.9540000000000001,1759.51,7.509999999999991,1759.51555,1.0
4E5,74.0,0.33299999999999996,CWSH,0.9540000000000001,1759.68,7.680000000000064,1759.6855500000001,1.0
4E5,74.0,0.124,FAUC,1.325,1759.86,7.8599999999999,1759.8620666666666,1.0
4E5,74.0,1.6669999999999998,CWSH,1.244,1759.97,7.970000000000027,1759.9977833333335,1.0
4E5,74.0,0.667,CWSH,1.409,1760.01,8.009999999999991,1760.0211166666666,1.0
4E5,74.0,0.5,CWSH,1.315,1760.03,8.029999999999973,1760.0383333333334,1.0
4E5,74.0,0.16699999999999998,CWSH,0.17300000000000001,1760.04,8.039999999999964,1760.0427833333333,1.0
4E5,74.0,0.33299999999999996,CWSH,0.47700000000000004,1760.05,8.049999999999955,1760.05555,1.0
1E5,74.0,1.139,FAUC,1.57,1760.18,8.180000000000064,1760.1989833333334,1.0
1E5,74.0,0.285,FAUC,0.8059999999999999,1760.3,8.299999999999955,1760.30475,1.0
1E5,74.0,0.569,FAUC,1.0659999999999998,1760.31,8.309999999999945,1760.3194833333332,1.0
4E5,74.0,1.5,CWSH,1.296,1760.32,8.319999999999936,1760.345,1.0
4E5,74.0,0.833,CWSH,1.214,1760.35,8.349999999999909,1760.3638833333332,1.0
4E5,74.0,0.5,CWSH,1.156,1760.37,8.36999999999989,1760.3783333333333,1.0
4E5,74.0,2.362,FAUC,1.3730000000000002,1760.41,8.410000000000082,1760.4493666666667,1.0
4E5,74.0,4.2000000000098225,SHWR,1.874,1760.85,8.849999999999909,1760.92,3.0
4E5,74.0,0.124,SHWR & FAUC,3.544,1760.92,8.920000000000073,1760.9220666666668,3.0
4E5,74.0,2.2649999999839565,SHWR,1.874,1760.9220666666668,8.922066666666751,1760.9598166666665,3.0
4E5,74.0,0.249,FAUC,0.634,1761.49,9.490000000000009,1761.49415,1.0
1E5,74.0,0.142,FAUC,1.6130000000000002,1761.58,9.579999999999927,1761.5823666666665,1.0
4E5,74.0,1.0,CWSH,0.9990000000000001,1761.69,9.690000000000055,1761.7066666666667,1.0
1E5,74.0,0.42700000000000005,FAUC,1.229,1761.77,9.769999999999982,1761.7771166666666,1.0
1E5,74.0,0.42700000000000005,FAUC,1.229,1761.88,9.88000000000011,1761.8871166666668,1.0
1E5,74.0,0.142,FAUC,0.691,1761.94,9.940000000000055,1761.9423666666667,1.0
1E5,74.0,0.285,FAUC,0.43200000000000005,1761.95,9.950000000000045,1761.95475,1.0
1E5,74.0,0.142,FAUC,0.518,1761.96,9.960000000000036,1761.9623666666666,1.0
4E5,74.0,0.33299999999999996,CWSH,1.406,1761.97,9.970000000000027,1761.97555,2.0
1E5,74.0,0.142,FAUC,1.094,1761.98,9.980000000000018,1761.9823666666666,1.0
4E5,74.0,0.33299999999999996,CWSH,0.7829999999999999,1762.04,10.039999999999964,1762.04555,1.0
4E5,74.0,3.5,CWSH,1.0979999999999999,1762.12,10.11999999999989,1762.1783333333333,1.0
4E5,74.0,3.5,CWSH,1.1159999999999999,1762.48,10.480000000000018,1762.5383333333334,1.0
4E5,74.0,2.362,FAUC,1.652,1762.92,10.920000000000073,1762.9593666666667,1.0
4E5,74.0,0.5999999999994543,FAUC,0.47200000000000003,1763.0,11.0,1763.01,4.0
4E5,74.0,0.02199999999902502,FAUC,1.566,1763.01,11.009999999999991,1763.0103666666666,4.0
4E5,74.0,0.22699999999986176,FAUC,1.094,1763.0103666666666,11.010366666666641,1763.01415,4.0
4E5,74.0,0.249,FAUC,0.605,1763.03,11.029999999999973,1763.03415,1.0
4E5,74.0,0.124,FAUC,0.518,1763.05,11.049999999999955,1763.0520666666666,1.0
4E5,74.0,0.49700000000000005,FAUC,1.051,1763.15,11.150000000000091,1763.1582833333334,1.0
4E5,74.0,0.124,FAUC,0.518,1763.2,11.200000000000045,1763.2020666666667,1.0
4E5,74.0,0.124,FAUC,0.28800000000000003,1763.27,11.269999999999982,1763.2720666666667,1.0
4E5,74.0,0.249,FAUC,0.922,1763.4,11.400000000000091,1763.40415,1.0
4E5,74.0,0.87,FAUC,0.107,1763.45,11.450000000000045,1763.4645,1.0
4E5,74.0,0.124,FAUC,0.691,1763.51,11.509999999999991,1763.5120666666667,1.0
4E5,74.0,0.249,FAUC,0.461,1763.52,11.519999999999982,1763.52415,1.0
4E5,74.0,0.124,FAUC,0.40299999999999997,1763.53,11.529999999999973,1763.5320666666667,1.0
4E5,74.0,0.249,FAUC,0.778,1763.69,11.690000000000055,1763.69415,1.0
1E5,74.0,0.285,FAUC,0.8059999999999999,1764.46,12.460000000000036,1764.46475,1.0
1E5,74.0,0.285,FAUC,0.9790000000000001,1764.55,12.549999999999955,1764.55475,1.0
4E5,74.0,0.49700000000000005,FAUC,0.907,1765.92,13.920000000000073,1765.9282833333334,1.0
4E5,74.0,2.86,FAUC,1.215,1766.05,14.049999999999955,1766.0976666666666,1.0
4E5,74.0,0.124,FAUC,0.40299999999999997,1766.26,14.259999999999991,1766.2620666666667,1.0
1E5,74.0,0.285,FAUC,0.43200000000000005,1766.6,14.599999999999909,1766.60475,1.0
1E5,74.0,0.42700000000000005,FAUC,0.883,1766.82,14.819999999999936,1766.8271166666666,1.0
4E5,74.0,0.622,FAUC,1.2209999999999999,1767.01,15.009999999999991,1767.0203666666666,1.0
4E5,74.0,0.249,FAUC,1.037,1767.07,15.069999999999936,1767.07415,1.0
1E5,74.0,0.142,FAUC,1.786,1767.72,15.720000000000027,1767.7223666666666,1.0
4E5,74.0,0.5999999999994543,SHWR,1.9140000000000001,1769.72,17.720000000000027,1769.73,3.0
4E5,74.0,3.73,SHWR & SHWR,3.914,1769.73,17.730000000000018,1769.7921666666666,3.0
4E5,74.0,2.757000000010521,SHWR,1.9140000000000001,1769.7921666666666,17.792166666666617,1769.8381166666668,3.0
4E5,74.0,0.124,FAUC,0.28800000000000003,1769.87,17.86999999999989,1769.8720666666666,1.0
4E5,74.0,0.249,FAUC,2.045,1769.89,17.8900000000001,1769.89415,1.0
1E5,74.0,7.119,SHWR,2.0,1770.01,18.00999999999999,1770.1286499999999,1.0
1E5,74.0,0.569,FAUC,0.792,1770.21,18.210000000000036,1770.2194833333333,1.0
1E5,74.0,0.285,FAUC,0.547,1770.22,18.220000000000027,1770.22475,1.0
1E5,74.0,2.136,FAUC,1.252,1770.3,18.299999999999955,1770.3355999999999,1.0
4E5,74.0,3.4810000000000003,BATH,3.056,1770.89,18.8900000000001,1770.9480166666667,1.0
4E5,74.0,0.373,FAUC,0.21100000000000002,1770.96,18.960000000000036,1770.9662166666667,1.0
4E5,74.0,0.124,FAUC,0.28800000000000003,1771.21,19.210000000000036,1771.2120666666667,1.0
4E5,74.0,1.119,FAUC,0.038,1772.05,20.049999999999955,1772.06865,1.0
4E5,74.0,0.124,FAUC,0.28800000000000003,1772.08,20.079999999999927,1772.0820666666666,1.0
4E5,74.0,0.124,FAUC,0.518,1772.12,20.11999999999989,1772.1220666666666,1.0
4E5,74.0,0.124,FAUC,0.40299999999999997,1772.27,20.269999999999982,1772.2720666666667,1.0
4E5,74.0,0.124,FAUC,0.922,1772.28,20.279999999999973,1772.2820666666667,1.0
4E5,74.0,0.124,FAUC,0.40299999999999997,1772.46,20.460000000000036,1772.4620666666667,1.0
4E5,74.0,0.249,FAUC,1.037,1772.51,20.50999999999999,1772.51415,1.0
1D2,75.0,0.131,FAUC,0.518,1776.85,0.849999999999909,1776.8521833333332,1.0
1D2,75.0,0.131,FAUC,0.691,1776.87,0.8699999999998909,1776.8721833333332,1.0
1D2,75.0,0.131,FAUC,0.5760000000000001,1777.15,1.150000000000091,1777.1521833333334,1.0
1D4,75.0,1.239,FAUC,1.44,1781.87,5.869999999999891,1781.8906499999998,1.0
1D4,75.0,0.31,FAUC,0.17300000000000001,1782.17,6.170000000000073,1782.1751666666667,1.0
1D4,75.0,0.155,FAUC,0.34600000000000003,1782.18,6.180000000000064,1782.1825833333335,1.0
1D4,75.0,3.0980000000000003,SHWR,1.6440000000000001,1782.94,6.940000000000055,1782.9916333333333,1.0
1D4,75.0,0.31,FAUC,1.181,1783.16,7.160000000000082,1783.1651666666667,1.0
1D4,75.0,0.62,FAUC,1.368,1783.19,7.190000000000055,1783.2003333333334,1.0
1D4,75.0,0.155,FAUC,0.40299999999999997,1783.28,7.279999999999973,1783.2825833333334,1.0
1D4,75.0,3.717,FAUC,1.104,1783.61,7.6099999999999,1783.67195,1.0
1D4,75.0,0.465,FAUC,1.056,1784.38,8.38000000000011,1784.38775,1.0
1D4,75.0,0.929,FAUC,1.68,1784.4,8.400000000000091,1784.4154833333334,1.0
1D4,75.0,0.155,FAUC,0.34600000000000003,1784.52,8.519999999999982,1784.5225833333334,1.0
1D4,75.0,0.155,FAUC,1.1520000000000001,1784.59,8.589999999999918,1784.5925833333333,1.0
1D2,75.0,0.131,FAUC,0.518,1784.83,8.829999999999927,1784.8321833333332,1.0
1D2,75.0,4.0,CWSH,1.03,1784.9,8.900000000000091,1784.9666666666667,1.0
1D2,75.0,0.131,FAUC,0.518,1785.3,9.299999999999955,1785.3021833333332,1.0
1D2,75.0,0.131,FAUC,0.518,1785.34,9.339999999999918,1785.3421833333332,1.0
1D2,75.0,3.0,CWSH,1.3519999999999999,1785.64,9.6400000000001,1785.69,1.0
1D2,75.0,0.16699999999999998,CWSH,0.922,1785.7,9.700000000000045,1785.7027833333334,1.0
1D2,75.0,0.16699999999999998,CWSH,1.4240000000000002,1785.72,9.720000000000027,1785.7227833333334,1.0
1D2,75.0,0.16699999999999998,CWSH,1.047,1785.93,9.930000000000064,1785.9327833333334,1.0
1D2,75.0,0.524,FAUC,1.411,1789.4,13.400000000000091,1789.4087333333334,1.0
1D2,75.0,0.131,FAUC,0.8640000000000001,1789.42,13.420000000000073,1789.4221833333334,1.0
1D2,75.0,0.131,FAUC,0.691,1789.43,13.430000000000064,1789.4321833333333,1.0
1D2,75.0,0.262,FAUC,1.094,1789.51,13.509999999999991,1789.5143666666665,1.0
1D2,75.0,0.524,FAUC,1.109,1789.53,13.529999999999973,1789.5387333333333,1.0
1D4,75.0,0.465,FAUC,0.634,1793.56,17.559999999999945,1793.56775,1.0
1D2,75.0,0.131,FAUC,0.518,1793.62,17.61999999999989,1793.6221833333332,1.0
1D4,75.0,0.465,FAUC,1.709,1794.08,18.079999999999927,1794.08775,1.0
1D2,75.0,0.131,FAUC,0.518,1795.24,19.24000000000001,1795.2421833333333,1.0
1D2,75.0,0.131,FAUC,0.691,1795.39,19.3900000000001,1795.3921833333334,1.0
1D2,75.0,0.131,FAUC,0.518,1796.93,20.930000000000064,1796.9321833333333,1.0
1D2,75.0,0.7859999999999999,FAUC,0.442,1799.1,23.09999999999991,1799.1130999999998,1.0
1D2,75.0,0.262,FAUC,1.382,1799.5,23.5,1799.5043666666666,1.0
2D7,76.0,2.358,FAUC,1.056,1800.59,0.5899999999999181,1800.6292999999998,1.0
1D9,76.0,1.6669999999999998,DWSH,1.145,1801.3,1.2999999999999545,1801.3277833333334,1.0
1D9,76.0,1.5,DWSH,1.014,1801.87,1.8699999999998909,1801.895,1.0
1D9,76.0,0.131,FAUC,0.40299999999999997,1802.09,2.089999999999918,1802.0921833333332,1.0
1D9,76.0,1.3330000000000002,DWSH,1.179,1802.1,2.099999999999909,1802.1222166666666,1.0
1D9,76.0,0.131,FAUC,0.28800000000000003,1806.75,6.75,1806.7521833333333,1.0
1D9,76.0,0.39299999999999996,FAUC,1.44,1806.76,6.759999999999991,1806.76655,1.0
1D9,76.0,0.524,FAUC,1.426,1806.77,6.769999999999982,1806.7787333333333,1.0
1D9,76.0,0.7859999999999999,FAUC,1.018,1807.02,7.019999999999982,1807.0330999999999,1.0
1D9,76.0,0.262,FAUC,1.9869999999999999,1807.22,7.220000000000027,1807.2243666666666,1.0
1D9,76.0,0.655,FAUC,1.452,1807.23,7.230000000000018,1807.2409166666666,1.0
1D9,76.0,0.39299999999999996,FAUC,1.037,1807.51,7.509999999999991,1807.51655,1.0
2D7,76.0,5.502000000000001,SHWR,1.2329999999999999,1808.91,8.910000000000082,1809.0017,1.0
2D7,76.0,2.489,FAUC,1.061,1809.29,9.289999999999964,1809.3314833333334,1.0
1D9,76.0,0.6000000000130967,FAUC,1.16,1809.37,9.36999999999989,1809.38,3.0
1D9,76.0,0.131,FAUC & FAUC,3.4640000000000004,1809.38,9.38000000000011,1809.3821833333334,3.0
1D9,76.0,0.18599999999423744,FAUC,1.16,1809.3821833333334,9.382183333333387,1809.3852833333333,3.0
2D7,76.0,2.096,FAUC,1.069,1809.43,9.430000000000064,1809.4649333333334,1.0
2D7,76.0,0.131,FAUC,0.34600000000000003,1809.78,9.779999999999973,1809.7821833333333,1.0
2D7,76.0,0.262,FAUC,0.49,1809.79,9.789999999999964,1809.7943666666665,1.0
1D9,76.0,0.262,FAUC,1.094,1809.8,9.799999999999955,1809.8043666666665,1.0
1D9,76.0,0.524,FAUC,1.44,1809.82,9.819999999999936,1809.8287333333333,1.0
1D9,76.0,0.131,FAUC,0.28800000000000003,1810.19,10.190000000000055,1810.1921833333333,1.0
2D7,76.0,1.4409999999999998,FAUC,0.728,1810.35,10.349999999999909,1810.3740166666666,1.0
2D7,76.0,0.262,FAUC,0.605,1810.46,10.460000000000036,1810.4643666666666,1.0
2D7,76.0,0.131,FAUC,0.8059999999999999,1810.47,10.470000000000027,1810.4721833333333,1.0
2D7,76.0,0.39299999999999996,FAUC,0.518,1810.55,10.549999999999955,1810.55655,1.0
1D9,76.0,0.131,FAUC,0.922,1810.78,10.779999999999973,1810.7821833333333,1.0
1D9,76.0,0.131,FAUC,0.5760000000000001,1810.81,10.809999999999945,1810.8121833333332,1.0
2D7,76.0,0.131,FAUC,0.518,1810.85,10.849999999999909,1810.8521833333332,1.0
2D7,76.0,0.7859999999999999,FAUC,0.893,1810.86,10.8599999999999,1810.8730999999998,1.0
2D7,76.0,0.131,FAUC,0.7490000000000001,1811.06,11.059999999999945,1811.0621833333332,1.0
1D9,76.0,0.5999999999994543,FAUC,1.2790000000000001,1811.27,11.269999999999982,1811.28,4.0
2D7,76.0,0.054999999997562554,FAUC,2.0570000000000004,1811.28,11.279999999999973,1811.2809166666666,4.0
2D7,76.0,0.4690000000027794,FAUC,0.778,1811.2809166666666,11.280916666666599,1811.2887333333333,4.0
2D7,76.0,0.39299999999999996,FAUC,0.614,1811.82,11.819999999999936,1811.82655,1.0
2D7,76.0,1.048,FAUC,0.569,1811.94,11.940000000000055,1811.9574666666667,1.0
1D9,76.0,0.131,FAUC,0.8059999999999999,1812.5,12.5,1812.5021833333333,1.0
1D9,76.0,0.655,FAUC,1.1520000000000001,1812.68,12.680000000000064,1812.6909166666667,1.0
1D9,76.0,0.131,FAUC,0.28800000000000003,1812.73,12.730000000000018,1812.7321833333333,1.0
1D9,76.0,0.262,FAUC,0.605,1812.75,12.75,1812.7543666666666,1.0
2D7,76.0,2.358,FAUC,1.101,1812.9,12.900000000000091,1812.9393,1.0
1D9,76.0,0.131,FAUC,1.325,1812.99,12.990000000000009,1812.9921833333333,1.0
1D9,76.0,0.5999999999994543,FAUC,1.037,1813.25,13.25,1813.26,4.0
1D9,76.0,0.18599999999423744,FAUC,2.17,1813.26,13.259999999999991,1813.2631,4.0
1D9,76.0,0.20700000000942964,FAUC,1.133,1813.2631,13.263099999999895,1813.26655,4.0
1D9,76.0,1.4409999999999998,FAUC,1.6019999999999999,1814.26,14.259999999999991,1814.2840166666667,1.0
1D9,76.0,0.39299999999999996,FAUC,1.9090000000000003,1814.3,14.299999999999955,1814.30655,2.0
1D9,76.0,0.131,FAUC,0.40299999999999997,1814.46,14.460000000000036,1814.4621833333333,1.0
1D9,76.0,0.131,FAUC,0.28800000000000003,1814.5,14.5,1814.5021833333333,1.0
1D9,76.0,0.131,FAUC,1.094,1814.75,14.75,1814.7521833333333,1.0
1D9,76.0,0.7859999999999999,FAUC,1.6130000000000002,1814.77,14.769999999999982,1814.7830999999999,1.0
1D9,76.0,0.131,FAUC,0.5760000000000001,1814.8,14.799999999999955,1814.8021833333332,2.0
1D9,76.0,0.131,FAUC,2.131,1815.07,15.069999999999936,1815.0721833333332,1.0
1D9,76.0,0.262,FAUC,0.893,1816.47,16.470000000000027,1816.4743666666666,1.0
2D7,76.0,0.262,FAUC,0.374,1816.84,16.839999999999918,1816.8443666666665,1.0
2D7,76.0,3.668,SHWR,1.881,1816.93,16.930000000000064,1816.9911333333334,1.0
2D7,76.0,0.262,FAUC,0.778,1817.02,17.019999999999982,1817.0243666666665,1.0
1D9,76.0,0.131,FAUC,0.518,1817.29,17.289999999999964,1817.2921833333332,1.0
1D9,76.0,0.262,FAUC,0.835,1817.39,17.3900000000001,1817.3943666666667,1.0
2D7,76.0,0.131,FAUC,0.461,1817.41,17.410000000000082,1817.4121833333334,1.0
1D9,76.0,0.131,FAUC,0.8059999999999999,1817.43,17.430000000000064,1817.4321833333333,1.0
1D9,76.0,0.131,FAUC,2.1510000000000002,1817.44,17.440000000000055,1817.4421833333333,2.0
2D7,76.0,0.131,FAUC,0.461,1817.5,17.5,1817.5021833333333,1.0
2D7,76.0,0.131,FAUC,0.518,1817.53,17.529999999999973,1817.5321833333333,1.0
1D9,76.0,0.262,FAUC,0.49,1817.61,17.6099999999999,1817.6143666666665,1.0
2D7,76.0,0.131,FAUC,0.461,1817.64,17.6400000000001,1817.6421833333334,1.0
2D7,76.0,0.655,FAUC,0.599,1817.7,17.700000000000045,1817.7109166666667,1.0
2D7,76.0,0.655,FAUC,0.6679999999999999,1817.74,17.74000000000001,1817.7509166666666,1.0
2D7,76.0,2.358,FAUC,1.117,1817.78,17.779999999999973,1817.8192999999999,1.0
2D7,76.0,0.262,FAUC,1.1520000000000001,1817.88,17.88000000000011,1817.8843666666667,2.0
1D9,76.0,0.524,FAUC,1.123,1817.99,17.99000000000001,1817.9987333333333,1.0
1D9,76.0,0.131,FAUC,0.9790000000000001,1818.04,18.039999999999964,1818.0421833333332,1.0
1D9,76.0,0.131,FAUC,0.518,1818.17,18.170000000000073,1818.1721833333334,1.0
1D9,76.0,0.262,FAUC,1.037,1818.31,18.309999999999945,1818.3143666666665,1.0
1D9,76.0,0.131,FAUC,0.5760000000000001,1818.32,18.319999999999936,1818.3221833333332,1.0
1D9,76.0,1.834,FAUC,1.469,1818.33,18.329999999999927,1818.3605666666665,1.0
1D9,76.0,0.262,FAUC,0.893,1818.39,18.3900000000001,1818.3943666666667,1.0
1D9,76.0,0.524,FAUC,1.3969999999999998,1818.4,18.40000000000009,1818.4087333333334,1.0
1D9,76.0,0.131,FAUC,0.518,1818.59,18.589999999999918,1818.5921833333332,1.0
1D9,76.0,0.131,FAUC,0.28800000000000003,1818.6,18.59999999999991,1818.6021833333332,1.0
2D7,76.0,0.131,FAUC,0.7490000000000001,1818.62,18.61999999999989,1818.6221833333332,1.0
2D7,76.0,0.262,FAUC,0.95,1818.64,18.6400000000001,1818.6443666666667,1.0
2D7,76.0,0.262,FAUC,0.922,1818.68,18.680000000000064,1818.6843666666666,1.0
2D7,76.0,0.524,FAUC,0.7340000000000001,1818.69,18.690000000000055,1818.6987333333334,1.0
2D7,76.0,0.7859999999999999,FAUC,0.624,1818.71,18.710000000000036,1818.7231,1.0
1D9,76.0,0.262,FAUC,1.094,1818.89,18.8900000000001,1818.8943666666667,1.0
2D7,76.0,0.131,FAUC,0.518,1818.98,18.980000000000018,1818.9821833333333,1.0
2D7,76.0,0.262,FAUC,0.8640000000000001,1819.09,19.089999999999918,1819.0943666666665,1.0
2D7,76.0,0.917,FAUC,0.815,1819.11,19.1099999999999,1819.1252833333333,1.0
2D7,76.0,0.39299999999999996,FAUC,0.902,1819.93,19.930000000000064,1819.9365500000001,1.0
2D7,76.0,1.5719999999999998,FAUC,0.643,1820.1,20.09999999999991,1820.1262,1.0
1D9,76.0,0.524,FAUC,1.3969999999999998,1820.29,20.289999999999964,1820.2987333333333,1.0
1D9,76.0,0.524,FAUC,1.253,1820.3,20.299999999999955,1820.3087333333333,1.0
1D9,76.0,0.131,FAUC,0.518,1821.29,21.289999999999964,1821.2921833333332,1.0
2D7,76.0,0.131,FAUC,0.34600000000000003,1821.62,21.61999999999989,1821.6221833333332,1.0
2D7,76.0,3.93,BATH,1.77,1821.63,21.63000000000011,1821.6955,1.0
2D7,76.0,0.39299999999999996,FAUC,0.461,1821.72,21.720000000000027,1821.72655,1.0
2D7,76.0,0.131,FAUC,0.921,1821.74,21.74000000000001,1821.7421833333333,2.0
2D7,76.0,2.096,FAUC,0.598,1821.78,21.779999999999973,1821.8149333333333,1.0
2D7,76.0,0.39299999999999996,FAUC,0.73,1821.86,21.8599999999999,1821.86655,1.0
1D9,76.0,0.655,FAUC,1.198,1821.87,21.86999999999989,1821.8809166666665,1.0
1D9,76.0,0.131,FAUC,0.40299999999999997,1821.89,21.8900000000001,1821.8921833333334,1.0
1D9,76.0,0.262,FAUC,0.691,1821.9,21.90000000000009,1821.9043666666666,1.0
2D7,76.0,0.7859999999999999,FAUC,0.634,1821.91,21.910000000000082,1821.9231,1.0
2D7,76.0,0.917,FAUC,0.667,1821.95,21.950000000000045,1821.9652833333334,1.0
1D9,76.0,0.131,FAUC,0.28800000000000003,1821.97,21.970000000000027,1821.9721833333333,1.0
2D7,76.0,0.262,FAUC,0.634,1821.99,21.99000000000001,1821.9943666666666,1.0
2D7,76.0,1.5719999999999998,FAUC,0.5760000000000001,1822.01,22.00999999999999,1822.0362,1.0
2D7,76.0,0.262,FAUC,0.634,1822.05,22.049999999999955,1822.0543666666665,1.0
1D9,76.0,8.908999999999999,SHWR,2.0,1822.09,22.089999999999918,1822.2384833333333,1.0
1D9,76.0,0.39299999999999996,FAUC,0.941,1822.3,22.299999999999955,1822.30655,1.0
1D9,76.0,0.131,FAUC,0.28800000000000003,1822.32,22.319999999999936,1822.3221833333332,1.0
1D4,77.0,1.239,FAUC,1.44,1829.87,5.869999999999891,1829.8906499999998,1.0
1D4,77.0,0.31,FAUC,0.17300000000000001,1830.17,6.170000000000073,1830.1751666666667,1.0
1D4,77.0,0.155,FAUC,0.34600000000000003,1830.18,6.180000000000064,1830.1825833333335,1.0
1D1,77.0,0.62,FAUC,1.9729999999999999,1830.93,6.930000000000064,1830.9403333333335,2.0
1D4,77.0,3.0980000000000003,SHWR,1.6440000000000001,1830.94,6.940000000000055,1830.9916333333333,1.0
1D4,77.0,0.31,FAUC,1.181,1831.16,7.160000000000082,1831.1651666666667,1.0
1D4,77.0,0.62,FAUC,1.368,1831.19,7.190000000000055,1831.2003333333334,1.0
1D4,77.0,0.155,FAUC,0.40299999999999997,1831.28,7.279999999999973,1831.2825833333334,1.0
1D1,77.0,1.084,FAUC,1.012,1831.35,7.349999999999909,1831.3680666666667,1.0
1D1,77.0,3.0980000000000003,FAUC,1.187,1831.41,7.410000000000082,1831.4616333333333,1.0
1D1,77.0,0.155,FAUC,0.553,1831.47,7.470000000000027,1831.4725833333334,2.0
1D4,77.0,3.717,FAUC,1.104,1831.61,7.6099999999999,1831.67195,1.0
