Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Start Time of Year (hr),Start time (hr)
2D1,51.0,0.929,FAUC,1.43,1221.41,21.41
2D1,51.0,0.465,FAUC,1.459,1221.45,21.45
2D1,51.0,2.0140000000000002,FAUC,1.537,1221.74,21.74
2D1,51.0,0.31,FAUC,0.7490000000000001,1222.69,22.69
2D1,51.0,0.155,FAUC,0.691,1222.76,22.76
2D1,51.0,0.155,FAUC,0.691,1222.84,22.84
2D1,51.0,0.155,FAUC,0.922,1223.21,23.21
2D1,51.0,0.155,FAUC,0.461,1223.26,23.26
2D1,51.0,0.155,FAUC,0.634,1223.77,23.77
2D1,51.0,0.155,FAUC,0.7490000000000001,1223.96,23.96
2D1,51.0,0.155,FAUC,0.922,1223.96,23.96
2D1,51.0,1.239,FAUC,1.224,1223.97,23.97
2E6,52.0,21.355999999999998,SHWR,1.3630000000000002,1230.78,6.78
2E6,52.0,0.142,FAUC,0.40299999999999997,1231.95,7.95
2E6,52.0,0.285,FAUC,0.461,1232.02,8.02
2E6,52.0,0.142,FAUC,0.28800000000000003,1232.13,8.13
2E6,52.0,0.285,FAUC,0.17300000000000001,1232.25,8.25
2E6,52.0,0.42700000000000005,FAUC,0.7490000000000001,1232.26,8.26
2E6,52.0,0.142,FAUC,0.8059999999999999,1232.28,8.28
2E6,52.0,0.285,FAUC,0.259,1232.4,8.4
2E6,52.0,0.8540000000000001,FAUC,0.586,1232.44,8.44
2E6,52.0,0.142,FAUC,0.34600000000000003,1232.47,8.47
2E6,52.0,0.42700000000000005,FAUC,0.40299999999999997,1235.27,11.27
2E6,52.0,0.285,FAUC,0.28800000000000003,1235.47,11.47
2E6,52.0,0.285,FAUC,0.691,1235.49,11.49
2E6,52.0,0.569,FAUC,0.763,1235.51,11.51
2E6,52.0,2.42,FAUC,0.813,1235.54,11.54
2E6,52.0,0.142,FAUC,0.461,1235.66,11.66
2E6,52.0,0.285,FAUC,0.40299999999999997,1235.76,11.76
2E6,52.0,0.42700000000000005,FAUC,0.192,1238.92,14.92
2E6,52.0,0.7120000000000001,FAUC,0.449,1241.98,17.98
2E6,52.0,7.546,SHWR,1.3319999999999999,1242.46,18.46
2E6,52.0,0.142,FAUC,0.28800000000000003,1244.38,20.38
3E7,53.0,0.131,FAUC,0.40299999999999997,1254.13,6.13
3E7,53.0,0.262,FAUC,0.634,1254.58,6.58
3E7,53.0,0.131,FAUC,0.28800000000000003,1254.9,6.9
3E7,53.0,0.131,FAUC,1.037,1254.91,6.91
3E7,53.0,0.262,FAUC,0.40299999999999997,1254.93,6.93
3E7,53.0,0.262,FAUC,1.1520000000000001,1255.4,7.4
3E7,53.0,0.131,FAUC,1.2670000000000001,1255.43,7.43
3E7,53.0,0.131,FAUC,0.518,1255.95,7.95
3E7,53.0,0.262,FAUC,0.72,1256.33,8.33
3E7,53.0,0.262,FAUC,1.1520000000000001,1256.39,8.39
3E7,53.0,0.39299999999999996,FAUC,1.574,1256.41,8.41
3E7,53.0,0.131,FAUC,1.21,1256.41,8.41
3E7,53.0,0.131,FAUC,0.40299999999999997,1256.88,8.88
3E7,53.0,0.131,FAUC,0.518,1257.3,9.3
3E7,53.0,0.131,FAUC,0.518,1257.39,9.39
3E7,53.0,0.131,FAUC,0.40299999999999997,1257.43,9.43
3E7,53.0,0.131,FAUC,0.634,1257.48,9.48
3E7,53.0,0.262,FAUC,0.518,1257.5,9.5
3E7,53.0,0.131,FAUC,0.518,1257.51,9.51
3E7,53.0,0.131,FAUC,0.518,1257.57,9.57
3E7,53.0,0.131,FAUC,0.7490000000000001,1257.57,9.57
3E7,53.0,0.131,FAUC,0.40299999999999997,1257.58,9.58
3E7,53.0,0.131,FAUC,0.40299999999999997,1257.61,9.61
3E7,53.0,0.131,FAUC,0.40299999999999997,1257.74,9.74
3E7,53.0,0.131,FAUC,0.40299999999999997,1257.75,9.75
3E7,53.0,8.385,SHWR,2.0,1257.82,9.82
3E7,53.0,0.131,FAUC,0.40299999999999997,1258.02,10.02
3E7,53.0,0.131,FAUC,0.634,1258.04,10.04
3E7,53.0,0.917,FAUC,1.341,1258.22,10.22
3E7,53.0,3.406,SHWR,2.0,1258.25,10.25
3E7,53.0,0.131,FAUC,0.634,1258.5,10.5
3E7,53.0,0.262,FAUC,0.49,1258.51,10.51
3E7,53.0,0.131,FAUC,0.634,1258.53,10.53
3E7,53.0,0.131,FAUC,0.40299999999999997,1258.56,10.56
3E7,53.0,0.131,FAUC,0.40299999999999997,1258.7,10.7
3E7,53.0,0.131,FAUC,1.44,1258.95,10.95
3E7,53.0,0.262,FAUC,0.72,1258.96,10.96
3E7,53.0,0.262,FAUC,1.296,1259.17,11.17
3E7,53.0,0.262,FAUC,1.1520000000000001,1259.18,11.18
3E7,53.0,0.262,FAUC,1.037,1260.14,12.14
3E7,53.0,0.524,FAUC,1.829,1260.28,12.28
3E7,53.0,0.39299999999999996,FAUC,0.902,1260.29,12.29
3E7,53.0,0.131,FAUC,0.7490000000000001,1260.49,12.49
3E7,53.0,0.131,FAUC,0.518,1260.5,12.5
3E7,53.0,0.524,FAUC,1.411,1260.57,12.57
3E7,53.0,0.262,FAUC,1.296,1260.68,12.68
3E7,53.0,0.131,FAUC,0.40299999999999997,1260.79,12.79
3E7,53.0,0.7859999999999999,FAUC,1.4980000000000002,1260.84,12.84
3E7,53.0,0.131,FAUC,0.518,1260.86,12.86
3E7,53.0,0.262,FAUC,1.2670000000000001,1260.87,12.87
3E7,53.0,2.5,CWSH,1.6869999999999998,1260.87,12.87
3E7,53.0,0.262,FAUC,0.835,1261.11,13.11
3E7,53.0,0.131,FAUC,1.037,1261.2,13.2
3E7,53.0,2.667,CWSH,1.6380000000000001,1261.35,13.35
3E7,53.0,0.131,FAUC,0.922,1261.47,13.47
3E7,53.0,2.333,CWSH,1.742,1261.57,13.57
3E7,53.0,0.262,FAUC,1.354,1261.65,13.65
3E7,53.0,0.131,FAUC,1.037,1261.69,13.69
3E7,53.0,0.131,FAUC,0.518,1262.06,14.06
3E7,53.0,0.131,FAUC,0.40299999999999997,1263.62,15.62
3E7,53.0,0.262,FAUC,0.518,1263.64,15.64
3E7,53.0,0.655,FAUC,1.797,1263.65,15.65
3E7,53.0,0.131,FAUC,0.518,1263.74,15.74
3E7,53.0,0.131,FAUC,0.28800000000000003,1263.78,15.78
3E7,53.0,0.131,FAUC,0.40299999999999997,1263.79,15.79
3E7,53.0,0.131,FAUC,0.40299999999999997,1263.8,15.8
3E7,53.0,0.131,FAUC,0.40299999999999997,1263.83,15.83
3E7,53.0,0.131,FAUC,0.40299999999999997,1263.86,15.86
3E7,53.0,0.131,FAUC,0.518,1264.05,16.05
3E7,53.0,0.131,FAUC,0.28800000000000003,1264.18,16.18
3E7,53.0,0.131,FAUC,0.40299999999999997,1264.21,16.21
3E7,53.0,0.131,FAUC,0.40299999999999997,1264.24,16.24
3E7,53.0,0.131,FAUC,0.518,1264.25,16.25
3E7,53.0,0.524,FAUC,1.541,1264.82,16.82
3E7,53.0,0.131,FAUC,0.40299999999999997,1264.92,16.92
3E7,53.0,0.131,FAUC,0.518,1264.95,16.95
3E7,53.0,0.39299999999999996,FAUC,0.307,1264.95,16.95
3E7,53.0,0.131,FAUC,0.40299999999999997,1264.97,16.97
3E7,53.0,0.131,FAUC,0.518,1265.03,17.03
3E7,53.0,0.131,FAUC,0.7490000000000001,1265.03,17.03
3E7,53.0,0.131,FAUC,0.518,1265.04,17.04
3E7,53.0,0.131,FAUC,0.518,1265.09,17.09
3E7,53.0,0.131,FAUC,0.518,1265.11,17.11
3E7,53.0,0.262,FAUC,0.778,1265.22,17.22
3E7,53.0,0.131,FAUC,0.518,1265.32,17.32
3E7,53.0,0.131,FAUC,0.28800000000000003,1265.41,17.41
3E7,53.0,0.131,FAUC,0.40299999999999997,1265.44,17.44
3E7,53.0,0.262,FAUC,1.354,1265.54,17.54
3E7,53.0,0.131,FAUC,0.518,1265.55,17.55
3E7,53.0,0.39299999999999996,FAUC,1.1520000000000001,1265.66,17.66
3E7,53.0,0.131,FAUC,1.44,1265.73,17.73
3E7,53.0,0.131,FAUC,0.40299999999999997,1265.87,17.87
3E7,53.0,0.7859999999999999,FAUC,1.325,1266.3,18.3
3E7,53.0,0.39299999999999996,FAUC,0.941,1266.32,18.32
3E7,53.0,0.131,FAUC,0.40299999999999997,1266.32,18.32
3E7,53.0,1.5,CWSH,2.532,1266.33,18.33
3E7,53.0,0.262,FAUC,0.893,1266.54,18.54
3E7,53.0,0.131,FAUC,1.037,1266.63,18.63
3E7,53.0,1.8330000000000002,CWSH,2.452,1266.67,18.67
3E7,53.0,1.6669999999999998,CWSH,2.614,1266.78,18.78
3E7,53.0,0.131,FAUC,0.7490000000000001,1266.88,18.88
3E7,53.0,0.131,FAUC,0.634,1266.98,18.98
3E7,53.0,0.131,FAUC,0.40299999999999997,1267.0,19.0
3E7,53.0,0.262,FAUC,0.518,1267.01,19.01
3E7,53.0,0.524,FAUC,0.317,1267.07,19.07
3E7,53.0,0.131,FAUC,1.037,1267.1,19.1
3E7,53.0,0.131,FAUC,0.28800000000000003,1267.16,19.16
3E7,53.0,0.131,FAUC,0.40299999999999997,1267.26,19.26
3E7,53.0,0.131,FAUC,0.40299999999999997,1267.27,19.27
3E7,53.0,0.131,FAUC,0.634,1267.95,19.95
3E7,53.0,0.131,FAUC,0.40299999999999997,1268.02,20.02
3E7,53.0,0.524,FAUC,1.944,1268.2,20.2
3E7,53.0,0.262,FAUC,0.461,1268.22,20.22
3E7,53.0,0.917,FAUC,0.732,1268.23,20.23
3E7,53.0,0.524,FAUC,1.541,1268.24,20.24
3E7,53.0,0.262,FAUC,0.835,1268.25,20.25
3E7,53.0,0.262,FAUC,1.7280000000000002,1268.5,20.5
3E7,53.0,0.262,FAUC,0.5760000000000001,1268.63,20.63
3E7,53.0,0.131,FAUC,1.44,1268.64,20.64
3E7,53.0,0.131,FAUC,1.1520000000000001,1269.05,21.05
3E7,53.0,0.7859999999999999,FAUC,1.43,1269.11,21.11
3E7,53.0,0.262,FAUC,1.526,1269.16,21.16
3E7,53.0,0.131,FAUC,1.67,1269.18,21.18
3E7,53.0,0.524,FAUC,1.8430000000000002,1269.19,21.19
3E7,53.0,0.39299999999999996,FAUC,1.4980000000000002,1269.21,21.21
3E7,53.0,0.262,FAUC,0.461,1269.3,21.3
3E7,53.0,0.131,FAUC,0.40299999999999997,1269.31,21.31
3E7,53.0,0.131,FAUC,0.518,1269.33,21.33
3E7,53.0,0.131,FAUC,0.40299999999999997,1269.34,21.34
3E7,53.0,0.131,FAUC,0.7490000000000001,1269.76,21.76
3E7,53.0,0.131,FAUC,0.40299999999999997,1269.83,21.83
3E7,53.0,0.131,FAUC,0.40299999999999997,1269.84,21.84
3E7,53.0,0.524,FAUC,0.418,1269.87,21.87
3E7,53.0,0.262,FAUC,1.354,1269.88,21.88
3E7,53.0,0.39299999999999996,FAUC,1.075,1269.91,21.91
3E7,53.0,0.262,FAUC,0.634,1270.18,22.18
3E7,53.0,0.524,FAUC,1.411,1270.25,22.25
3E7,53.0,0.131,FAUC,0.28800000000000003,1270.33,22.33
3E7,53.0,1.3330000000000002,DWSH,0.523,1270.41,22.41
3E7,53.0,1.6669999999999998,DWSH,0.5489999999999999,1270.49,22.49
3E7,53.0,0.7859999999999999,FAUC,1.565,1270.58,22.58
3E7,53.0,0.262,FAUC,0.634,1270.6,22.6
3E7,53.0,0.131,FAUC,0.28800000000000003,1270.7,22.7
3E7,53.0,0.5,DWSH,0.436,1270.94,22.94
3E7,53.0,1.6669999999999998,DWSH,0.5489999999999999,1270.96,22.96
3E7,53.0,0.131,FAUC,0.518,1271.11,23.11
3E7,53.0,0.5,DWSH,0.436,1271.53,23.53
3E7,53.0,1.6669999999999998,DWSH,0.5589999999999999,1271.55,23.55
3E7,53.0,0.33299999999999996,DWSH,0.523,1271.7,23.7
3E7,53.0,1.6669999999999998,DWSH,0.5589999999999999,1271.72,23.72
2D3,54.0,0.42700000000000005,FAUC,0.9790000000000001,1277.58,5.58
2D3,54.0,0.285,FAUC,0.662,1277.61,5.61
2D3,54.0,0.142,FAUC,2.5340000000000003,1277.62,5.62
2D3,54.0,0.285,FAUC,0.8059999999999999,1277.63,5.63
2D3,54.0,2.705,SHWR,1.746,1278.21,6.21
2D3,54.0,0.142,FAUC,1.44,1278.44,6.44
2D3,54.0,0.7120000000000001,FAUC,1.359,1278.64,6.64
2D3,54.0,2.136,FAUC,0.031,1278.72,6.72
2D3,54.0,0.142,FAUC,0.8640000000000001,1278.76,6.76
2D3,54.0,4.129,SHWR,2.0,1279.27,7.27
2D3,54.0,0.142,FAUC,0.23,1281.67,9.67
2D3,54.0,0.42700000000000005,FAUC,0.9790000000000001,1281.67,9.67
2D3,54.0,0.142,FAUC,0.8640000000000001,1284.0,12.0
2D3,54.0,0.285,FAUC,0.8059999999999999,1284.02,12.02
2D3,54.0,0.142,FAUC,0.34600000000000003,1284.15,12.15
2D3,54.0,0.142,FAUC,0.23,1284.15,12.15
2D3,54.0,0.569,FAUC,1.123,1284.25,12.25
2D3,54.0,0.42700000000000005,FAUC,1.094,1284.39,12.39
2D3,54.0,0.569,FAUC,1.253,1289.87,17.87
2D3,54.0,0.285,FAUC,0.9790000000000001,1290.09,18.09
2D3,54.0,0.42700000000000005,FAUC,0.115,1290.09,18.09
2D3,54.0,0.142,FAUC,0.7490000000000001,1290.18,18.18
2D3,54.0,0.142,FAUC,1.094,1290.19,18.19
2D3,54.0,0.142,FAUC,0.23,1290.19,18.19
2D3,54.0,0.285,FAUC,0.835,1290.19,18.19
2D3,54.0,0.42700000000000005,FAUC,1.21,1290.73,18.73
2D3,54.0,0.285,FAUC,1.21,1290.74,18.74
2D3,54.0,0.142,FAUC,0.34600000000000003,1290.86,18.86
2D3,54.0,0.285,FAUC,1.21,1290.98,18.98
2D3,54.0,0.285,FAUC,0.922,1291.58,19.58
2D3,54.0,0.42700000000000005,FAUC,1.133,1292.71,20.71
2D3,54.0,3.844,FAUC,1.067,1292.73,20.73
2D3,54.0,0.42700000000000005,FAUC,1.114,1292.82,20.82
2D3,54.0,0.142,FAUC,0.23,1292.83,20.83
2D3,54.0,0.569,FAUC,0.763,1292.93,20.93
2D3,54.0,0.142,FAUC,0.23,1292.94,20.94
2D3,54.0,0.42700000000000005,FAUC,0.73,1293.14,21.14
2D3,54.0,0.142,FAUC,0.34600000000000003,1293.16,21.16
1D4,55.0,1.239,FAUC,1.44,1301.87,5.87
1D4,55.0,0.31,FAUC,0.17300000000000001,1302.17,6.17
1D4,55.0,0.155,FAUC,0.34600000000000003,1302.18,6.18
1D4,55.0,3.0980000000000003,SHWR,1.6440000000000001,1302.94,6.94
1D4,55.0,0.31,FAUC,1.181,1303.16,7.16
1D4,55.0,0.62,FAUC,1.368,1303.19,7.19
1D4,55.0,0.155,FAUC,0.40299999999999997,1303.28,7.28
1D4,55.0,3.717,FAUC,1.104,1303.61,7.61
1D4,55.0,0.465,FAUC,1.056,1304.38,8.38
1D4,55.0,0.929,FAUC,1.68,1304.4,8.4
1D4,55.0,0.155,FAUC,0.34600000000000003,1304.52,8.52
1D4,55.0,0.155,FAUC,1.1520000000000001,1304.59,8.59
1D4,55.0,0.465,FAUC,0.634,1313.56,17.56
1D4,55.0,0.465,FAUC,1.709,1314.08,18.08
2D5,56.0,0.16699999999999998,FAUC,0.461,1324.49,4.49
2D5,56.0,0.16699999999999998,FAUC,0.40299999999999997,1326.61,6.61
2D5,56.0,0.16699999999999998,FAUC,0.34600000000000003,1326.86,6.86
2D5,56.0,0.16699999999999998,FAUC,0.634,1327.03,7.03
2D5,56.0,0.5,FAUC,0.691,1327.09,7.09
2D5,56.0,0.16699999999999998,FAUC,0.34600000000000003,1327.82,7.82
2D5,56.0,9.833,SHWR,1.411,1329.06,9.06
2D5,56.0,0.33299999999999996,FAUC,0.40299999999999997,1329.26,9.26
2D5,56.0,0.667,CWSH,0.602,1329.36,9.36
2D5,56.0,6.5,CWSH,0.8740000000000001,1329.42,9.42
2D5,56.0,0.5,CWSH,0.767,1329.65,9.65
2D5,56.0,6.667000000000001,CWSH,0.863,1329.75,9.75
2D5,56.0,0.667,CWSH,0.649,1329.97,9.97
2D5,56.0,0.16699999999999998,FAUC,0.40299999999999997,1329.99,9.99
2D5,56.0,6.5,SHWR,2.0,1330.68,10.68
2D5,56.0,0.5,FAUC,2.342,1332.26,12.26
2D5,56.0,0.16699999999999998,FAUC,0.40299999999999997,1335.68,15.68
2D5,56.0,0.16699999999999998,FAUC,0.461,1336.0,16.0
2D5,56.0,0.16699999999999998,FAUC,0.34600000000000003,1336.13,16.13
2D5,56.0,0.16699999999999998,FAUC,0.461,1336.22,16.22
2D5,56.0,0.16699999999999998,FAUC,0.34600000000000003,1339.12,19.12
2D5,56.0,0.16699999999999998,FAUC,0.461,1339.14,19.14
2D5,56.0,0.16699999999999998,FAUC,0.34600000000000003,1340.11,20.11
2D5,56.0,0.16699999999999998,FAUC,0.28800000000000003,1340.26,20.26
2D5,56.0,0.16699999999999998,FAUC,0.40299999999999997,1341.62,21.62
2D5,56.0,0.667,CWSH,0.408,1341.87,21.87
2D5,56.0,6.332999999999999,CWSH,0.569,1341.94,21.94
2D5,56.0,0.5,CWSH,0.489,1342.16,22.16
2D5,56.0,6.5,CWSH,0.56,1342.26,22.26
2D5,56.0,0.667,CWSH,0.415,1342.48,22.48
2D5,56.0,0.16699999999999998,FAUC,0.28800000000000003,1342.86,22.86
2D5,56.0,0.16699999999999998,FAUC,0.34600000000000003,1342.9,22.9
2D5,56.0,7.167000000000001,CWSH,0.644,1342.99,22.99
2D5,56.0,0.5,FAUC,2.093,1343.02,23.02
2D5,56.0,0.16699999999999998,FAUC,0.518,1343.19,23.19
2D5,56.0,0.16699999999999998,FAUC,0.8059999999999999,1343.2,23.2
2D5,56.0,0.5,FAUC,1.1520000000000001,1343.42,23.42
2D5,56.0,0.33299999999999996,FAUC,0.8059999999999999,1343.45,23.45
2D5,56.0,0.16699999999999998,FAUC,0.8640000000000001,1343.54,23.54
2D5,56.0,0.16699999999999998,FAUC,0.8059999999999999,1343.57,23.57
1D9,57.0,1.6669999999999998,DWSH,1.145,1345.3,1.3
1D9,57.0,1.5,DWSH,1.014,1345.87,1.87
1D9,57.0,0.131,FAUC,0.40299999999999997,1346.09,2.09
1D9,57.0,1.3330000000000002,DWSH,1.179,1346.1,2.1
1D9,57.0,0.131,FAUC,0.28800000000000003,1350.75,6.75
1D9,57.0,0.39299999999999996,FAUC,1.44,1350.76,6.76
1D9,57.0,0.524,FAUC,1.426,1350.77,6.77
1D9,57.0,0.7859999999999999,FAUC,1.018,1351.02,7.02
1D9,57.0,0.262,FAUC,1.9869999999999999,1351.22,7.22
1D9,57.0,0.655,FAUC,1.452,1351.23,7.23
1D9,57.0,0.39299999999999996,FAUC,1.037,1351.51,7.51
1D9,57.0,0.917,FAUC,1.16,1353.37,9.37
1D9,57.0,0.131,FAUC,2.3040000000000003,1353.38,9.38
1D9,57.0,0.262,FAUC,1.094,1353.8,9.8
1D9,57.0,0.524,FAUC,1.44,1353.82,9.82
1D9,57.0,0.131,FAUC,0.28800000000000003,1354.19,10.19
1D9,57.0,0.131,FAUC,0.922,1354.78,10.78
1D9,57.0,0.131,FAUC,0.5760000000000001,1354.81,10.81
1D9,57.0,0.655,FAUC,1.2790000000000001,1355.27,11.27
1D9,57.0,0.131,FAUC,0.8059999999999999,1356.5,12.5
1D9,57.0,0.655,FAUC,1.1520000000000001,1356.68,12.68
1D9,57.0,0.131,FAUC,0.28800000000000003,1356.73,12.73
1D9,57.0,0.262,FAUC,0.605,1356.75,12.75
1D9,57.0,0.131,FAUC,1.325,1356.99,12.99
1D9,57.0,0.7859999999999999,FAUC,1.037,1357.25,13.25
1D9,57.0,0.39299999999999996,FAUC,1.133,1357.26,13.26
1D9,57.0,1.4409999999999998,FAUC,1.6019999999999999,1358.26,14.26
1D9,57.0,0.39299999999999996,FAUC,0.672,1358.3,14.3
1D9,57.0,0.131,FAUC,0.40299999999999997,1358.46,14.46
1D9,57.0,0.131,FAUC,0.28800000000000003,1358.5,14.5
1D9,57.0,0.131,FAUC,1.094,1358.75,14.75
1D9,57.0,0.7859999999999999,FAUC,1.6130000000000002,1358.77,14.77
1D9,57.0,0.131,FAUC,0.28800000000000003,1358.8,14.8
1D9,57.0,0.131,FAUC,0.28800000000000003,1358.8,14.8
1D9,57.0,0.131,FAUC,2.131,1359.07,15.07
1D9,57.0,0.262,FAUC,0.893,1360.47,16.47
1D9,57.0,0.131,FAUC,0.518,1361.29,17.29
1D9,57.0,0.262,FAUC,0.835,1361.39,17.39
1D9,57.0,0.131,FAUC,0.8059999999999999,1361.43,17.43
1D9,57.0,0.131,FAUC,0.922,1361.44,17.44
1D9,57.0,0.39299999999999996,FAUC,1.229,1361.44,17.44
1D9,57.0,0.262,FAUC,0.49,1361.61,17.61
1D9,57.0,0.524,FAUC,1.123,1361.99,17.99
1D9,57.0,0.131,FAUC,0.9790000000000001,1362.04,18.04
1D9,57.0,0.131,FAUC,0.518,1362.17,18.17
1D9,57.0,0.262,FAUC,1.037,1362.31,18.31
1D9,57.0,0.131,FAUC,0.5760000000000001,1362.32,18.32
1D9,57.0,1.834,FAUC,1.469,1362.33,18.33
1D9,57.0,0.262,FAUC,0.893,1362.39,18.39
1D9,57.0,0.524,FAUC,1.3969999999999998,1362.4,18.4
1D9,57.0,0.131,FAUC,0.518,1362.59,18.59
1D9,57.0,0.131,FAUC,0.28800000000000003,1362.6,18.6
1D9,57.0,0.262,FAUC,1.094,1362.89,18.89
1D9,57.0,0.524,FAUC,1.3969999999999998,1364.29,20.29
1D9,57.0,0.524,FAUC,1.253,1364.3,20.3
1D9,57.0,0.131,FAUC,0.518,1365.29,21.29
1D9,57.0,0.655,FAUC,1.198,1365.87,21.87
1D9,57.0,0.131,FAUC,0.40299999999999997,1365.89,21.89
1D9,57.0,0.262,FAUC,0.691,1365.9,21.9
1D9,57.0,0.131,FAUC,0.28800000000000003,1365.97,21.97
1D9,57.0,8.908999999999999,SHWR,2.0,1366.09,22.09
1D9,57.0,0.39299999999999996,FAUC,0.941,1366.3,22.3
1D9,57.0,0.131,FAUC,0.28800000000000003,1366.32,22.32
1D0,58.0,0.124,FAUC,0.8059999999999999,1373.98,5.98
1D0,58.0,0.622,FAUC,1.083,1375.15,7.15
1D0,58.0,0.124,FAUC,0.634,1376.15,8.15
1D0,58.0,0.124,FAUC,0.34600000000000003,1376.31,8.31
1D0,58.0,0.124,FAUC,0.7490000000000001,1376.46,8.46
1D0,58.0,0.124,FAUC,0.7490000000000001,1384.68,16.68
1D0,58.0,0.124,FAUC,0.461,1385.66,17.66
1D0,58.0,0.124,FAUC,1.1520000000000001,1388.36,20.36
1D0,58.0,0.124,FAUC,0.634,1388.94,20.94
1D0,58.0,0.124,FAUC,0.461,1389.23,21.23
1D0,58.0,0.373,FAUC,0.672,1389.64,21.64
1D0,58.0,0.124,FAUC,0.8059999999999999,1389.94,21.94
1D0,58.0,0.124,FAUC,0.518,1390.72,22.72
1D0,58.0,0.746,FAUC,1.018,1390.75,22.75
1D0,58.0,0.124,FAUC,0.518,1390.77,22.77
1D0,58.0,0.124,FAUC,0.634,1390.78,22.78
1D0,58.0,0.249,FAUC,0.605,1390.81,22.81
1D0,58.0,0.124,FAUC,0.34600000000000003,1390.98,22.98
1D0,58.0,0.49700000000000005,FAUC,0.907,1391.07,23.07
2E7,59.0,0.42700000000000005,FAUC,1.171,1397.93,5.93
2E7,59.0,0.142,FAUC,0.23,1397.94,5.94
2E7,59.0,8.827,SHWR,1.2930000000000001,1399.6,7.6
2E7,59.0,0.285,FAUC,1.21,1399.9,7.9
2E7,59.0,0.285,FAUC,0.17300000000000001,1400.01,8.01
2E7,59.0,0.142,FAUC,0.34600000000000003,1400.02,8.02
2E7,59.0,0.285,FAUC,0.662,1400.43,8.43
2E7,59.0,0.142,FAUC,0.5760000000000001,1400.44,8.44
2E7,59.0,0.142,FAUC,0.23,1400.44,8.44
2E7,59.0,0.42700000000000005,FAUC,0.768,1400.72,8.72
2E7,59.0,0.142,FAUC,0.518,1401.12,9.12
2E7,59.0,0.285,FAUC,3.4560000000000004,1401.15,9.15
2E7,59.0,1.139,FAUC,1.037,1401.16,9.16
2E7,59.0,0.7120000000000001,FAUC,1.187,1401.17,9.17
2E7,59.0,0.997,FAUC,1.3330000000000002,1401.19,9.19
2E7,59.0,0.142,FAUC,0.7490000000000001,1401.31,9.31
2E7,59.0,0.997,FAUC,1.012,1401.31,9.31
2E7,59.0,0.569,FAUC,2.002,1401.32,9.32
2E7,59.0,0.142,FAUC,1.325,1401.35,9.35
2E7,59.0,0.142,FAUC,0.23,1401.36,9.36
2E7,59.0,0.285,FAUC,1.584,1401.36,9.36
2E7,59.0,0.569,FAUC,2.016,1401.62,9.62
2E7,59.0,1.7080000000000002,FAUC,1.694,1401.66,9.66
2E7,59.0,0.142,FAUC,0.5760000000000001,1401.74,9.74
2E7,59.0,0.285,FAUC,0.49,1401.79,9.79
2E7,59.0,3.667,CWSH,1.54,1401.84,9.84
2E7,59.0,0.142,FAUC,0.518,1401.97,9.97
2E7,59.0,1.167,CWSH,1.3980000000000001,1402.1,10.1
2E7,59.0,3.5,CWSH,1.535,1402.13,10.13
2E7,59.0,3.667,CWSH,1.554,1402.38,10.38
2E7,59.0,2.705,FAUC,0.03,1402.49,10.49
2E7,59.0,1.167,CWSH,1.3719999999999999,1402.63,10.63
2E7,59.0,3.5,CWSH,1.5290000000000001,1402.67,10.67
2E7,59.0,0.142,FAUC,0.634,1403.03,11.03
2E7,59.0,0.142,FAUC,0.23,1403.03,11.03
2E7,59.0,0.142,FAUC,0.23,1403.06,11.06
2E7,59.0,1.993,FAUC,1.205,1403.87,11.87
2E7,59.0,0.142,FAUC,0.518,1403.92,11.92
2E7,59.0,0.142,FAUC,0.5760000000000001,1404.21,12.21
2E7,59.0,0.142,FAUC,0.23,1404.37,12.37
2E7,59.0,0.142,FAUC,0.5760000000000001,1404.49,12.49
2E7,59.0,1.139,FAUC,1.159,1404.49,12.49
2E7,59.0,0.42700000000000005,FAUC,0.653,1404.55,12.55
2E7,59.0,0.285,FAUC,1.411,1404.57,12.57
2E7,59.0,0.142,FAUC,1.21,1404.65,12.65
2E7,59.0,0.142,FAUC,0.23,1406.76,14.76
2E7,59.0,0.142,FAUC,0.7490000000000001,1407.69,15.69
2E7,59.0,0.42700000000000005,FAUC,0.17300000000000001,1408.32,16.32
2E7,59.0,0.142,FAUC,1.67,1408.57,16.57
2E7,59.0,0.285,FAUC,0.922,1408.59,16.59
2E7,59.0,8.542,SHWR,1.229,1409.01,17.01
2E7,59.0,0.142,FAUC,0.23,1409.2,17.2
2E7,59.0,0.285,FAUC,1.094,1409.2,17.2
2E7,59.0,0.285,FAUC,0.23,1409.21,17.21
2E7,59.0,0.7120000000000001,FAUC,1.555,1409.24,17.24
2E7,59.0,0.42700000000000005,FAUC,0.768,1409.3,17.3
2E7,59.0,0.285,FAUC,1.699,1409.33,17.33
2E7,59.0,0.142,FAUC,0.5760000000000001,1409.39,17.39
2E7,59.0,0.142,FAUC,0.518,1409.55,17.55
2E7,59.0,0.142,FAUC,0.9790000000000001,1409.63,17.63
2E7,59.0,0.285,FAUC,1.584,1409.89,17.89
2E7,59.0,0.142,FAUC,0.518,1409.91,17.91
2E7,59.0,3.844,FAUC,0.873,1410.0,18.0
2E7,59.0,0.285,FAUC,0.547,1410.1,18.1
2E7,59.0,0.142,FAUC,0.23,1410.45,18.45
2E7,59.0,0.285,FAUC,0.72,1410.45,18.45
2E7,59.0,0.285,FAUC,1.037,1410.52,18.52
