Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Start Time of Year (hr),Start time (hr)
1D3,176.0,0.155,FAUC,0.8059999999999999,4213.0,13.0
1D3,176.0,0.155,FAUC,0.28800000000000003,4213.07,13.07
1D3,176.0,0.155,FAUC,0.28800000000000003,4213.09,13.09
1D3,176.0,0.155,FAUC,0.461,4213.1,13.1
1D3,176.0,0.155,FAUC,0.28800000000000003,4213.14,13.14
1D3,176.0,0.155,FAUC,0.28800000000000003,4213.18,13.18
1D3,176.0,0.31,FAUC,0.28800000000000003,4213.19,13.19
1D3,176.0,0.155,FAUC,0.28800000000000003,4213.2,13.2
1D3,176.0,0.31,FAUC,0.28800000000000003,4213.25,13.25
1D3,176.0,0.62,FAUC,1.368,4214.23,14.23
1D3,176.0,4.833,CWSH,1.3419999999999999,4214.94,14.94
1D3,176.0,0.155,FAUC,0.34600000000000003,4215.15,15.15
1D3,176.0,0.155,FAUC,0.5760000000000001,4215.17,15.17
1D3,176.0,0.155,FAUC,0.28800000000000003,4215.18,15.18
1D3,176.0,0.155,FAUC,0.28800000000000003,4215.21,15.21
1D3,176.0,0.31,FAUC,0.317,4215.24,15.24
1D3,176.0,3.5,CWSH,1.413,4215.55,15.55
1D3,176.0,0.155,FAUC,0.40299999999999997,4215.68,15.68
1D3,176.0,0.5,CWSH,1.23,4215.71,15.71
1D3,176.0,0.5,CWSH,1.203,4215.72,15.72
1D3,176.0,0.155,FAUC,0.922,4215.74,15.74
1D3,176.0,0.31,FAUC,0.49,4215.79,15.79
1D3,176.0,0.155,FAUC,0.28800000000000003,4215.9,15.9
1D3,176.0,0.31,FAUC,1.296,4219.1,19.1
1D3,176.0,0.31,FAUC,0.34600000000000003,4221.51,21.51
1D3,176.0,0.155,FAUC,0.28800000000000003,4221.55,21.55
1D3,176.0,0.155,FAUC,0.40299999999999997,4221.57,21.57
1D3,176.0,0.155,FAUC,0.518,4221.59,21.59
1D3,176.0,0.155,FAUC,0.28800000000000003,4221.66,21.66
1D3,176.0,0.155,FAUC,0.28800000000000003,4221.67,21.67
1D1,177.0,0.155,FAUC,0.691,4230.93,6.93
1D1,177.0,0.62,FAUC,1.2819999999999998,4230.93,6.93
1D1,177.0,1.084,FAUC,1.012,4231.35,7.35
1D1,177.0,3.0980000000000003,FAUC,1.187,4231.41,7.41
1D1,177.0,0.155,FAUC,0.461,4231.47,7.47
1D1,177.0,1.5490000000000002,FAUC,0.092,4231.47,7.47
1D1,177.0,0.155,FAUC,0.634,4232.03,8.03
1D1,177.0,0.31,FAUC,0.893,4232.19,8.19
1D1,177.0,0.155,FAUC,1.325,4232.35,8.35
1D1,177.0,0.155,FAUC,0.5760000000000001,4236.69,12.69
1D1,177.0,16.109,SHWR,1.891,4238.44,14.44
1D1,177.0,0.155,FAUC,0.8059999999999999,4238.81,14.81
1D1,177.0,0.155,FAUC,1.037,4238.92,14.92
1D1,177.0,1.5490000000000002,FAUC,0.611,4239.17,15.17
1D1,177.0,0.774,FAUC,1.2329999999999999,4239.3,15.3
1D1,177.0,1.084,FAUC,0.987,4239.32,15.32
1D1,177.0,1.6669999999999998,DWSH,1.531,4239.94,15.94
1D1,177.0,1.6669999999999998,DWSH,1.469,4240.09,16.09
1D1,177.0,0.155,FAUC,1.44,4240.68,16.68
1D1,177.0,0.465,FAUC,1.114,4240.68,16.68
1D1,177.0,1.3940000000000001,FAUC,1.011,4240.76,16.76
1D1,177.0,0.155,FAUC,1.037,4241.13,17.13
1D1,177.0,0.31,FAUC,0.7490000000000001,4241.17,17.17
1D1,177.0,1.239,FAUC,1.433,4241.2,17.2
1D1,177.0,0.774,FAUC,1.359,4241.4,17.4
1D1,177.0,0.155,FAUC,1.6130000000000002,4241.77,17.77
1D1,177.0,1.704,FAUC,1.581,4241.78,17.78
1D1,177.0,0.62,FAUC,1.382,4241.82,17.82
1D1,177.0,0.465,FAUC,0.998,4242.91,18.91
1D1,177.0,0.31,FAUC,1.21,4242.93,18.93
1D1,177.0,1.084,FAUC,1.531,4243.01,19.01
1D1,177.0,2.0140000000000002,FAUC,1.662,4243.86,19.86
1D1,177.0,0.465,FAUC,1.306,4243.9,19.9
1D1,177.0,2.943,FAUC,1.6369999999999998,4243.93,19.93
1E9,178.0,4.585,FAUC,0.9740000000000001,4253.11,5.11
1E9,178.0,4.333,CWSH,1.271,4254.67,6.67
1E9,178.0,0.131,FAUC,0.8640000000000001,4254.79,6.79
1E9,178.0,0.262,FAUC,0.662,4254.91,6.91
1E9,178.0,2.0,CWSH,0.8590000000000001,4254.95,6.95
1E9,178.0,0.524,FAUC,1.08,4255.01,7.01
1E9,178.0,4.5,CWSH,1.206,4255.06,7.06
1E9,178.0,0.524,FAUC,0.648,4255.07,7.07
1E9,178.0,0.39299999999999996,FAUC,0.691,4255.1,7.1
1E9,178.0,0.7859999999999999,FAUC,1.44,4255.15,7.15
1E9,178.0,0.131,FAUC,1.2670000000000001,4255.28,7.28
1E9,178.0,3.5,CWSH,1.599,4255.91,7.91
1E9,178.0,0.131,FAUC,1.7280000000000002,4256.18,8.18
1E9,178.0,0.262,FAUC,1.296,4256.2,8.2
1E9,178.0,0.131,FAUC,1.2670000000000001,4256.22,8.22
1E9,178.0,1.6669999999999998,CWSH,1.05,4256.25,8.25
1E9,178.0,0.39299999999999996,FAUC,2.842,4256.27,8.27
1E9,178.0,4.5,CWSH,1.179,4256.3,8.3
1E9,178.0,0.7859999999999999,FAUC,1.1520000000000001,4256.59,8.59
1E9,178.0,0.7859999999999999,FAUC,1.3630000000000002,4256.61,8.61
1E9,178.0,0.655,FAUC,1.117,4256.64,8.64
1E9,178.0,0.262,FAUC,1.296,4256.66,8.66
1E9,178.0,0.131,FAUC,0.8640000000000001,4256.95,8.95
1E9,178.0,0.524,FAUC,1.944,4257.76,9.76
1E9,178.0,0.262,FAUC,0.43200000000000005,4258.27,10.27
1E9,178.0,0.262,FAUC,2.362,4258.5,10.5
1E9,178.0,0.262,FAUC,1.354,4258.54,10.54
1E9,178.0,0.262,FAUC,1.526,4258.6,10.6
1E9,178.0,0.262,FAUC,0.662,4258.65,10.65
1E9,178.0,0.262,FAUC,0.662,4258.71,10.71
1E9,178.0,0.131,FAUC,0.461,4258.8,10.8
1E9,178.0,0.262,FAUC,2.189,4258.85,10.85
1E9,178.0,0.262,FAUC,0.8640000000000001,4258.86,10.86
1E9,178.0,0.262,FAUC,1.094,4258.88,10.88
1E9,178.0,0.39299999999999996,FAUC,1.1520000000000001,4258.96,10.96
1E9,178.0,0.262,FAUC,0.8640000000000001,4259.01,11.01
1E9,178.0,0.131,FAUC,1.2670000000000001,4259.09,11.09
1E9,178.0,0.39299999999999996,FAUC,1.44,4259.11,11.11
1E9,178.0,0.131,FAUC,1.2670000000000001,4259.14,11.14
1E9,178.0,0.262,FAUC,0.43200000000000005,4259.34,11.34
1E9,178.0,0.262,FAUC,1.094,4259.51,11.51
1E9,178.0,0.131,FAUC,1.2670000000000001,4259.54,11.54
1E9,178.0,0.39299999999999996,FAUC,1.44,4259.56,11.56
1E9,178.0,0.262,FAUC,0.922,4259.63,11.63
1E9,178.0,0.131,FAUC,1.7280000000000002,4259.64,11.64
1E9,178.0,0.7859999999999999,FAUC,1.008,4259.94,11.94
1E9,178.0,0.262,FAUC,0.662,4260.88,12.88
1E9,178.0,0.262,FAUC,0.662,4261.1,13.1
1E9,178.0,0.262,FAUC,1.411,4262.37,14.37
1E9,178.0,0.524,FAUC,1.8430000000000002,4262.4,14.4
1E9,178.0,0.131,FAUC,2.131,4262.42,14.42
1E9,178.0,0.262,FAUC,0.8640000000000001,4262.44,14.44
1E9,178.0,0.262,FAUC,1.7280000000000002,4262.45,14.45
1E9,178.0,0.524,FAUC,1.6130000000000002,4262.48,14.48
1E9,178.0,0.655,FAUC,3.352,4262.5,14.5
1E9,178.0,0.131,FAUC,0.8640000000000001,4262.59,14.59
1E9,178.0,0.262,FAUC,0.43200000000000005,4262.61,14.61
1E9,178.0,0.524,FAUC,2.059,4262.69,14.69
1E9,178.0,0.39299999999999996,FAUC,0.998,4262.8,14.8
1E9,178.0,0.131,FAUC,0.8640000000000001,4262.9,14.9
1E9,178.0,0.131,FAUC,1.2670000000000001,4262.92,14.92
1E9,178.0,6.287999999999999,SHWR,2.0,4264.02,16.02
1E9,178.0,1.179,FAUC,1.8619999999999999,4265.51,17.51
1E9,178.0,0.262,FAUC,0.8640000000000001,4265.54,17.54
1E9,178.0,0.262,FAUC,0.8640000000000001,4267.41,19.41
1E9,178.0,1.4409999999999998,FAUC,1.136,4267.6,19.6
1E9,178.0,1.31,FAUC,1.423,4269.1,21.1
1E9,178.0,1.048,FAUC,0.54,4269.14,21.14
1E9,178.0,0.39299999999999996,FAUC,0.73,4269.19,21.19
1E9,178.0,0.39299999999999996,FAUC,1.44,4269.22,21.22
1E9,178.0,0.131,FAUC,0.8640000000000001,4269.29,21.29
1E9,178.0,0.524,FAUC,1.08,4269.32,21.32
1E9,178.0,0.262,FAUC,0.8640000000000001,4269.77,21.77
1E6,179.0,0.285,FAUC,0.20199999999999999,4278.57,6.57
1E6,179.0,0.569,FAUC,0.086,4280.42,8.42
1E6,179.0,0.997,FAUC,1.374,4283.56,11.56
1E6,179.0,0.142,FAUC,0.518,4283.62,11.62
1E6,179.0,0.42700000000000005,FAUC,1.171,4284.04,12.04
1E6,179.0,0.569,FAUC,0.893,4284.56,12.56
1E6,179.0,0.142,FAUC,0.40299999999999997,4284.61,12.61
1E6,179.0,0.142,FAUC,0.691,4284.64,12.64
1E6,179.0,0.42700000000000005,FAUC,1.056,4284.71,12.71
1E6,179.0,0.285,FAUC,0.40299999999999997,4285.29,13.29
1E6,179.0,0.142,FAUC,0.518,4286.41,14.41
1E6,179.0,1.993,FAUC,0.889,4286.42,14.42
1E6,179.0,0.569,FAUC,0.8059999999999999,4286.47,14.47
1E6,179.0,1.851,FAUC,0.9129999999999999,4286.49,14.49
1E6,179.0,0.142,FAUC,0.40299999999999997,4286.54,14.54
1E6,179.0,0.285,FAUC,0.835,4286.58,14.58
1E6,179.0,0.8540000000000001,FAUC,0.835,4286.6,14.6
1E6,179.0,0.142,FAUC,0.8059999999999999,4286.62,14.62
1E6,179.0,1.851,FAUC,0.895,4286.63,14.63
1E6,179.0,0.285,FAUC,0.518,4286.67,14.67
1E6,179.0,0.142,FAUC,0.8059999999999999,4286.69,14.69
1E6,179.0,0.569,FAUC,0.965,4286.7,14.7
1E6,179.0,0.142,FAUC,0.28800000000000003,4286.71,14.71
1E6,179.0,0.569,FAUC,0.85,4286.73,14.73
1E6,179.0,0.42700000000000005,FAUC,0.826,4286.98,14.98
1E6,179.0,1.851,FAUC,0.8420000000000001,4287.01,15.01
1E6,179.0,0.285,FAUC,0.461,4287.52,15.52
1E6,179.0,0.285,FAUC,0.5760000000000001,4287.57,15.57
1E6,179.0,0.285,FAUC,0.9790000000000001,4287.6,15.6
1E6,179.0,0.142,FAUC,0.8640000000000001,4287.79,15.79
1E6,179.0,0.142,FAUC,0.40299999999999997,4288.22,16.22
1E6,179.0,3.702,FAUC,0.027000000000000003,4288.28,16.28
1E6,179.0,0.142,FAUC,0.34600000000000003,4288.35,16.35
1E6,179.0,0.569,FAUC,0.677,4288.46,16.46
1E6,179.0,0.285,FAUC,0.922,4288.47,16.47
1E6,179.0,0.142,FAUC,1.21,4289.07,17.07
1E6,179.0,3.167,CWSH,3.995,4289.09,17.09
1E6,179.0,0.285,FAUC,0.461,4290.23,18.23
1E6,179.0,0.569,FAUC,0.95,4290.45,18.45
1E6,179.0,0.285,FAUC,0.72,4290.49,18.49
1E6,179.0,0.142,FAUC,0.28800000000000003,4290.5,18.5
1E6,179.0,0.285,FAUC,0.922,4290.51,18.51
1E6,179.0,0.42700000000000005,FAUC,1.114,4290.73,18.73
1E6,179.0,0.142,FAUC,0.28800000000000003,4290.75,18.75
1E6,179.0,0.7120000000000001,FAUC,0.945,4290.76,18.76
1E6,179.0,0.569,FAUC,0.965,4290.9,18.9
1E6,179.0,3.333,CWSH,3.258,4290.97,18.97
1E6,179.0,0.5,CWSH,1.88,4291.12,19.12
1E6,179.0,0.5,CWSH,1.702,4291.13,19.13
1E6,179.0,0.142,FAUC,0.922,4291.99,19.99
1E6,179.0,0.285,FAUC,1.21,4292.24,20.24
1E6,179.0,0.285,FAUC,0.5760000000000001,4292.26,20.26
1E6,179.0,1.281,FAUC,1.171,4292.41,20.41
1E6,179.0,0.142,FAUC,0.28800000000000003,4292.44,20.44
1E6,179.0,3.702,FAUC,0.055,4292.44,20.44
1E6,179.0,0.42700000000000005,FAUC,0.768,4292.57,20.57
1E6,179.0,0.8540000000000001,FAUC,0.8640000000000001,4292.75,20.75
1E6,179.0,0.142,FAUC,0.28800000000000003,4292.77,20.77
1E6,179.0,0.997,FAUC,0.782,4292.77,20.77
1E6,179.0,0.142,FAUC,0.7490000000000001,4293.33,21.33
1E6,179.0,0.142,FAUC,0.691,4293.57,21.57
1E6,179.0,0.569,FAUC,0.17300000000000001,4294.53,22.53
1E6,179.0,0.142,FAUC,0.7490000000000001,4294.55,22.55
1E6,179.0,0.42700000000000005,FAUC,0.672,4294.56,22.56
1E6,179.0,0.285,FAUC,1.21,4294.58,22.58
1E6,179.0,0.285,FAUC,0.5760000000000001,4294.59,22.59
1E6,179.0,0.569,FAUC,1.08,4294.61,22.61
1E6,179.0,0.569,FAUC,0.086,4294.62,22.62
1E6,179.0,0.42700000000000005,FAUC,0.614,4294.97,22.97
1E6,179.0,0.142,FAUC,0.28800000000000003,4295.01,23.01
1D9,180.0,1.6669999999999998,DWSH,1.145,4297.3,1.3
1D9,180.0,1.5,DWSH,1.014,4297.87,1.87
1D9,180.0,0.131,FAUC,0.40299999999999997,4298.09,2.09
1D9,180.0,1.3330000000000002,DWSH,1.179,4298.1,2.1
1D9,180.0,0.131,FAUC,0.28800000000000003,4302.75,6.75
1D9,180.0,0.39299999999999996,FAUC,1.44,4302.76,6.76
1D9,180.0,0.524,FAUC,1.426,4302.77,6.77
1D9,180.0,0.7859999999999999,FAUC,1.018,4303.02,7.02
1D9,180.0,0.262,FAUC,1.9869999999999999,4303.22,7.22
1D9,180.0,0.655,FAUC,1.452,4303.23,7.23
1D9,180.0,0.39299999999999996,FAUC,1.037,4303.51,7.51
1D9,180.0,0.917,FAUC,1.16,4305.37,9.37
1D9,180.0,0.131,FAUC,2.3040000000000003,4305.38,9.38
1D9,180.0,0.262,FAUC,1.094,4305.8,9.8
1D9,180.0,0.524,FAUC,1.44,4305.82,9.82
1D9,180.0,0.131,FAUC,0.28800000000000003,4306.19,10.19
1D9,180.0,0.131,FAUC,0.922,4306.78,10.78
1D9,180.0,0.131,FAUC,0.5760000000000001,4306.81,10.81
1D9,180.0,0.655,FAUC,1.2790000000000001,4307.27,11.27
1D9,180.0,0.131,FAUC,0.8059999999999999,4308.5,12.5
1D9,180.0,0.655,FAUC,1.1520000000000001,4308.68,12.68
1D9,180.0,0.131,FAUC,0.28800000000000003,4308.73,12.73
1D9,180.0,0.262,FAUC,0.605,4308.75,12.75
1D9,180.0,0.131,FAUC,1.325,4308.99,12.99
1D9,180.0,0.7859999999999999,FAUC,1.037,4309.25,13.25
1D9,180.0,0.39299999999999996,FAUC,1.133,4309.26,13.26
1D9,180.0,1.4409999999999998,FAUC,1.6019999999999999,4310.26,14.26
1D9,180.0,0.39299999999999996,FAUC,0.672,4310.3,14.3
1D9,180.0,0.131,FAUC,0.40299999999999997,4310.46,14.46
1D9,180.0,0.131,FAUC,0.28800000000000003,4310.5,14.5
1D9,180.0,0.131,FAUC,1.094,4310.75,14.75
1D9,180.0,0.7859999999999999,FAUC,1.6130000000000002,4310.77,14.77
1D9,180.0,0.131,FAUC,0.28800000000000003,4310.8,14.8
1D9,180.0,0.131,FAUC,0.28800000000000003,4310.8,14.8
1D9,180.0,0.131,FAUC,2.131,4311.07,15.07
1D9,180.0,0.262,FAUC,0.893,4312.47,16.47
1D9,180.0,0.131,FAUC,0.518,4313.29,17.29
1D9,180.0,0.262,FAUC,0.835,4313.39,17.39
1D9,180.0,0.131,FAUC,0.8059999999999999,4313.43,17.43
1D9,180.0,0.131,FAUC,0.922,4313.44,17.44
1D9,180.0,0.39299999999999996,FAUC,1.229,4313.44,17.44
1D9,180.0,0.262,FAUC,0.49,4313.61,17.61
1D9,180.0,0.524,FAUC,1.123,4313.99,17.99
1D9,180.0,0.131,FAUC,0.9790000000000001,4314.04,18.04
1D9,180.0,0.131,FAUC,0.518,4314.17,18.17
1D9,180.0,0.262,FAUC,1.037,4314.31,18.31
1D9,180.0,0.131,FAUC,0.5760000000000001,4314.32,18.32
1D9,180.0,1.834,FAUC,1.469,4314.33,18.33
1D9,180.0,0.262,FAUC,0.893,4314.39,18.39
1D9,180.0,0.524,FAUC,1.3969999999999998,4314.4,18.4
1D9,180.0,0.131,FAUC,0.518,4314.59,18.59
1D9,180.0,0.131,FAUC,0.28800000000000003,4314.6,18.6
1D9,180.0,0.262,FAUC,1.094,4314.89,18.89
1D9,180.0,0.524,FAUC,1.3969999999999998,4316.29,20.29
1D9,180.0,0.524,FAUC,1.253,4316.3,20.3
1D9,180.0,0.131,FAUC,0.518,4317.29,21.29
1D9,180.0,0.655,FAUC,1.198,4317.87,21.87
1D9,180.0,0.131,FAUC,0.40299999999999997,4317.89,21.89
1D9,180.0,0.262,FAUC,0.691,4317.9,21.9
1D9,180.0,0.131,FAUC,0.28800000000000003,4317.97,21.97
1D9,180.0,8.908999999999999,SHWR,2.0,4318.09,22.09
1D9,180.0,0.39299999999999996,FAUC,0.941,4318.3,22.3
1D9,180.0,0.131,FAUC,0.28800000000000003,4318.32,22.32
1D2,181.0,0.131,FAUC,0.518,4320.85,0.85
1D2,181.0,0.131,FAUC,0.691,4320.87,0.87
1D2,181.0,0.131,FAUC,0.5760000000000001,4321.15,1.15
1D2,181.0,0.131,FAUC,0.518,4328.83,8.83
1D2,181.0,4.0,CWSH,1.03,4328.9,8.9
1D2,181.0,0.131,FAUC,0.518,4329.3,9.3
1D2,181.0,0.131,FAUC,0.518,4329.34,9.34
1D2,181.0,3.0,CWSH,1.3519999999999999,4329.64,9.64
1D2,181.0,0.16699999999999998,CWSH,0.922,4329.7,9.7
1D2,181.0,0.16699999999999998,CWSH,1.4240000000000002,4329.72,9.72
1D2,181.0,3.0,CWSH,1.3030000000000002,4329.88,9.88
1D2,181.0,0.16699999999999998,CWSH,1.047,4329.93,9.93
1D2,181.0,0.524,FAUC,1.411,4333.4,13.4
1D2,181.0,0.131,FAUC,0.8640000000000001,4333.42,13.42
1D2,181.0,0.131,FAUC,0.691,4333.43,13.43
1D2,181.0,0.262,FAUC,1.094,4333.51,13.51
1D2,181.0,0.524,FAUC,1.109,4333.53,13.53
1D2,181.0,0.131,FAUC,0.518,4337.62,17.62
1D2,181.0,0.131,FAUC,0.518,4339.24,19.24
1D2,181.0,0.131,FAUC,0.691,4339.39,19.39
1D2,181.0,0.131,FAUC,0.518,4340.93,20.93
1D2,181.0,0.7859999999999999,FAUC,0.442,4343.1,23.1
1D2,181.0,0.262,FAUC,1.382,4343.5,23.5
1D6,182.0,0.31,FAUC,0.9790000000000001,4346.52,2.52
1D6,182.0,0.155,FAUC,1.037,4346.53,2.53
1D6,182.0,1.3940000000000001,FAUC,0.9279999999999999,4346.56,2.56
1D6,182.0,0.62,FAUC,1.051,4351.78,7.78
1D6,182.0,0.31,FAUC,0.547,4351.93,7.93
1D6,182.0,0.31,FAUC,0.835,4352.01,8.01
1D6,182.0,0.31,FAUC,0.691,4352.12,8.12
1D6,182.0,1.859,FAUC,0.816,4352.14,8.14
1D6,182.0,1.239,FAUC,0.965,4352.18,8.18
1D6,182.0,0.31,FAUC,0.893,4352.26,8.26
1D6,182.0,2.0140000000000002,FAUC,0.9129999999999999,4352.59,8.59
1D6,182.0,0.31,FAUC,0.518,4352.63,8.63
1D6,182.0,0.31,FAUC,0.8059999999999999,4352.86,8.86
1D6,182.0,1.3940000000000001,FAUC,1.05,4353.34,9.34
1D6,182.0,11.772,SHWR,1.492,4353.39,9.39
1D6,182.0,0.465,FAUC,0.787,4354.7,10.7
1D6,182.0,1.239,FAUC,0.8059999999999999,4354.72,10.72
2D3,183.0,0.42700000000000005,FAUC,0.9790000000000001,4373.58,5.58
2D3,183.0,0.285,FAUC,0.662,4373.61,5.61
2D3,183.0,0.142,FAUC,2.5340000000000003,4373.62,5.62
2D3,183.0,0.285,FAUC,0.8059999999999999,4373.63,5.63
2D3,183.0,2.705,SHWR,1.746,4374.21,6.21
2D3,183.0,0.142,FAUC,1.44,4374.44,6.44
2D3,183.0,0.7120000000000001,FAUC,1.359,4374.64,6.64
2D3,183.0,2.136,FAUC,0.031,4374.72,6.72
2D3,183.0,0.142,FAUC,0.8640000000000001,4374.76,6.76
2D3,183.0,4.129,SHWR,2.0,4375.27,7.27
2D3,183.0,0.142,FAUC,0.23,4377.67,9.67
2D3,183.0,0.42700000000000005,FAUC,0.9790000000000001,4377.67,9.67
2D3,183.0,0.142,FAUC,0.8640000000000001,4380.0,12.0
2D3,183.0,0.285,FAUC,0.8059999999999999,4380.02,12.02
2D3,183.0,0.142,FAUC,0.23,4380.15,12.15
2D3,183.0,0.142,FAUC,0.34600000000000003,4380.15,12.15
2D3,183.0,0.569,FAUC,1.123,4380.25,12.25
2D3,183.0,0.42700000000000005,FAUC,1.094,4380.39,12.39
2D3,183.0,0.569,FAUC,1.253,4385.87,17.87
2D3,183.0,0.285,FAUC,0.9790000000000001,4386.09,18.09
2D3,183.0,0.42700000000000005,FAUC,0.115,4386.09,18.09
2D3,183.0,0.142,FAUC,0.7490000000000001,4386.18,18.18
2D3,183.0,0.142,FAUC,1.094,4386.19,18.19
2D3,183.0,0.142,FAUC,0.23,4386.19,18.19
2D3,183.0,0.285,FAUC,0.835,4386.19,18.19
2D3,183.0,0.42700000000000005,FAUC,1.21,4386.73,18.73
2D3,183.0,0.285,FAUC,1.21,4386.74,18.74
2D3,183.0,0.142,FAUC,0.34600000000000003,4386.86,18.86
2D3,183.0,0.285,FAUC,1.21,4386.98,18.98
2D3,183.0,0.285,FAUC,0.922,4387.58,19.58
2D3,183.0,0.42700000000000005,FAUC,1.133,4388.71,20.71
2D3,183.0,3.844,FAUC,1.067,4388.73,20.73
2D3,183.0,0.42700000000000005,FAUC,1.114,4388.82,20.82
2D3,183.0,0.142,FAUC,0.23,4388.83,20.83
2D3,183.0,0.569,FAUC,0.763,4388.93,20.93
2D3,183.0,0.142,FAUC,0.23,4388.94,20.94
2D3,183.0,0.42700000000000005,FAUC,0.73,4389.14,21.14
2D3,183.0,0.142,FAUC,0.34600000000000003,4389.16,21.16
2H1,184.0,0.131,FAUC,0.34600000000000003,4394.78,2.78
2H1,184.0,0.131,FAUC,0.34600000000000003,4396.87,4.87
2H1,184.0,14.673,SHWR,2.0,4397.57,5.57
2H1,184.0,0.131,FAUC,0.5760000000000001,4397.92,5.92
2H1,184.0,0.131,FAUC,0.34600000000000003,4397.97,5.97
2H1,184.0,0.131,FAUC,0.34600000000000003,4397.99,5.99
2H1,184.0,0.131,FAUC,0.461,4398.01,6.01
2H1,184.0,0.262,FAUC,1.037,4398.04,6.04
2H1,184.0,0.131,FAUC,0.634,4398.09,6.09
2H1,184.0,0.917,FAUC,1.053,4398.11,6.11
2H1,184.0,0.131,FAUC,0.461,4398.14,6.14
2H1,184.0,0.524,FAUC,1.31,4398.18,6.18
2H1,184.0,0.262,FAUC,1.037,4398.19,6.19
2H1,184.0,0.131,FAUC,0.8640000000000001,4398.21,6.21
2H1,184.0,0.131,FAUC,0.634,4398.25,6.25
2H1,184.0,0.131,FAUC,0.34600000000000003,4398.27,6.27
2H1,184.0,0.131,FAUC,0.5760000000000001,4398.28,6.28
2H1,184.0,0.131,FAUC,0.461,4398.3,6.3
2H1,184.0,0.131,FAUC,0.34600000000000003,4398.34,6.34
2H1,184.0,0.655,FAUC,1.025,4398.35,6.35
2H1,184.0,0.262,FAUC,0.461,4398.75,6.75
2H1,184.0,4.0,CWSH,1.3840000000000001,4398.78,6.78
2H1,184.0,0.131,FAUC,0.5760000000000001,4398.88,6.88
2H1,184.0,0.131,FAUC,0.461,4398.97,6.97
2H1,184.0,0.5,CWSH,0.6409999999999999,4399.0,7.0
2H1,184.0,0.33299999999999996,CWSH,1.046,4399.01,7.01
2H1,184.0,4.167,CWSH,1.392,4399.06,7.06
2H1,184.0,0.917,FAUC,1.712,4399.14,7.14
2H1,184.0,0.524,FAUC,1.382,4399.16,7.16
2H1,184.0,0.39299999999999996,FAUC,0.8640000000000001,4399.19,7.19
2H1,184.0,0.131,FAUC,0.5760000000000001,4399.22,7.22
2H1,184.0,0.33299999999999996,CWSH,0.8690000000000001,4399.23,7.23
2H1,184.0,0.33299999999999996,CWSH,1.055,4399.24,7.24
2H1,184.0,0.262,FAUC,0.605,4399.27,7.27
2H1,184.0,0.262,FAUC,0.374,4399.32,7.32
2H1,184.0,0.131,FAUC,0.7490000000000001,4399.36,7.36
2H1,184.0,1.6669999999999998,CWSH,2.323,4399.44,7.44
2H1,184.0,0.131,FAUC,1.21,4399.45,7.45
2H1,184.0,0.131,FAUC,0.8640000000000001,4399.52,7.52
2H1,184.0,0.131,FAUC,0.461,4399.59,7.59
2H1,184.0,0.5,CWSH,0.72,4399.67,7.67
2H1,184.0,0.33299999999999996,CWSH,1.181,4399.68,7.68
2H1,184.0,2.667,CWSH,1.3840000000000001,4399.73,7.73
2H1,184.0,0.5,CWSH,0.701,4399.87,7.87
2H1,184.0,0.5,CWSH,0.818,4399.89,7.89
2H1,184.0,1.965,FAUC,1.4280000000000002,4399.95,7.95
2H1,184.0,0.131,FAUC,0.691,4400.04,8.04
2H1,184.0,0.262,FAUC,0.922,4400.05,8.05
2H1,184.0,0.131,FAUC,0.34600000000000003,4400.07,8.07
2H1,184.0,2.667,CWSH,1.176,4400.08,8.08
2H1,184.0,0.655,FAUC,0.726,4400.13,8.13
2H1,184.0,0.131,FAUC,0.34600000000000003,4400.15,8.15
2H1,184.0,0.262,FAUC,0.43200000000000005,4400.18,8.18
2H1,184.0,0.262,FAUC,0.72,4400.21,8.21
2H1,184.0,1.179,FAUC,0.6659999999999999,4400.23,8.23
2H1,184.0,1.965,FAUC,0.564,4400.27,8.27
2H1,184.0,0.131,FAUC,0.34600000000000003,4400.32,8.32
2H1,184.0,0.131,FAUC,0.634,4400.33,8.33
2H1,184.0,0.131,FAUC,0.34600000000000003,4400.39,8.39
2H1,184.0,0.131,FAUC,0.461,4400.44,8.44
2H1,184.0,0.524,FAUC,0.5329999999999999,4400.46,8.46
2H1,184.0,0.5,CWSH,0.879,4400.48,8.48
2H1,184.0,0.131,FAUC,0.5760000000000001,4400.59,8.59
2H1,184.0,0.131,FAUC,1.44,4400.76,8.76
2H1,184.0,0.39299999999999996,FAUC,1.306,4400.8,8.8
2H1,184.0,1.048,FAUC,1.253,4402.15,10.15
2H1,184.0,0.39299999999999996,FAUC,0.998,4402.19,10.19
2H1,184.0,0.131,FAUC,1.21,4402.22,10.22
2H1,184.0,0.131,FAUC,1.21,4402.24,10.24
2H1,184.0,0.655,FAUC,1.567,4403.05,11.05
2H1,184.0,0.524,FAUC,1.454,4403.22,11.22
2H1,184.0,0.131,FAUC,0.5760000000000001,4405.07,13.07
2H1,184.0,0.131,FAUC,0.634,4405.51,13.51
2H1,184.0,0.262,FAUC,0.518,4405.62,13.62
2H1,184.0,0.131,FAUC,1.21,4405.65,13.65
2H1,184.0,1.703,FAUC,1.17,4405.9,13.9
2H1,184.0,0.262,FAUC,0.317,4406.04,14.04
2H1,184.0,0.131,FAUC,0.461,4406.06,14.06
