Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr)
1H3,1.0,0.917,FAUC,1.177,53.35,8.16,8.16
1H3,1.0,0.524,FAUC,0.7490000000000001,53.35,8.2,8.2
1H3,1.0,0.131,FAUC,0.40299999999999997,53.35,8.22,8.22
1H3,1.0,0.262,FAUC,1.037,53.35,8.23,8.23
1H3,1.0,0.7859999999999999,FAUC,1.258,53.35,8.25,8.25
1H3,1.0,0.39299999999999996,FAUC,0.48,53.35,8.3,8.3
1H3,1.0,0.524,FAUC,0.85,53.35,8.45,8.45
1H3,1.0,0.131,FAUC,0.28800000000000003,53.35,8.47,8.47
1H3,1.0,0.131,FAUC,0.28800000000000003,53.35,8.52,8.52
1H3,1.0,0.7859999999999999,FAUC,0.701,53.35,9.28,9.28
1H3,1.0,0.524,FAUC,0.504,53.35,9.32,9.32
1H3,1.0,0.131,FAUC,0.634,53.35,9.35,9.35
1H3,1.0,0.131,FAUC,0.5760000000000001,53.35,10.4,10.4
1H3,1.0,0.131,FAUC,0.461,53.35,10.44,10.44
1H3,1.0,0.131,FAUC,0.461,53.35,10.57,10.57
1H3,1.0,0.39299999999999996,FAUC,0.691,53.35,11.89,11.89
1H3,1.0,0.131,FAUC,0.28800000000000003,53.35,12.01,12.01
1H3,1.0,0.39299999999999996,FAUC,0.17300000000000001,53.35,12.14,12.14
1H3,1.0,0.131,FAUC,0.518,53.35,12.65,12.65
1H3,1.0,0.655,FAUC,0.691,53.35,15.25,15.25
1H3,1.0,0.131,FAUC,1.2670000000000001,53.35,15.25,15.25
1H3,1.0,0.262,FAUC,1.21,53.35,15.27,15.27
1H3,1.0,0.131,FAUC,0.40299999999999997,53.35,15.89,15.89
1H3,1.0,1.048,FAUC,0.057999999999999996,53.35,16.07,16.07
1H3,1.0,0.262,FAUC,0.5760000000000001,53.35,16.1,16.1
1H3,1.0,0.262,FAUC,0.259,53.35,16.99,16.99
1H3,1.0,0.524,FAUC,0.85,53.35,17.45,17.45
1H3,1.0,1.5719999999999998,FAUC,0.672,53.35,17.53,17.53
1H3,1.0,0.131,FAUC,1.094,53.35,17.55,17.55
1H3,1.0,0.262,FAUC,0.461,53.35,17.57,17.57
1H3,1.0,0.131,FAUC,0.461,53.35,18.72,18.72
1H3,1.0,0.262,FAUC,0.20199999999999999,53.35,18.98,18.98
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,26.259999999999998,2.26
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,26.990000000000002,2.99
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,28.75,4.75
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,29.28,5.28
4D4,2.0,0.262,FAUC,0.893,53.3915,30.86,6.86
4D4,2.0,0.131,FAUC,0.691,53.3915,30.9,6.9
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,30.91,6.91
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,31.12,7.12
4D4,2.0,0.262,FAUC,0.72,53.3915,31.15,7.15
4D4,2.0,0.262,FAUC,0.49,53.3915,31.27,7.27
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,31.47,7.47
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,31.48,7.48
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,31.48,7.48
4D4,2.0,0.131,FAUC,0.518,53.3915,31.490000000000002,7.49
4D4,2.0,0.7859999999999999,FAUC,0.298,53.3915,31.509999999999998,7.51
4D4,2.0,0.131,FAUC,0.922,53.3915,31.509999999999998,7.51
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,31.53,7.53
4D4,2.0,9.04,SHWR,2.0,53.3915,31.6,7.6
4D4,2.0,0.131,FAUC,1.094,53.3915,31.8,7.8
4D4,2.0,0.131,FAUC,0.518,53.3915,31.81,7.81
4D4,2.0,0.524,FAUC,0.9790000000000001,53.3915,31.82,7.82
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,31.84,7.84
4D4,2.0,0.131,FAUC,0.518,53.3915,31.85,7.85
4D4,2.0,0.131,FAUC,0.461,53.3915,31.9,7.9
4D4,2.0,0.262,FAUC,1.0659999999999998,53.3915,31.92,7.92
4D4,2.0,0.131,FAUC,0.691,53.3915,32.04,8.04
4D4,2.0,0.131,FAUC,1.2670000000000001,53.3915,32.07,8.07
4D4,2.0,1.048,FAUC,0.5329999999999999,53.3915,32.08,8.08
4D4,2.0,0.262,FAUC,0.634,53.3915,32.12,8.12
4D4,2.0,0.39299999999999996,FAUC,0.42200000000000004,53.3915,32.13,8.13
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,32.21,8.21
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,32.26,8.26
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,32.4,8.4
4D4,2.0,0.655,FAUC,0.32299999999999995,53.3915,32.41,8.41
4D4,2.0,2.333,CWSH,1.35,53.3915,32.5,8.5
4D4,2.0,0.524,FAUC,0.5329999999999999,53.3915,32.58,8.58
4D4,2.0,0.39299999999999996,FAUC,2.342,53.3915,32.769999999999996,8.77
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,32.8,8.8
4D4,2.0,0.16699999999999998,CWSH,0.888,53.3915,32.83,8.83
4D4,2.0,2.167,CWSH,1.2209999999999999,53.3915,32.84,8.84
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,32.94,8.94
4D4,2.0,3.5,CWSH,1.022,53.3915,32.95,8.95
4D4,2.0,0.262,FAUC,0.9790000000000001,53.3915,33.01,9.01
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,33.03,9.03
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,33.05,9.05
4D4,2.0,0.16699999999999998,CWSH,0.8170000000000001,53.3915,33.09,9.09
4D4,2.0,2.667,CWSH,1.123,53.3915,33.09,9.09
4D4,2.0,0.131,FAUC,0.9790000000000001,53.3915,33.21,9.21
4D4,2.0,0.524,FAUC,0.34600000000000003,53.3915,34.4,10.4
4D4,2.0,0.131,FAUC,0.34600000000000003,53.3915,34.55,10.55
4D4,2.0,0.524,FAUC,1.2670000000000001,53.3915,34.75,10.75
4D4,2.0,0.131,FAUC,0.922,53.3915,34.84,10.84
