Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr)
1H7,1.0,0.16699999999999998,FAUC,0.518,53.35,6.92,6.92
1H7,1.0,0.833,FAUC,1.521,53.35,7.27,7.27
1H7,1.0,0.16699999999999998,FAUC,0.34600000000000003,53.35,7.91,7.91
1H7,1.0,2.667,FAUC,1.577,53.35,7.92,7.92
1H7,1.0,0.16699999999999998,FAUC,0.922,53.35,7.98,7.98
1H7,1.0,0.16699999999999998,FAUC,0.922,53.35,7.98,7.98
1H7,1.0,0.16699999999999998,FAUC,0.634,53.35,8.0,8.0
1H7,1.0,0.16699999999999998,FAUC,0.9790000000000001,53.35,8.02,8.02
1H7,1.0,0.16699999999999998,FAUC,0.518,53.35,8.02,8.02
1H7,1.0,0.33299999999999996,FAUC,0.7490000000000001,53.35,8.07,8.07
1H7,1.0,0.33299999999999996,FAUC,0.8059999999999999,53.35,8.08,8.08
1H7,1.0,0.16699999999999998,FAUC,0.634,53.35,8.27,8.27
1H7,1.0,2.0,FAUC,0.461,53.35,8.79,8.79
1H7,1.0,0.833,FAUC,0.588,53.35,8.83,8.83
1H7,1.0,0.33299999999999996,FAUC,0.49,53.35,8.87,8.87
1H7,1.0,3.333,CWSH,1.922,53.35,9.37,9.37
1H7,1.0,4.833,CWSH,1.291,53.35,9.72,9.72
1H7,1.0,0.33299999999999996,FAUC,0.72,53.35,9.76,9.76
1H7,1.0,0.33299999999999996,CWSH,37.95,53.35,9.93,9.93
1H7,1.0,0.33299999999999996,FAUC,1.642,53.35,9.94,9.94
1H7,1.0,0.33299999999999996,FAUC,0.662,53.35,9.97,9.97
1H7,1.0,0.16699999999999998,FAUC,0.9790000000000001,53.35,9.98,9.98
1H7,1.0,4.0,CWSH,1.565,53.35,10.11,10.11
1H7,1.0,0.33299999999999996,FAUC,0.7490000000000001,53.35,10.21,10.21
1H7,1.0,0.33299999999999996,CWSH,0.85,53.35,10.45,10.45
1H7,1.0,5.5,CWSH,1.11,53.35,10.52,10.52
1H7,1.0,0.16699999999999998,FAUC,0.34600000000000003,53.35,11.18,11.18
1H7,1.0,0.16699999999999998,FAUC,0.691,53.35,14.06,14.06
1H7,1.0,1.6669999999999998,FAUC,1.636,53.35,14.08,14.08
1H7,1.0,1.0,FAUC,0.902,53.35,14.26,14.26
1H7,1.0,1.167,FAUC,1.621,53.35,15.07,15.07
1H7,1.0,1.0,FAUC,1.354,53.35,15.27,15.27
1H7,1.0,0.33299999999999996,FAUC,1.642,53.35,15.31,15.31
1H7,1.0,0.5,FAUC,0.9790000000000001,53.35,15.34,15.34
1H7,1.0,0.16699999999999998,FAUC,0.461,53.35,15.35,15.35
1H7,1.0,0.33299999999999996,FAUC,0.5760000000000001,53.35,15.56,15.56
1H7,1.0,0.16699999999999998,FAUC,0.518,53.35,15.63,15.63
1H7,1.0,0.33299999999999996,FAUC,0.8059999999999999,53.35,15.64,15.64
1H7,1.0,0.5,FAUC,0.23,53.35,15.8,15.8
1H7,1.0,0.33299999999999996,FAUC,0.49,53.35,16.24,16.24
1H7,1.0,0.16699999999999998,FAUC,1.2670000000000001,53.35,17.13,17.13
1H7,1.0,0.33299999999999996,FAUC,0.72,53.35,17.28,17.28
1H7,1.0,0.16699999999999998,FAUC,0.518,53.35,17.62,17.62
1H7,1.0,0.16699999999999998,FAUC,0.9790000000000001,53.35,17.63,17.63
1H7,1.0,4.833,FAUC,0.687,53.35,21.67,21.67
1H7,1.0,0.16699999999999998,FAUC,0.461,53.35,21.78,21.78
1H7,1.0,0.667,FAUC,0.763,53.35,21.79,21.79
1H7,1.0,0.33299999999999996,FAUC,0.518,53.35,21.82,21.82
1H7,1.0,0.16699999999999998,FAUC,0.461,53.35,21.86,21.86
1D4,2.0,1.239,FAUC,1.44,53.3915,29.87,5.87
1D4,2.0,0.31,FAUC,0.17300000000000001,53.3915,30.17,6.17
1D4,2.0,0.155,FAUC,0.34600000000000003,53.3915,30.18,6.18
1D4,2.0,3.0980000000000003,SHWR,1.6440000000000001,53.3915,30.94,6.94
1D4,2.0,0.31,FAUC,1.181,53.3915,31.16,7.16
1D4,2.0,0.62,FAUC,1.368,53.3915,31.19,7.19
1D4,2.0,0.155,FAUC,0.40299999999999997,53.3915,31.28,7.28
1D4,2.0,3.717,FAUC,1.104,53.3915,31.61,7.61
1D4,2.0,0.465,FAUC,1.056,53.3915,32.38,8.38
1D4,2.0,0.929,FAUC,1.68,53.3915,32.4,8.4
1D4,2.0,0.155,FAUC,0.34600000000000003,53.3915,32.519999999999996,8.52
1D4,2.0,0.155,FAUC,1.1520000000000001,53.3915,32.59,8.59
1D4,2.0,0.465,FAUC,0.634,53.3915,41.56,17.56
1D4,2.0,0.465,FAUC,1.709,53.3915,42.08,18.08
1E2,3.0,0.131,FAUC,0.5760000000000001,53.338499999999996,53.68,5.68
1E2,3.0,0.262,FAUC,0.9790000000000001,53.338499999999996,53.7,5.7
1E2,3.0,0.39299999999999996,FAUC,0.8059999999999999,53.338499999999996,61.2,13.2
1E2,3.0,1.31,FAUC,1.3019999999999998,53.338499999999996,62.94,14.94
1E2,3.0,0.655,FAUC,2.915,53.338499999999996,63.21,15.21
1E2,3.0,0.131,FAUC,0.7490000000000001,53.338499999999996,63.33,15.33
1E2,3.0,1.4409999999999998,FAUC,1.2930000000000001,53.338499999999996,64.6,16.6
1E2,3.0,0.131,FAUC,0.8640000000000001,53.338499999999996,64.75,16.75
1E2,3.0,0.39299999999999996,FAUC,1.382,53.338499999999996,64.75,16.75
1E2,3.0,0.917,FAUC,1.094,53.338499999999996,66.36,18.36
1E2,3.0,0.262,FAUC,0.922,53.338499999999996,66.42,18.42
1E2,3.0,0.39299999999999996,FAUC,1.286,53.338499999999996,66.69,18.69
1E2,3.0,0.39299999999999996,FAUC,2.515,53.338499999999996,66.75,18.75
1E4,4.0,0.155,FAUC,0.28800000000000003,53.239999999999995,79.53,7.53
1E4,4.0,0.774,FAUC,1.244,53.239999999999995,79.96,7.96
1E4,4.0,0.155,FAUC,0.9790000000000001,53.239999999999995,79.98,7.98
1E4,4.0,0.155,FAUC,0.5760000000000001,53.239999999999995,81.24,9.24
1E4,4.0,0.155,FAUC,0.9790000000000001,53.239999999999995,81.47,9.47
1E4,4.0,0.155,FAUC,1.094,53.239999999999995,81.72,9.72
1E4,4.0,0.774,FAUC,1.682,53.239999999999995,83.07,11.07
1E4,4.0,0.155,FAUC,0.28800000000000003,53.239999999999995,83.1,11.1
1E4,4.0,0.155,FAUC,1.1520000000000001,53.239999999999995,83.1,11.1
1E4,4.0,0.31,FAUC,1.094,53.239999999999995,83.11,11.11
1E4,4.0,0.155,FAUC,0.8640000000000001,53.239999999999995,83.12,11.12
1E4,4.0,1.859,FAUC,1.1179999999999999,53.239999999999995,83.18,11.18
1E4,4.0,0.465,FAUC,1.2670000000000001,53.239999999999995,83.32,11.32
1E4,4.0,0.155,FAUC,1.094,53.239999999999995,83.33,11.33
1E4,4.0,2.478,FAUC,0.9790000000000001,53.239999999999995,83.82,11.82
1E4,4.0,1.3940000000000001,FAUC,1.318,53.239999999999995,83.97,11.97
1E4,4.0,0.465,FAUC,1.1520000000000001,53.239999999999995,85.25,13.25
1E4,4.0,0.31,FAUC,0.8640000000000001,53.239999999999995,86.25,14.25
1E4,4.0,0.155,FAUC,0.28800000000000003,53.239999999999995,86.5,14.5
1E4,4.0,0.155,FAUC,1.67,53.239999999999995,86.5,14.5
1E4,4.0,0.155,FAUC,1.2670000000000001,53.239999999999995,86.6,14.6
1E4,4.0,0.31,FAUC,0.778,53.239999999999995,86.68,14.68
1E4,4.0,0.31,FAUC,0.95,53.239999999999995,87.47,15.47
1E4,4.0,0.155,FAUC,1.2670000000000001,53.239999999999995,87.48,15.48
1E4,4.0,0.155,FAUC,0.40299999999999997,53.239999999999995,87.48,15.48
1E4,4.0,0.155,FAUC,0.461,53.239999999999995,87.5,15.5
1E4,4.0,0.155,FAUC,0.461,53.239999999999995,87.5,15.5
1E4,4.0,0.31,FAUC,1.0659999999999998,53.239999999999995,87.82,15.82
1E4,4.0,0.155,FAUC,0.5760000000000001,53.239999999999995,87.83,15.83
1E4,4.0,0.31,FAUC,0.835,53.239999999999995,88.15,16.15
1E4,4.0,0.31,FAUC,0.5760000000000001,53.239999999999995,91.84,19.84
1E4,4.0,0.929,FAUC,1.258,53.239999999999995,91.95,19.95
1E4,4.0,0.155,FAUC,0.40299999999999997,53.239999999999995,92.0,20.0
1E4,4.0,0.155,FAUC,0.5760000000000001,53.239999999999995,92.03,20.03
1E4,4.0,0.62,FAUC,0.85,53.239999999999995,92.03,20.03
1E4,4.0,0.465,FAUC,1.094,53.239999999999995,92.12,20.12
