Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr)
2H8,1.0,0.917,FAUC,0.7979999999999999,53.35,0.0,0.0
2H8,1.0,0.262,FAUC,1.8719999999999999,53.35,0.02,0.02
2H8,1.0,0.524,FAUC,1.166,53.35,6.58,6.58
2H8,1.0,0.262,FAUC,1.008,53.35,8.13,8.13
2H8,1.0,0.524,FAUC,1.8,53.35,8.47,8.47
2H8,1.0,2.096,FAUC,1.5659999999999998,53.35,8.53,8.53
2H8,1.0,0.131,FAUC,0.8059999999999999,53.35,8.71,8.71
2H8,1.0,4.454,SHWR,2.0,53.35,8.87,8.87
2H8,1.0,0.7859999999999999,FAUC,0.442,53.35,8.98,8.98
2H8,1.0,0.262,FAUC,0.605,53.35,9.15,9.15
2H8,1.0,0.262,FAUC,0.547,53.35,9.17,9.17
2H8,1.0,0.131,FAUC,0.40299999999999997,53.35,9.24,9.24
2H8,1.0,0.39299999999999996,FAUC,0.883,53.35,9.41,9.41
2H8,1.0,3.275,FAUC,1.507,53.35,9.43,9.43
2H8,1.0,1.31,FAUC,1.705,53.35,9.44,9.44
2H8,1.0,0.917,FAUC,1.399,53.35,9.48,9.48
2H8,1.0,0.39299999999999996,FAUC,0.365,53.35,9.57,9.57
2H8,1.0,0.917,FAUC,0.897,53.35,9.65,9.65
2H8,1.0,0.131,FAUC,1.21,53.35,9.73,9.73
2H8,1.0,0.131,FAUC,0.40299999999999997,53.35,9.98,9.98
2H8,1.0,0.131,FAUC,0.40299999999999997,53.35,10.04,10.04
2H8,1.0,0.131,FAUC,0.8059999999999999,53.35,10.05,10.05
2H8,1.0,0.131,FAUC,0.40299999999999997,53.35,10.06,10.06
2H8,1.0,0.39299999999999996,FAUC,1.114,53.35,10.1,10.1
2H8,1.0,0.131,FAUC,0.691,53.35,10.14,10.14
2H8,1.0,0.262,FAUC,0.8640000000000001,53.35,10.21,10.21
