Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr)
3H1,1.0,0.917,FAUC,1.2009999999999998,53.35,0.08,0.08
3H1,1.0,9.04,SHWR,1.79,53.35,0.19,0.19
3H1,1.0,0.262,FAUC,0.8059999999999999,53.35,0.39,0.39
3H1,1.0,1.5719999999999998,FAUC,1.454,53.35,0.45,0.45
3H1,1.0,0.131,FAUC,1.325,53.35,0.5,0.5
3H1,1.0,0.39299999999999996,FAUC,1.382,53.35,5.83,5.83
3H1,1.0,0.7859999999999999,FAUC,0.768,53.35,8.1,8.1
3H1,1.0,0.262,FAUC,0.893,53.35,8.18,8.18
3H1,1.0,2.358,FAUC,0.8540000000000001,53.35,8.23,8.23
3H1,1.0,1.31,FAUC,1.3359999999999999,53.35,8.32,8.32
3H1,1.0,0.131,FAUC,0.8640000000000001,53.35,8.37,8.37
3H1,1.0,0.39299999999999996,FAUC,0.96,53.35,8.44,8.44
3H1,1.0,0.262,FAUC,0.8059999999999999,53.35,8.52,8.52
3H1,1.0,0.131,FAUC,0.922,53.35,8.61,8.61
3H1,1.0,0.262,FAUC,0.9790000000000001,53.35,8.61,8.61
3H1,1.0,0.7859999999999999,FAUC,1.354,53.35,8.62,8.62
3H1,1.0,0.262,FAUC,0.49,53.35,8.64,8.64
3H1,1.0,0.39299999999999996,FAUC,0.7490000000000001,53.35,8.65,8.65
3H1,1.0,0.39299999999999996,FAUC,0.902,53.35,8.69,8.69
3H1,1.0,0.262,FAUC,0.893,53.35,8.7,8.7
3H1,1.0,0.131,FAUC,0.8059999999999999,53.35,8.75,8.75
3H1,1.0,2.489,FAUC,1.795,53.35,8.79,8.79
3H1,1.0,0.262,FAUC,0.40299999999999997,53.35,8.91,8.91
3H1,1.0,1.834,FAUC,1.23,53.35,9.02,9.02
3H1,1.0,0.131,FAUC,0.28800000000000003,53.35,9.07,9.07
3H1,1.0,0.262,FAUC,1.642,53.35,9.13,9.13
3H1,1.0,0.262,FAUC,1.814,53.35,9.27,9.27
3H1,1.0,1.834,FAUC,1.3330000000000002,53.35,9.29,9.29
3H1,1.0,0.39299999999999996,FAUC,0.883,53.35,9.35,9.35
3H1,1.0,0.131,FAUC,0.28800000000000003,53.35,9.48,9.48
3H1,1.0,0.131,FAUC,0.28800000000000003,53.35,9.5,9.5
3H1,1.0,0.131,FAUC,1.2670000000000001,53.35,9.5,9.5
3H1,1.0,1.4409999999999998,FAUC,1.744,53.35,9.52,9.52
3H1,1.0,0.131,FAUC,0.28800000000000003,53.35,9.59,9.59
3H1,1.0,0.917,FAUC,1.7690000000000001,53.35,9.6,9.6
3H1,1.0,0.39299999999999996,FAUC,1.344,53.35,9.64,9.64
