Day,Fixture,Start time (hr),Duration (min),Flow Rate (gpm),Volume (gal),,,Weekday,Weekend,Holiday,All
4.00E+03,FAUC,9.96,0.131,0.691,0.090521,,,,,,
4.00E+03,FAUC,9.98,0.131,0.806,0.105586,,,,,,
4.00E+03,FAUC,10.11,0.131,1.267,0.165977,,,,,,
4.00E+03,FAUC,10.11,0.917,1.119,1.026123,,,,,,
4.00E+03,FAUC,10.29,0.393,0.653,0.256629,,,,,,
4.00E+03,FAUC,10.41,0.131,0.518,0.067858,,,,,,
4.00E+03,FAUC,10.42,0.917,0.963,0.883071,,,,,,
4.00E+03,FAUC,10.45,0.131,0.518,0.067858,,,,,,
4.00E+03,FAUC,10.45,0.393,0.768,0.301824,,,,,,
4.00E+03,FAUC,10.78,0.393,0.672,0.264096,,,,,,
4.00E+03,FAUC,10.85,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,10.97,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,10.99,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,11.58,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,11.83,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,11.92,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,12.9,0.262,0.547,0.143314,,,,,,
4.00E+03,FAUC,12.9,0.262,0.893,0.233966,,,,,,
4.00E+03,FAUC,12.91,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,12.92,0.262,0.634,0.166108,,,,,,
4.00E+03,FAUC,12.99,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,12.99,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,13,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,13.02,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,13.03,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,13.04,0.262,0.461,0.120782,,,,,,
4.00E+03,FAUC,13.19,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,13.2,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,13.24,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,13.35,0.524,0.936,0.490464,,,,,,
4.00E+03,FAUC,13.38,0.655,0.956,0.62618,,,,,,
4.00E+03,FAUC,13.4,0.393,0.883,0.347019,,,,,,
4.00E+03,FAUC,13.41,0.655,0.68,0.4454,,,,,,
4.00E+03,FAUC,13.44,0.917,0.889,0.815213,,,,,,
4.00E+03,FAUC,13.46,0.393,0.883,0.347019,,,,,,
4.00E+03,FAUC,13.48,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,13.54,0.262,0.634,0.166108,,,,,,
4.00E+03,FAUC,13.55,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,13.62,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,13.64,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,13.65,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,13.76,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,14.18,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,14.79,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,15.08,0.262,1.267,0.331954,,,,,,
4.00E+03,FAUC,15.11,0.262,0.576,0.150912,,,,,,
4.00E+03,FAUC,15.15,0.393,0.518,0.203574,,,,,,
4.00E+03,FAUC,16.51,0.262,0.979,0.256498,,,,,,
4.00E+03,FAUC,16.74,0.131,0.576,0.075456,,,,,,
4.00E+03,FAUC,16.75,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,17.28,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,17.33,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,17.34,0.262,0.547,0.143314,,,,,,
4.00E+03,FAUC,17.36,0.262,0.72,0.18864,,,,,,
4.00E+03,FAUC,17.51,0.262,0.893,0.233966,,,,,,
4.00E+03,FAUC,17.53,0.131,0.922,0.120782,,,,,,
4.00E+03,FAUC,17.54,0.262,0.979,0.256498,,,,,,
4.00E+03,FAUC,17.62,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,17.85,0.131,0.403,0.052793,,,,,,
4.00E+03,FAUC,17.88,1.31,0.91,1.1921,,,,,,
4.00E+03,FAUC,17.91,0.393,0.826,0.324618,,,,,,
4.00E+03,FAUC,17.93,0.131,0.922,0.120782,,,,,,
4.00E+03,FAUC,17.94,0.524,0.85,0.4454,,,,,,
4.00E+03,FAUC,17.96,0.131,0.518,0.067858,,,,,,
4.00E+03,FAUC,18,0.131,0.634,0.083054,,,,,,
4.00E+03,FAUC,18.03,0.393,0.71,0.27903,,,,,,
4.00E+03,FAUC,18.18,1.048,0.734,0.769232,,,,,,
4.00E+03,FAUC,18.21,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,18.42,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,19.17,0.393,0.499,0.196107,,,,,,
4.00E+03,FAUC,19.73,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,19.98,0.655,1.002,0.65631,,,,,,
4.00E+03,FAUC,20.91,0.393,0.595,0.233835,,,,,,
4.00E+03,FAUC,20.94,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,21.31,0.131,0.922,0.120782,,,,,,
4.00E+03,FAUC,21.31,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,21.33,0.262,0.806,0.211172,,,,,,
4.00E+03,FAUC,21.34,0.393,0.538,0.211434,,,,,,
4.00E+03,FAUC,21.39,0.262,0.72,0.18864,,,,,,
4.00E+03,FAUC,21.4,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,21.55,0.131,0.461,0.060391,,,,,,
4.00E+03,FAUC,23.07,0.524,1.44,0.75456,,,,,,
4.00E+03,FAUC,23.13,0.262,0.72,0.18864,,,,,,
4.00E+03,FAUC,23.4,0.393,0.422,0.165846,,,,,,
4.00E+03,FAUC,23.5,0.131,0.346,0.045326,,,,,,
4.00E+03,SHWR,8.98,9.171,2,18.342,,,,,,
4.00E+03,SHWR,18.88,6.288,2,12.576,,,,,,
4.00E+04,CWSH,12.32,1.167,1.377,1.606959,,,,,,
4.00E+04,CWSH,12.35,4.167,1.379,5.746293,,,,,,
4.00E+04,CWSH,12.65,4,1.324,5.296,,,,,,
4.00E+04,FAUC,6.87,0.131,0.518,0.067858,,,,,,
4.00E+04,FAUC,6.88,0.131,0.288,0.037728,,,,,,
4.00E+04,FAUC,6.88,0.131,0.864,0.113184,,,,,,
4.00E+04,FAUC,7.25,0.131,1.613,0.211303,,,,,,
4.00E+04,FAUC,7.38,0.131,0.634,0.083054,,,,,,
4.00E+04,FAUC,7.46,0.393,1.517,0.596181,,,,,,
4.00E+04,FAUC,7.51,0.393,0.883,0.347019,,,,,,
4.00E+04,FAUC,7.54,0.262,0.49,0.12838,,,,,,
4.00E+04,FAUC,7.76,0.262,1.066,0.279292,,,,,,
4.00E+04,FAUC,7.89,0.131,0.806,0.105586,,,,,,
4.00E+04,FAUC,8.45,0.131,0.461,0.060391,,,,,,
4.00E+04,FAUC,8.47,0.131,0.403,0.052793,,,,,,
4.00E+04,FAUC,8.71,0.131,0.979,0.128249,,,,,,
4.00E+04,FAUC,8.72,0.393,0.922,0.362346,,,,,,
4.00E+04,FAUC,8.92,0.393,1.094,0.429942,,,,,,
4.00E+04,FAUC,9.17,0.655,1.452,0.95106,,,,,,
4.00E+04,FAUC,9.19,5.371,0.02,0.10742,,,,,,
4.00E+04,FAUC,9.3,0.131,1.267,0.165977,,,,,,
4.00E+04,FAUC,9.44,0.393,1.248,0.490464,,,,,,
4.00E+04,FAUC,9.46,0.131,1.094,0.143314,,,,,,
4.00E+04,FAUC,9.95,0.131,0.691,0.090521,,,,,,
4.00E+04,FAUC,9.97,0.262,1.267,0.331954,,,,,,
4.00E+04,FAUC,10.18,0.393,1.882,0.739626,,,,,,
4.00E+04,FAUC,10.24,0.131,0.461,0.060391,,,,,,
4.00E+04,FAUC,10.27,0.524,1.138,0.596312,,,,,,
4.00E+04,FAUC,10.3,0.262,0.749,0.196238,,,,,,
4.00E+04,FAUC,10.32,0.131,0.461,0.060391,,,,,,
4.00E+04,FAUC,10.33,0.393,1.402,0.550986,,,,,,
4.00E+04,FAUC,10.34,0.131,0.576,0.075456,,,,,,
4.00E+04,FAUC,10.38,0.131,0.806,0.105586,,,,,,
4.00E+04,FAUC,10.39,0.262,0.173,0.045326,,,,,,
4.00E+04,FAUC,10.39,1.441,0.864,1.245024,,,,,,
4.00E+04,FAUC,10.41,0.131,1.094,0.143314,,,,,,
4.00E+04,FAUC,10.43,0.131,0.634,0.083054,,,,,,
4.00E+04,FAUC,10.43,0.131,0.922,0.120782,,,,,,
4.00E+04,FAUC,10.44,0.655,1.117,0.731635,,,,,,
4.00E+04,FAUC,10.49,0.262,1.526,0.399812,,,,,,
4.00E+04,FAUC,10.56,1.834,1.559,2.859206,,,,,,
4.00E+04,FAUC,10.58,0.131,1.152,0.150912,,,,,,
4.00E+04,FAUC,10.62,0.131,0.346,0.045326,,,,,,
4.00E+04,FAUC,10.65,0.262,0.605,0.15851,,,,,,
4.00E+04,FAUC,10.73,0.262,0.576,0.150912,,,,,,
4.00E+04,FAUC,10.74,0.131,0.864,0.113184,,,,,,
4.00E+04,FAUC,10.74,0.393,1.094,0.429942,,,,,,
4.00E+04,FAUC,10.75,1.834,0.058,0.106372,,,,,,
4.00E+04,FAUC,10.79,0.262,0.461,0.120782,,,,,,
4.00E+04,FAUC,10.83,0.131,0.806,0.105586,,,,,,
4.00E+04,FAUC,10.9,0.262,1.728,0.452736,,,,,,
4.00E+04,FAUC,10.91,0.262,0.835,0.21877,,,,,,
4.00E+04,FAUC,10.92,0.262,2.88,0.75456,,,,,,
4.00E+04,FAUC,10.94,0.131,0.403,0.052793,,,,,,
4.00E+04,FAUC,12.5,0.131,0.634,0.083054,,,,,,
4.00E+04,FAUC,12.81,0.262,3.139,0.822418,,,,,,
4.00E+04,FAUC,14.06,0.131,1.44,0.18864,,,,,,
4.00E+04,FAUC,14.42,0.131,0.346,0.045326,,,,,,
4.00E+04,FAUC,14.52,1.965,2.001,3.931965,,,,,,
4.00E+04,FAUC,14.62,0.131,0.403,0.052793,,,,,,
4.00E+04,FAUC,14.68,0.131,0.518,0.067858,,,,,,
4.00E+04,FAUC,14.9,0.131,0.518,0.067858,,,,,,
4.00E+04,FAUC,15.72,0.524,0.821,0.430204,,,,,,
4.00E+04,FAUC,15.77,0.262,0.778,0.203836,,,,,,
4.00E+04,FAUC,15.77,0.131,0.288,0.037728,,,,,,
4.00E+04,FAUC,15.78,0.131,0.346,0.045326,,,,,,
4.00E+04,FAUC,15.79,0.131,1.786,0.233966,,,,,,
4.00E+04,FAUC,15.8,1.441,0.042,0.060522,,,,,,
4.00E+04,FAUC,15.83,0.131,0.461,0.060391,,,,,,
4.00E+04,FAUC,18.03,0.393,0.806,0.316758,,,,,,
4.00E+04,FAUC,19.91,0.262,0.49,0.12838,,,,,,
4.00E+04,FAUC,19.91,2.227,0.075,0.167025,,,,,,
4.00E+04,FAUC,19.97,0.131,1.382,0.181042,,,,,,
4.00E+04,FAUC,20.5,0.262,0.547,0.143314,,,,,,
4.00E+04,FAUC,21.39,0.393,0.73,0.28689,,,,,,
4.00E+04,FAUC,21.45,0.393,0.826,0.324618,,,,,,
4.00E+04,FAUC,21.51,0.262,1.44,0.37728,,,,,,
4.00E+04,FAUC,21.71,0.262,1.008,0.264096,,,,,,
4.00E+04,FAUC,21.71,1.834,1.041,1.909194,,,,,,
4.00E+04,FAUC,21.93,0.262,1.613,0.422606,,,,,,
4.00E+04,FAUC,22.05,3.93,0.031,0.12183,,,,,,
4.00E+04,FAUC,22.13,0.262,1.354,0.354748,,,,,,
4.00E+04,FAUC,22.44,1.572,1.723,2.708556,,,,,,
4.00E+04,FAUC,22.48,0.131,1.152,0.150912,,,,,,
4.00E+04,FAUC,22.52,0.393,0.998,0.392214,,,,,,
4.00E+04,FAUC,22.55,0.131,0.346,0.045326,,,,,,
4.00E+04,FAUC,22.56,0.131,0.346,0.045326,,,,,,
4.00E+04,FAUC,23.68,0.393,1.382,0.543126,,,,,,
4.00E+04,SHWR,9.01,6.681,1.839,12.286359,,,,,,
4.00E+04,SHWR,14.28,4.585,1.781,8.165885,,,,,,
4.00E+04,SHWR,21.91,6.288,1.967,12.368496,,,,,,
4.00E+05,BATH,18.89,3.481,3.056,10.637936,,,,,,
4.00E+05,CWSH,6.96,1,1.387,1.387,,,,,,
4.00E+05,CWSH,7,1.167,1.418,1.654806,,,,,,
4.00E+05,CWSH,7.02,1,0.932,0.932,,,,,,
4.00E+05,CWSH,7.04,0.333,1.387,0.461871,,,,,,
4.00E+05,CWSH,7.07,0.333,0.564,0.187812,,,,,,
4.00E+05,CWSH,7.51,0.333,0.954,0.317682,,,,,,
4.00E+05,CWSH,7.68,0.333,0.954,0.317682,,,,,,
4.00E+05,CWSH,7.97,1.667,1.244,2.073748,,,,,,
4.00E+05,CWSH,8.01,0.667,1.409,0.939803,,,,,,
4.00E+05,CWSH,8.03,0.5,1.315,0.6575,,,,,,
4.00E+05,CWSH,8.04,0.167,0.173,0.028891,,,,,,
4.00E+05,CWSH,8.05,0.333,0.477,0.158841,,,,,,
4.00E+05,CWSH,8.32,1.5,1.296,1.944,,,,,,
4.00E+05,CWSH,8.35,0.833,1.214,1.011262,,,,,,
4.00E+05,CWSH,8.37,0.5,1.156,0.578,,,,,,
4.00E+05,CWSH,9.69,1,0.999,0.999,,,,,,
4.00E+05,CWSH,9.72,3,1.135,3.405,,,,,,
4.00E+05,CWSH,9.97,0.333,0.715,0.238095,,,,,,
4.00E+05,CWSH,10.04,0.333,0.783,0.260739,,,,,,
4.00E+05,CWSH,10.12,3.5,1.098,3.843,,,,,,
4.00E+05,CWSH,10.48,3.5,1.116,3.906,,,,,,
4.00E+05,FAUC,6.56,0.124,0.806,0.099944,,,,,,
4.00E+05,FAUC,6.57,0.124,0.288,0.035712,,,,,,
4.00E+05,FAUC,6.99,0.124,0.288,0.035712,,,,,,
4.00E+05,FAUC,7.86,0.124,1.325,0.1643,,,,,,
4.00E+05,FAUC,8.41,2.362,1.373,3.243026,,,,,,
4.00E+05,FAUC,8.92,0.124,1.67,0.20708,,,,,,
4.00E+05,FAUC,9.49,0.249,0.634,0.157866,,,,,,
4.00E+05,FAUC,10.92,2.362,1.652,3.902024,,,,,,
4.00E+05,FAUC,11,0.622,0.472,0.293584,,,,,,
4.00E+05,FAUC,11.01,0.249,1.094,0.272406,,,,,,
4.00E+05,FAUC,11.03,0.249,0.605,0.150645,,,,,,
4.00E+05,FAUC,11.05,0.124,0.518,0.064232,,,,,,
4.00E+05,FAUC,11.15,0.497,1.051,0.522347,,,,,,
4.00E+05,FAUC,11.2,0.124,0.518,0.064232,,,,,,
4.00E+05,FAUC,11.27,0.124,0.288,0.035712,,,,,,
4.00E+05,FAUC,11.4,0.249,0.922,0.229578,,,,,,
4.00E+05,FAUC,11.45,0.87,0.107,0.09309,,,,,,
4.00E+05,FAUC,11.51,0.124,0.691,0.085684,,,,,,
4.00E+05,FAUC,11.52,0.249,0.461,0.114789,,,,,,
4.00E+05,FAUC,11.53,0.124,0.403,0.049972,,,,,,
4.00E+05,FAUC,11.69,0.249,0.778,0.193722,,,,,,
4.00E+05,FAUC,13.92,0.497,0.907,0.450779,,,,,,
4.00E+05,FAUC,14.05,2.86,1.215,3.4749,,,,,,
4.00E+05,FAUC,14.26,0.124,0.403,0.049972,,,,,,
4.00E+05,FAUC,15.01,0.622,1.221,0.759462,,,,,,
4.00E+05,FAUC,15.07,0.249,1.037,0.258213,,,,,,
4.00E+05,FAUC,17.87,0.124,0.288,0.035712,,,,,,
4.00E+05,FAUC,17.89,0.249,2.045,0.509205,,,,,,
4.00E+05,FAUC,18.96,0.373,0.211,0.078703,,,,,,
4.00E+05,FAUC,19.21,0.124,0.288,0.035712,,,,,,
4.00E+05,FAUC,20.05,1.119,0.038,0.042522,,,,,,
4.00E+05,FAUC,20.08,0.124,0.288,0.035712,,,,,,
4.00E+05,FAUC,20.12,0.124,0.518,0.064232,,,,,,
4.00E+05,FAUC,20.27,0.124,0.403,0.049972,,,,,,
4.00E+05,FAUC,20.28,0.124,0.922,0.114328,,,,,,
4.00E+05,FAUC,20.46,0.124,0.403,0.049972,,,,,,
4.00E+05,FAUC,20.51,0.249,1.037,0.258213,,,,,,
4.00E+05,SHWR,8.85,6.589,1.874,12.347786,,,,,,
4.00E+05,SHWR,17.72,7.087,1.914,13.564518,,,,,,
4.00E+05,SHWR,17.73,3.73,2,7.46,,,,,,
4.00E+06,CWSH,10.11,5.667,1.087,6.160029,,,,,,
4.00E+06,CWSH,10.4,0.333,0.408,0.135864,,,,,,
4.00E+06,CWSH,10.41,10.333,0.586,6.055138,,,,,,
4.00E+06,CWSH,10.68,0.333,0.433,0.144189,,,,,,
4.00E+06,CWSH,10.69,0.5,0.317,0.1585,,,,,,
4.00E+06,CWSH,12.81,5.667,1.084,6.143028,,,,,,
4.00E+06,CWSH,13.08,0.333,0.406,0.135198,,,,,,
4.00E+06,CWSH,13.09,10.333,0.588,6.075804,,,,,,
4.00E+06,CWSH,13.36,0.333,0.423,0.140859,,,,,,
4.00E+06,CWSH,13.37,0.667,0.229,0.152743,,,,,,
4.00E+06,FAUC,2.21,1.703,1.298,2.210494,,,,,,
4.00E+06,FAUC,7.68,0.262,1.382,0.362084,,,,,,
4.00E+06,FAUC,8.66,0.131,0.576,0.075456,,,,,,
4.00E+06,FAUC,8.87,1.703,0.04,0.06812,,,,,,
4.00E+06,FAUC,9.78,13.494,1.14,15.38316,,,,,,
4.00E+06,FAUC,10.26,0.524,1.627,0.852548,,,,,,
4.00E+06,FAUC,11.59,0.393,0.691,0.271563,,,,,,
4.00E+06,FAUC,12.22,0.131,0.403,0.052793,,,,,,
4.00E+06,FAUC,12.69,0.262,1.094,0.286628,,,,,,
4.00E+06,FAUC,12.69,0.524,0.734,0.384616,,,,,,
4.00E+06,FAUC,13.71,0.524,1.483,0.777092,,,,,,
4.00E+06,FAUC,14.01,0.393,3.533,1.388469,,,,,,
4.00E+06,FAUC,14.44,0.524,1.21,0.63404,,,,,,
4.00E+06,FAUC,17.37,0.393,1.248,0.490464,,,,,,
4.00E+06,FAUC,17.51,0.655,1.601,1.048655,,,,,,
4.00E+06,FAUC,17.54,0.917,1.218,1.116906,,,,,,
4.00E+06,FAUC,17.56,0.262,0.259,0.067858,,,,,,
4.00E+06,FAUC,17.57,0.393,0.653,0.256629,,,,,,
4.00E+06,FAUC,17.58,0.655,1.014,0.66417,,,,,,
4.00E+06,FAUC,17.61,0.524,1.238,0.648712,,,,,,
4.00E+06,FAUC,17.63,0.131,0.634,0.083054,,,,,,
4.00E+06,FAUC,17.65,0.262,0.547,0.143314,,,,,,
4.00E+06,FAUC,17.79,0.393,1.286,0.505398,,,,,,
4.00E+06,FAUC,17.82,0.262,0.49,0.12838,,,,,,
4.00E+06,FAUC,17.83,0.786,0.97,0.76242,,,,,,
4.00E+06,FAUC,17.94,0.131,0.576,0.075456,,,,,,
4.00E+06,FAUC,18.11,0.917,1.061,0.972937,,,,,,
4.00E+06,FAUC,18.54,0.524,0.95,0.4978,,,,,,
4.00E+06,FAUC,18.55,0.131,0.288,0.037728,,,,,,
4.00E+06,FAUC,19.16,0.131,0.634,0.083054,,,,,,
4.00E+06,FAUC,19.17,0.524,1.037,0.543388,,,,,,
4.00E+06,FAUC,19.23,0.393,1.459,0.573387,,,,,,
4.00E+06,FAUC,19.4,0.524,1.627,0.852548,,,,,,
4.00E+06,FAUC,19.44,0.131,0.403,0.052793,,,,,,
4.00E+06,FAUC,19.62,0.917,1.267,1.161839,,,,,,
4.00E+06,FAUC,20.53,0.131,0.461,0.060391,,,,,,
4.00E+06,FAUC,20.65,0.786,0.931,0.731766,,,,,,
4.00E+06,FAUC,20.72,0.655,0.864,0.56592,,,,,,
4.00E+06,FAUC,20.74,1.179,1.747,2.059713,,,,,,
4.00E+06,FAUC,20.77,1.179,1.472,1.735488,,,,,,
4.00E+06,SHWR,11.68,9.564,2,19.128,,,,,,
4.00E+06,SHWR,16.16,6.812,2,13.624,,,,,,
4.00E+07,CWSH,11.05,3,1.895,5.685,,,,,,
4.00E+07,CWSH,11.32,1.167,1.683,1.964061,,,,,,
4.00E+07,CWSH,11.35,2.833,1.765,5.000245,,,,,,
4.00E+07,CWSH,17.01,2,2.743,5.486,,,,,,
4.00E+07,CWSH,17.19,1.167,1.994,2.326998,,,,,,
4.00E+07,CWSH,17.23,2.167,2.233,4.838911,,,,,,
4.00E+07,CWSH,19.9,2.167,2.174,4.711058,,,,,,
4.00E+07,CWSH,20.19,1.167,2.037,2.377179,,,,,,
4.00E+07,CWSH,20.22,2.5,2.225,5.5625,,,,,,
4.00E+07,DWSH,0.05,1.167,0.984,1.148328,,,,,,
4.00E+07,DWSH,0.17,1,0.981,0.981,,,,,,
4.00E+07,DWSH,0.35,1,0.965,0.965,,,,,,
4.00E+07,DWSH,1.33,1,0.941,0.941,,,,,,
4.00E+07,DWSH,1.43,1,0.965,0.965,,,,,,
4.00E+07,DWSH,23.06,1.167,1.553,1.812351,,,,,,
4.00E+07,DWSH,23.18,1,1.581,1.581,,,,,,
4.00E+07,DWSH,23.36,1,1.607,1.607,,,,,,
4.00E+07,FAUC,0,1.703,1.976,3.365128,,,,,,
4.00E+07,FAUC,9.34,2.358,1.987,4.685346,,,,,,
4.00E+07,FAUC,9.49,0.131,0.691,0.090521,,,,,,
4.00E+07,FAUC,9.62,0.524,1.368,0.716832,,,,,,
4.00E+07,FAUC,9.74,0.393,0.48,0.18864,,,,,,
4.00E+07,FAUC,9.88,0.917,0.913,0.837221,,,,,,
4.00E+07,FAUC,9.91,0.524,0.792,0.415008,,,,,,
4.00E+07,FAUC,9.93,0.393,0.461,0.181173,,,,,,
4.00E+07,FAUC,9.94,0.131,0.288,0.037728,,,,,,
4.00E+07,FAUC,9.97,0.524,0.734,0.384616,,,,,,
4.00E+07,FAUC,10,0.262,0.547,0.143314,,,,,,
4.00E+07,FAUC,10.04,0.655,0.956,0.62618,,,,,,
4.00E+07,FAUC,10.1,0.393,0.576,0.226368,,,,,,
4.00E+07,FAUC,10.12,0.262,0.605,0.15851,,,,,,
4.00E+07,FAUC,10.13,0.131,0.518,0.067858,,,,,,
4.00E+07,FAUC,10.14,0.262,0.749,0.196238,,,,,,
4.00E+07,FAUC,10.18,0.262,0.49,0.12838,,,,,,
4.00E+07,FAUC,10.21,0.786,0.749,0.588714,,,,,,
4.00E+07,FAUC,10.39,0.262,0.634,0.166108,,,,,,
4.00E+07,FAUC,10.4,0.393,0.538,0.211434,,,,,,
4.00E+07,FAUC,10.48,0.131,0.634,0.083054,,,,,,
4.00E+07,FAUC,10.49,0.131,0.576,0.075456,,,,,,
4.00E+07,FAUC,10.52,0.131,0.403,0.052793,,,,,,
4.00E+07,FAUC,10.76,0.262,0.893,0.233966,,,,,,
4.00E+07,FAUC,10.77,2.096,1.973,4.135408,,,,,,
4.00E+07,FAUC,10.79,0.393,1.613,0.633909,,,,,,
4.00E+07,FAUC,10.93,0.262,0.95,0.2489,,,,,,
4.00E+07,FAUC,11,0.262,0.662,0.173444,,,,,,
4.00E+07,FAUC,11.01,0.131,0.576,0.075456,,,,,,
4.00E+07,FAUC,11.13,0.131,0.979,0.128249,,,,,,
4.00E+07,FAUC,11.17,0.524,1.426,0.747224,,,,,,
4.00E+07,FAUC,11.51,0.131,0.288,0.037728,,,,,,
4.00E+07,FAUC,11.6,0.131,0.403,0.052793,,,,,,
4.00E+07,FAUC,11.84,0.131,0.518,0.067858,,,,,,
4.00E+07,FAUC,11.85,0.131,0.691,0.090521,,,,,,
4.00E+07,FAUC,13.84,0.131,0.403,0.052793,,,,,,
4.00E+07,FAUC,13.9,0.131,0.346,0.045326,,,,,,
4.00E+07,FAUC,14.06,0.131,0.576,0.075456,,,,,,
4.00E+07,FAUC,14.08,0.917,1.679,1.539643,,,,,,
4.00E+07,FAUC,14.11,0.262,1.094,0.286628,,,,,,
4.00E+07,FAUC,14.12,0.262,0.749,0.196238,,,,,,
4.00E+07,FAUC,14.14,0.262,1.094,0.286628,,,,,,
4.00E+07,FAUC,17.73,0.131,0.518,0.067858,,,,,,
4.00E+07,FAUC,17.78,0.262,0.662,0.173444,,,,,,
4.00E+07,FAUC,17.9,0.393,0.979,0.384747,,,,,,
4.00E+07,FAUC,17.93,0.655,0.461,0.301955,,,,,,
4.00E+07,FAUC,18,0.131,0.403,0.052793,,,,,,
4.00E+07,FAUC,18.05,0.524,0.619,0.324356,,,,,,
4.00E+07,FAUC,18.72,0.917,1.687,1.546979,,,,,,
4.00E+07,FAUC,19.09,0.131,0.576,0.075456,,,,,,
4.00E+07,FAUC,19.1,0.655,0.495,0.324225,,,,,,
4.00E+07,FAUC,19.22,1.31,0.996,1.30476,,,,,,
4.00E+07,FAUC,19.25,0.655,1.014,0.66417,,,,,,
4.00E+07,FAUC,19.28,0.524,1.094,0.573256,,,,,,
4.00E+07,FAUC,20.54,0.262,0.461,0.120782,,,,,,
4.00E+07,FAUC,22.78,0.131,0.403,0.052793,,,,,,
4.00E+07,FAUC,23.03,0.131,0.806,0.105586,,,,,,
4.00E+07,SHWR,18.7,6.419,2,12.838,,,,,,
4.00E+07,SHWR,19.12,4.716,2,9.432,,,,,,
4.00E+07,SHWR,20.07,3.013,2,6.026,,,,,,
4.00E+08,CWSH,8.56,3.167,1.133,3.588211,,,,,,
4.00E+08,CWSH,8.61,0.333,1.116,0.371628,,,,,,
4.00E+08,CWSH,8.62,0.5,0.424,0.212,,,,,,
4.00E+08,CWSH,8.9,0.167,0.687,0.114729,,,,,,
4.00E+08,CWSH,8.9,2.333,1.097,2.559301,,,,,,
4.00E+08,CWSH,9.01,3,0.965,2.895,,,,,,
4.00E+08,CWSH,9.15,3,0.969,2.907,,,,,,
4.00E+08,CWSH,19.3,1.333,1.243,1.656919,,,,,,
4.00E+08,CWSH,19.32,1.5,0.872,1.308,,,,,,
4.00E+08,CWSH,19.61,0.167,0.885,0.147795,,,,,,
4.00E+08,CWSH,19.62,2.333,1.314,3.065562,,,,,,
4.00E+08,CWSH,19.73,0.167,1.006,0.168002,,,,,,
4.00E+08,CWSH,19.74,2.333,1.268,2.958244,,,,,,
4.00E+08,CWSH,19.88,0.167,0.684,0.114228,,,,,,
4.00E+08,CWSH,19.89,2.5,1.293,3.2325,,,,,,
4.00E+08,DWSH,11.54,1.667,0.961,1.601987,,,,,,
4.00E+08,DWSH,11.59,0.333,0.687,0.228771,,,,,,
4.00E+08,DWSH,11.82,1.667,0.944,1.573648,,,,,,
4.00E+08,DWSH,11.96,1.667,0.957,1.595319,,,,,,
4.00E+08,FAUC,0.04,0.131,0.346,0.045326,,,,,,
4.00E+08,FAUC,0.75,0.131,0.346,0.045326,,,,,,
4.00E+08,FAUC,2.99,0.131,0.403,0.052793,,,,,,
4.00E+08,FAUC,2.99,0.131,0.346,0.045326,,,,,,
4.00E+08,FAUC,5.02,0.131,0.346,0.045326,,,,,,
4.00E+08,FAUC,5.35,0.131,0.346,0.045326,,,,,,
4.00E+08,FAUC,5.59,0.131,0.346,0.045326,,,,,,
4.00E+08,FAUC,5.74,0.131,0.346,0.045326,,,,,,
4.00E+08,FAUC,5.91,0.131,0.346,0.045326,,,,,,
4.00E+08,FAUC,6.19,0.131,0.346,0.045326,,,,,,
4.00E+08,FAUC,7.24,0.131,0.346,0.045326,,,,,,
4.00E+08,FAUC,8.09,0.393,0.71,0.27903,,,,,,
