Day,Fixture,Start time (hr),Duration (min),Flow Rate (gpm)
4D1,BATH,8.02,1.833,7.342
4D1,DWSH,9.07,1.167,1.035
4D1,DWSH,9.16,1.167,0.970
4D1,DWSH,9.53,0.667,1.071
4D1,DWSH,9.59,1.000,1.005
4D1,DWSH,9.66,1.000,0.942
4D1,FAUC,7.67,0.167,0.576
4D1,FAUC,7.67,0.167,0.403
4D1,FAUC,8.02,2.167,1.099
4D1,FAUC,8.06,0.167,0.749
4D1,FAUC,8.10,2.833,1.369
4D1,FAUC,8.24,0.333,0.778
4D1,FAUC,9.06,0.333,0.864
4D1,FAUC,9.06,0.667,1.238
4D1,FAUC,9.07,1.000,0.490
4D1,FAUC,9.25,0.833,0.657
4D1,FAUC,9.26,0.167,1.901
4D1,FAUC,10.16,0.167,0.403
4D1,FAUC,12.20,0.333,0.576
4D1,FAUC,17.11,0.333,0.576
4D1,FAUC,17.13,0.667,1.440
4D1,FAUC,17.65,0.333,1.066
4D1,FAUC,17.68,0.333,1.814
4D1,FAUC,17.70,0.167,0.403
4D1,FAUC,17.72,0.167,0.634
4D1,FAUC,17.72,0.167,1.325
4D1,FAUC,17.74,0.167,0.403
4D1,FAUC,17.77,0.167,0.461
4D1,FAUC,17.78,0.500,1.536
4D1,FAUC,17.93,0.167,0.576
4D1,FAUC,17.96,0.333,0.864
4D1,FAUC,18.09,0.167,0.403
4D1,FAUC,18.13,0.500,2.554
4D1,FAUC,18.30,0.167,1.382
4D1,FAUC,18.30,0.167,0.403
4D1,FAUC,18.57,0.167,0.806
4D1,FAUC,18.58,0.500,1.075
4D1,FAUC,18.59,0.333,0.317
4D1,FAUC,18.60,0.500,2.035
4D1,FAUC,18.64,0.167,2.131
4D1,FAUC,18.65,0.500,1.152
4D1,FAUC,18.66,0.167,0.749
4D1,FAUC,18.67,0.667,1.426
4D1,FAUC,18.68,0.167,1.152
4D1,FAUC,18.69,0.333,1.440
4D1,FAUC,18.70,0.167,0.403
4D1,FAUC,18.71,0.167,0.403
4D1,FAUC,20.38,0.167,0.403
4D1,FAUC,23.30,0.167,0.403
4D1,FAUC,23.31,1.333,1.318
4D1,FAUC,23.37,0.167,0.403
4D1,FAUC,23.39,0.667,0.576
4D1,SHWR,7.79,10.500,1.262
4D1,SHWR,9.89,12.667,1.521
4D1,SHWR,19.57,8.833,1.568
4D1,SHWR,20.10,12.833,1.570
4D2,CWSH,7.54,4.000,1.458
4D2,CWSH,7.96,4.000,1.426
4D2,CWSH,8.12,0.333,1.343
4D2,CWSH,8.13,0.333,1.992
4D2,CWSH,19.11,4.333,1.352
4D2,CWSH,19.53,4.000,1.478
4D2,CWSH,19.69,0.500,0.918
4D2,CWSH,19.70,0.500,0.847
4D2,FAUC,5.84,0.333,0.724
4D2,FAUC,7.05,0.333,0.951
4D2,FAUC,7.33,0.667,0.600
4D2,FAUC,9.43,0.167,0.272
4D2,FAUC,9.84,0.833,0.290
4D2,FAUC,10.62,0.167,0.272
4D2,FAUC,10.63,0.500,1.177
4D2,FAUC,10.64,0.333,0.430
4D2,FAUC,10.92,0.333,0.724
4D2,FAUC,10.93,0.500,0.679
4D2,FAUC,10.96,0.333,1.177
4D2,FAUC,11.08,0.500,0.483
4D2,FAUC,11.10,0.333,0.589
4D2,FAUC,11.61,0.167,0.407
4D2,FAUC,11.62,0.167,0.589
4D2,FAUC,11.64,0.167,0.679
4D2,FAUC,11.66,0.333,0.430
4D2,FAUC,11.97,0.333,0.294
4D2,FAUC,11.98,0.167,0.589
4D2,FAUC,11.99,0.333,0.294
4D2,FAUC,12.18,0.167,0.317
4D2,FAUC,12.36,0.333,0.430
4D2,FAUC,12.37,0.167,0.860
4D2,FAUC,12.97,0.167,0.679
4D2,FAUC,12.98,0.333,0.294
4D2,FAUC,13.18,0.167,0.589
4D2,FAUC,15.09,0.167,0.589
4D2,FAUC,15.10,0.167,0.589
4D2,FAUC,15.10,0.167,0.860
4D2,FAUC,15.83,0.667,1.053
4D2,FAUC,15.97,0.667,1.030
4D2,FAUC,16.07,1.500,0.825
4D2,FAUC,16.13,0.667,0.509
4D2,FAUC,17.26,0.833,1.331
4D2,FAUC,17.29,0.333,0.724
4D2,FAUC,17.35,3.500,2.221
4D2,FAUC,18.17,0.333,0.724
4D2,FAUC,18.39,0.667,1.030
4D2,FAUC,18.45,1.667,1.136
4D2,FAUC,19.27,0.500,0.664
4D2,FAUC,19.29,0.667,0.713
4D2,FAUC,19.53,3.667,1.033
4D2,FAUC,19.81,0.333,1.019
4D2,FAUC,19.90,0.167,0.589
4D2,FAUC,19.92,0.333,0.430
4D2,FAUC,19.96,0.167,0.589
4D2,FAUC,20.00,0.500,0.785
4D2,FAUC,20.01,0.833,0.706
4D2,FAUC,23.05,0.167,0.272
4D2,FAUC,23.39,0.333,0.294
4D2,SHWR,5.63,8.167,1.081
4D2,SHWR,21.58,15.500,1.195
4D3,BATH,9.16,2.333,3.790
4D3,DWSH,19.94,2.000,0.819
4D3,DWSH,20.00,0.167,0.945
4D3,DWSH,20.58,1.833,0.868
4D3,DWSH,20.81,2.000,0.807
4D3,FAUC,0.00,0.167,0.906
4D3,FAUC,0.05,1.000,0.936
4D3,FAUC,0.27,0.333,0.883
4D3,FAUC,0.28,0.500,0.694
4D3,FAUC,0.44,1.833,1.000
4D3,FAUC,0.48,2.000,0.464
4D3,FAUC,7.37,2.167,0.787
4D3,FAUC,7.42,0.333,0.272
4D3,FAUC,9.04,3.500,0.752
4D3,FAUC,9.50,0.167,0.589
4D3,FAUC,9.77,0.167,0.589
4D3,FAUC,9.83,0.500,0.604
4D3,FAUC,10.04,1.167,0.931
4D3,FAUC,10.09,0.333,0.453
4D3,FAUC,10.12,4.000,0.726
4D3,FAUC,10.37,0.167,0.906
4D3,FAUC,10.50,0.833,1.422
4D3,FAUC,10.72,0.333,0.294
4D3,FAUC,11.96,0.167,0.272
4D3,FAUC,15.49,1.333,0.441
4D3,FAUC,17.10,0.333,0.589
4D3,FAUC,18.18,2.833,2.053
4D3,FAUC,19.25,0.500,0.589
4D3,FAUC,19.33,0.833,0.887
4D3,FAUC,19.61,0.167,0.543
4D3,FAUC,19.62,1.167,0.847
4D3,FAUC,19.77,1.167,0.763
4D3,FAUC,19.79,1.500,1.217
4D3,FAUC,19.82,0.500,0.890
4D3,FAUC,19.83,0.167,0.906
4D3,FAUC,19.85,1.167,0.718
4D3,FAUC,19.88,0.667,0.962
4D3,FAUC,19.90,0.333,0.453
4D3,FAUC,20.19,1.833,0.864
4D3,FAUC,20.23,0.167,0.589
4D3,FAUC,20.66,1.000,0.543
4D3,FAUC,21.32,0.167,0.272
4D3,FAUC,21.40,0.333,0.883
4D3,FAUC,21.42,0.167,0.906
4D3,FAUC,21.44,3.833,0.848
4D3,FAUC,22.13,0.167,0.589
4D3,FAUC,22.29,1.000,0.528
4D3,FAUC,22.33,0.333,0.589
4D3,SHWR,7.33,6.833,1.572
4D3,SHWR,16.74,17.500,1.372
4D3,SHWR,16.96,4.333,1.389
4D4,CWSH,21.20,9.333,0.596
4D4,CWSH,21.56,2.833,1.230
4D4,CWSH,21.62,0.500,0.586
4D4,CWSH,21.75,3.000,1.104
4D4,FAUC,5.08,0.500,1.017
4D4,FAUC,6.92,0.333,0.401
4D4,FAUC,7.27,0.333,0.749
4D4,FAUC,7.29,0.333,0.803
4D4,FAUC,7.30,0.833,0.771
4D4,FAUC,7.38,0.167,1.231
4D4,FAUC,7.45,0.667,0.401
4D4,FAUC,7.47,0.667,0.897
4D4,FAUC,7.77,0.333,0.187
4D4,FAUC,7.81,0.333,1.526
4D4,FAUC,8.09,3.500,1.152
4D4,FAUC,8.14,1.167,0.054
4D4,FAUC,8.16,2.167,1.207
4D4,FAUC,8.21,0.167,1.178
4D4,FAUC,8.22,0.833,0.567
4D4,FAUC,8.24,0.500,0.642
4D4,FAUC,8.26,1.333,1.071
4D4,FAUC,8.32,0.833,0.428
4D4,FAUC,8.34,0.167,0.910
4D4,FAUC,10.74,1.000,0.054
4D4,FAUC,15.82,0.167,0.696
4D4,FAUC,15.82,0.167,0.321
4D4,FAUC,15.84,0.500,0.839
4D4,FAUC,15.89,0.333,0.856
4D4,FAUC,17.58,0.167,0.321
4D4,FAUC,17.87,1.500,1.201
4D4,FAUC,18.00,0.167,0.428
4D4,FAUC,22.25,0.500,1.071
4D5,CWSH,6.77,5.333,2.372
4D5,CWSH,7.02,5.167,0.543
4D5,CWSH,7.17,0.500,0.257
4D5,CWSH,7.19,0.500,0.275
4D5,CWSH,7.87,9.167,0.532
4D5,CWSH,8.39,8.833,0.499
4D5,CWSH,8.54,6.167,0.022
4D5,CWSH,8.64,6.000,0.025
4D5,CWSH,9.73,9.333,0.668
4D5,CWSH,10.22,9.167,0.661
4D5,CWSH,10.47,0.333,0.492
4D5,CWSH,10.48,0.333,0.567
4D5,FAUC,4.86,1.333,1.210
4D5,FAUC,5.03,2.000,1.224
4D5,FAUC,6.09,5.667,0.627
4D5,FAUC,6.21,1.000,1.786
4D5,FAUC,6.26,4.500,0.986
4D5,FAUC,6.34,7.667,0.609
4D5,FAUC,6.54,2.500,0.591
4D5,FAUC,6.63,1.167,1.061
4D5,FAUC,6.94,0.500,1.306
4D5,FAUC,7.59,0.167,0.576
4D5,FAUC,7.73,0.167,0.403
4D5,FAUC,7.78,0.167,0.806
4D5,FAUC,10.80,0.167,1.498
4D5,FAUC,12.30,0.333,1.987
4D5,FAUC,21.73,0.333,1.008
4D5,FAUC,22.11,0.333,0.403
4D5,FAUC,22.34,0.167,0.403
4D5,SHWR,6.76,6.167,1.847
4D5,SHWR,13.24,6.833,1.469
4E1,CWSH,18.79,4.500,0.946
4E1,CWSH,19.07,3.167,1.104
4E1,CWSH,19.20,0.500,0.469
4E1,CWSH,19.21,0.333,0.798
4E1,CWSH,19.27,4.333,0.899
4E1,CWSH,19.43,2.333,0.213
4E1,CWSH,19.94,4.500,1.049
4E1,CWSH,20.19,2.000,1.056
4E1,CWSH,20.30,0.500,0.693
4E1,CWSH,20.31,0.500,0.660
4E1,CWSH,20.37,4.333,1.045
4E1,CWSH,20.55,0.333,0.924
4E1,CWSH,20.56,0.333,0.908
4E1,FAUC,0.35,0.500,0.332
4E1,FAUC,0.37,0.333,0.317
4E1,FAUC,0.73,0.333,0.702
4E1,FAUC,3.23,0.500,0.740
4E1,FAUC,3.35,0.333,0.657
4E1,FAUC,6.07,0.167,0.272
4E1,FAUC,6.87,0.167,0.272
4E1,FAUC,7.50,0.167,0.272
4E1,FAUC,8.01,0.833,1.186
4E1,FAUC,8.07,1.667,0.353
4E1,FAUC,8.13,0.667,1.041
4E1,FAUC,8.15,1.833,0.761
4E1,FAUC,9.35,0.833,0.896
4E1,FAUC,9.39,0.500,0.800
4E1,FAUC,9.45,0.667,1.030
4E1,FAUC,9.46,2.333,1.070
4E1,FAUC,9.49,0.500,1.645
4E1,FAUC,9.53,0.500,0.241
4E1,FAUC,9.54,0.333,0.204
4E1,FAUC,9.79,0.167,0.272
4E1,FAUC,9.86,0.167,0.770
4E1,FAUC,9.98,1.000,0.792
4E1,FAUC,10.00,0.167,0.634
4E1,FAUC,10.08,4.000,0.966
4E1,FAUC,10.23,0.167,0.272
4E1,FAUC,10.25,0.167,0.498
4E1,FAUC,10.32,0.333,0.294
4E1,FAUC,10.35,0.167,0.860
4E1,FAUC,10.52,0.167,0.724
4E1,FAUC,10.55,0.167,0.543
4E1,FAUC,10.56,0.167,0.634
4E1,FAUC,10.60,0.500,0.332
4E1,FAUC,10.63,0.167,0.272
4E1,FAUC,10.71,1.500,0.473
4E1,FAUC,10.74,0.833,0.480
4E1,FAUC,10.76,0.167,0.543
4E1,FAUC,10.76,0.333,0.385
4E1,FAUC,10.78,0.667,0.724
4E1,FAUC,10.80,0.167,0.272
4E1,FAUC,10.97,0.167,0.453
4E1,FAUC,12.88,0.167,0.860
4E1,FAUC,13.78,1.500,0.805
4E1,FAUC,16.20,0.167,0.407
4E1,FAUC,16.58,0.500,1.132
4E1,FAUC,16.86,0.167,0.272
4E1,FAUC,17.10,0.167,0.272
4E1,FAUC,17.58,0.167,0.407
4E1,FAUC,17.72,0.167,0.498
4E1,FAUC,17.81,0.167,0.453
4E1,FAUC,17.85,0.333,0.951
4E1,FAUC,18.90,0.167,0.453
4E1,FAUC,19.12,2.167,0.965
4E1,FAUC,19.18,0.500,0.981
4E1,FAUC,19.20,1.833,1.058
4E1,FAUC,19.74,0.333,0.294
4E1,FAUC,19.79,0.167,0.272
4E1,FAUC,19.82,0.667,0.679
4E1,FAUC,21.15,0.833,0.878
4E1,FAUC,21.65,0.167,0.770
4E1,FAUC,21.75,0.167,0.272
4E1,FAUC,22.43,0.333,0.951
4E1,SHWR,2.97,9.333,1.208
4E1,SHWR,8.75,3.500,1.426
4E1,SHWR,9.55,7.667,1.259
4E1,SHWR,19.27,26.667,1.348
4E2,BATH,12.44,2.167,3.534
4E2,BATH,12.60,0.833,3.886
4E2,CWSH,10.14,5.000,0.861
4E2,CWSH,10.52,0.167,0.319
4E2,CWSH,10.53,0.167,0.564
4E2,CWSH,10.58,4.833,0.827
4E2,CWSH,10.76,0.167,0.319
4E2,CWSH,10.77,0.333,0.282
4E2,CWSH,10.86,4.667,0.868
4E2,DWSH,21.83,1.833,1.336
4E2,DWSH,22.06,1.833,1.392
4E2,FAUC,1.16,0.167,0.272
4E2,FAUC,1.22,1.167,0.640
4E2,FAUC,1.25,1.333,0.560
4E2,FAUC,8.54,1.000,0.792
4E2,FAUC,8.57,0.500,0.890
4E2,FAUC,8.58,0.667,1.189
4E2,FAUC,8.60,0.500,0.785
4E2,FAUC,8.61,0.167,0.589
4E2,FAUC,9.02,1.667,1.127
4E2,FAUC,9.10,0.500,0.785
4E2,FAUC,9.11,0.500,0.287
4E2,FAUC,9.25,0.167,0.906
4E2,FAUC,9.33,2.000,0.939
4E2,FAUC,9.36,3.000,0.888
4E2,FAUC,9.42,0.833,1.005
4E2,FAUC,9.52,0.333,0.294
4E2,FAUC,9.79,0.500,0.890
4E2,FAUC,9.99,3.167,1.168
4E2,FAUC,10.81,0.333,0.883
4E2,FAUC,10.82,0.667,0.781
4E2,FAUC,11.11,0.333,0.747
4E2,FAUC,11.29,1.167,0.724
4E2,FAUC,11.30,0.500,0.679
4E2,FAUC,11.32,0.333,0.747
4E2,FAUC,11.64,0.333,0.294
4E2,FAUC,11.71,0.167,0.272
4E2,FAUC,12.10,0.500,0.392
4E2,FAUC,12.46,0.500,0.604
4E2,FAUC,12.48,0.333,0.747
4E2,FAUC,12.48,1.000,0.596
4E2,FAUC,12.56,0.167,0.906
4E2,FAUC,12.63,0.833,0.417
4E2,FAUC,12.66,0.333,0.453
4E2,FAUC,19.16,0.167,1.494
4E2,FAUC,20.51,1.000,0.649
4E2,FAUC,21.08,0.833,1.123
4E2,FAUC,21.10,0.167,0.589
4E2,FAUC,21.12,0.167,0.272
4E2,FAUC,21.15,0.667,0.747
4E2,FAUC,21.17,1.333,1.721
4E2,FAUC,21.18,0.833,0.389
4E2,FAUC,21.20,1.667,0.946
4E2,FAUC,22.09,0.167,0.226
4E2,FAUC,22.54,0.167,0.589
4E2,FAUC,23.18,0.333,0.294
4E2,FAUC,23.93,2.833,1.071
4E2,SHWR,12.23,6.667,1.572
4H1,CWSH,8.08,2.000,1.031
4H1,CWSH,8.12,1.500,0.621
4H1,CWSH,8.15,0.333,1.039
4H1,CWSH,8.17,0.333,1.131
4H1,CWSH,8.19,0.167,1.131
4H1,CWSH,8.40,0.333,0.519
4H1,CWSH,8.41,3.167,0.939
4H1,CWSH,8.54,0.167,0.672
4H1,CWSH,8.55,2.667,0.995
4H1,CWSH,8.68,3.000,0.944
4H1,FAUC,4.01,0.167,0.272
4H1,FAUC,4.16,0.167,0.272
4H1,FAUC,5.07,0.167,0.317
4H1,FAUC,5.95,0.167,0.272
4H1,FAUC,7.98,0.333,0.272
4H1,FAUC,8.27,0.167,0.362
4H1,FAUC,8.27,0.333,0.272
4H1,FAUC,8.31,0.167,0.543
4H1,FAUC,8.49,0.167,0.272
4H1,FAUC,8.52,0.167,0.272
4H1,FAUC,9.00,0.167,0.272
4H1,FAUC,9.01,0.167,0.272
4H1,FAUC,9.18,0.167,0.272
4H1,FAUC,9.19,0.167,0.272
4H1,FAUC,9.35,0.167,0.272
4H1,FAUC,9.54,2.833,0.546
4H1,FAUC,9.69,2.333,1.022
4H1,FAUC,9.73,2.333,0.087
4H1,FAUC,9.84,1.833,0.720
4H1,FAUC,9.87,0.167,0.407
4H1,FAUC,9.91,0.333,0.362
4H1,FAUC,9.98,0.333,0.362
4H1,FAUC,10.29,0.333,0.362
4H1,FAUC,10.35,0.333,0.362
4H1,FAUC,10.36,0.333,0.362
4H1,FAUC,10.37,0.333,0.362
4H1,FAUC,11.54,0.167,0.317
4H1,FAUC,12.18,0.167,0.272
4H1,FAUC,12.65,0.167,0.272
4H1,FAUC,13.45,0.167,0.906
4H1,FAUC,13.77,0.167,0.272
4H1,FAUC,13.80,0.833,0.951
4H1,FAUC,13.96,0.167,0.272
4H1,FAUC,13.98,0.500,0.574
4H1,FAUC,14.01,0.167,0.272
4H1,FAUC,14.11,0.333,0.498
4H1,FAUC,14.16,0.167,0.272
4H1,FAUC,14.18,0.167,0.272
4H1,FAUC,14.23,0.167,0.272
4H1,FAUC,14.24,0.167,0.272
4H1,FAUC,14.25,0.333,0.272
4H1,FAUC,14.25,0.167,0.272
4H1,FAUC,14.28,0.333,0.362
4H1,FAUC,14.41,0.167,0.272
4H1,FAUC,14.43,0.167,0.272
4H1,FAUC,14.48,0.167,0.272
4H1,FAUC,14.54,0.167,0.272
4H1,FAUC,14.55,0.167,0.272
4H1,FAUC,14.59,0.167,0.272
4H1,FAUC,14.63,0.167,0.407
4H1,FAUC,14.65,0.167,0.272
4H1,FAUC,14.73,0.167,0.272
4H1,FAUC,14.76,0.167,0.272
4H1,FAUC,14.90,0.333,0.272
4H1,FAUC,15.06,0.167,0.272
4H1,FAUC,15.17,0.167,0.272
4H1,FAUC,15.33,0.167,0.272
4H1,FAUC,15.41,0.167,0.272
4H1,FAUC,15.49,0.333,0.838
4H1,FAUC,15.95,1.500,0.543
4H1,FAUC,16.06,0.333,0.770
4H1,FAUC,16.08,0.333,0.724
4H1,FAUC,16.10,0.167,0.272
4H1,FAUC,17.78,0.167,0.317
4H1,FAUC,18.08,1.000,0.702
4H1,FAUC,18.26,0.167,0.453
4H1,FAUC,18.37,0.333,0.724
4H1,FAUC,18.41,0.333,0.362
4H1,FAUC,18.42,0.167,0.543
4H1,FAUC,18.43,0.167,0.362
4H1,FAUC,18.45,0.167,0.407
4H1,FAUC,18.54,0.167,0.272
4H1,FAUC,18.56,0.500,0.634
4H1,FAUC,18.57,0.167,0.543
4H1,FAUC,18.58,0.167,0.272
4H1,FAUC,18.68,0.167,0.317
4H1,FAUC,18.75,0.167,0.407
4H1,FAUC,18.82,0.167,0.272
4H1,FAUC,18.87,0.500,0.800
4H1,FAUC,18.98,0.333,0.770
4H1,FAUC,19.00,0.167,0.543
4H1,FAUC,19.00,0.500,0.423
4H1,FAUC,19.02,0.333,0.498
4H1,FAUC,19.03,0.333,0.498
4H1,FAUC,19.05,0.167,0.272
4H1,FAUC,19.12,0.333,0.657
4H1,FAUC,19.14,0.167,0.498
4H1,FAUC,19.15,0.500,0.513
4H1,FAUC,19.16,0.167,0.407
4H1,FAUC,19.17,1.500,0.654
4H1,FAUC,19.20,0.333,0.498
4H1,FAUC,19.21,2.000,0.502
4H1,FAUC,19.22,0.167,0.860
4H1,FAUC,19.27,0.333,0.430
4H1,FAUC,19.29,0.333,0.702
4H1,FAUC,19.30,0.167,1.132
4H1,FAUC,19.34,0.167,0.272
4H1,FAUC,20.82,0.167,0.272
4H1,FAUC,20.83,0.167,0.272
4H1,FAUC,20.90,0.167,0.362
4H1,FAUC,20.92,1.167,0.498
4H1,FAUC,20.97,0.333,0.430
4H1,FAUC,22.02,0.167,0.272
4H1,FAUC,22.76,0.167,0.272
4H1,SHWR,7.66,12.833,1.572
4H1,SHWR,19.71,7.500,1.572
5D1,CWSH,8.90,3.500,1.326
5D1,CWSH,9.26,2.000,1.578
5D1,CWSH,9.30,0.667,1.162
5D1,CWSH,9.41,0.500,1.288
5D1,CWSH,9.43,2.167,1.586
5D1,CWSH,10.79,1.833,1.044
5D1,CWSH,10.82,1.000,1.334
5D1,CWSH,10.84,0.333,1.292
5D1,CWSH,10.89,0.333,0.944
5D1,CWSH,11.14,2.333,1.466
5D1,CWSH,11.20,2.833,0.348
5D1,CWSH,11.31,0.500,1.226
5D1,CWSH,11.32,3.000,1.212
5D1,DWSH,22.36,1.833,0.620
5D1,DWSH,22.49,2.167,0.587
5D1,DWSH,23.06,2.167,0.595
5D1,DWSH,23.33,2.167,0.601
5D1,FAUC,1.15,0.167,0.864
5D1,FAUC,2.02,0.167,0.634
5D1,FAUC,3.14,0.167,0.346
5D1,FAUC,3.16,0.167,0.288
5D1,FAUC,3.40,0.167,0.346
5D1,FAUC,4.87,0.167,0.288
5D1,FAUC,5.25,0.167,0.518
5D1,FAUC,6.72,0.167,0.634
5D1,FAUC,6.73,0.167,0.576
5D1,FAUC,6.79,0.167,0.979
5D1,FAUC,6.82,0.667,0.878
5D1,FAUC,7.00,0.167,0.518
5D1,FAUC,7.02,0.833,1.578
5D1,FAUC,7.23,0.333,0.490
5D1,FAUC,7.29,2.333,1.205
5D1,FAUC,7.37,0.667,1.368
5D1,FAUC,7.40,0.167,0.634
5D1,FAUC,7.40,0.167,0.346
5D1,FAUC,7.41,0.333,1.354
5D1,FAUC,7.46,0.167,0.461
5D1,FAUC,7.47,0.167,0.346
5D1,FAUC,7.56,0.167,0.518
5D1,FAUC,7.59,0.167,0.518
5D1,FAUC,7.59,0.167,0.403
5D1,FAUC,7.61,0.167,0.403
5D1,FAUC,7.62,0.333,0.461
5D1,FAUC,7.64,0.167,0.691
5D1,FAUC,7.72,0.167,0.864
5D1,FAUC,7.78,0.333,0.374
5D1,FAUC,7.92,1.167,1.177
5D1,FAUC,7.94,0.833,1.152
5D1,FAUC,8.04,0.167,0.691
5D1,FAUC,8.05,0.333,0.950
5D1,FAUC,8.21,0.333,0.778
5D1,FAUC,8.25,0.167,0.403
5D1,FAUC,8.27,0.500,1.421
5D1,FAUC,8.35,1.000,0.470
5D1,FAUC,8.37,0.167,0.403
5D1,FAUC,8.57,0.167,0.461
5D1,FAUC,8.62,0.167,0.346
5D1,FAUC,8.86,0.333,0.864
5D1,FAUC,8.88,0.167,0.403
5D1,FAUC,10.04,0.167,0.403
5D1,FAUC,10.11,0.167,0.288
5D1,FAUC,10.13,0.167,0.346
5D1,FAUC,10.18,0.167,0.403
5D1,FAUC,10.19,0.167,0.461
5D1,FAUC,10.20,0.167,0.346
5D1,FAUC,10.21,0.167,0.346
5D1,FAUC,10.44,0.167,0.461
5D1,FAUC,12.67,1.000,1.162
5D1,FAUC,12.99,0.333,1.181
5D1,FAUC,13.01,0.833,1.555
5D1,FAUC,13.07,0.167,0.403
5D1,FAUC,13.16,0.167,0.346
5D1,FAUC,13.17,0.167,0.403
5D1,FAUC,13.21,0.167,0.346
5D1,FAUC,13.23,0.167,0.576
5D1,FAUC,13.25,0.167,0.403
5D1,FAUC,13.33,0.667,0.994
5D1,FAUC,13.51,0.333,0.922
5D1,FAUC,13.69,0.167,0.346
5D1,FAUC,13.74,0.167,0.518
5D1,FAUC,13.97,1.000,1.200
5D1,FAUC,14.52,0.500,1.344
5D1,FAUC,14.90,0.167,0.346
5D1,FAUC,16.57,0.167,1.613
5D1,FAUC,16.64,0.167,0.749
5D1,FAUC,16.83,0.167,0.346
5D1,FAUC,16.83,0.167,0.461
5D1,FAUC,16.95,0.167,0.403
5D1,FAUC,17.04,0.167,0.346
5D1,FAUC,17.06,0.167,0.346
5D1,FAUC,17.08,0.167,0.403
5D1,FAUC,17.08,0.167,0.346
5D1,FAUC,17.09,0.167,0.691
5D1,FAUC,17.10,0.333,0.374
5D1,FAUC,17.41,0.167,0.576
5D1,FAUC,17.42,0.167,0.461
5D1,FAUC,17.47,0.167,0.403
5D1,FAUC,17.49,0.500,0.557
5D1,FAUC,17.54,0.167,0.461
5D1,FAUC,17.56,0.167,0.749
5D1,FAUC,17.69,0.333,1.296
5D1,FAUC,18.08,0.167,0.461
5D1,FAUC,18.09,0.500,1.286
5D1,FAUC,18.15,0.167,0.346
5D1,FAUC,18.21,0.333,0.605
5D1,FAUC,18.29,0.167,0.806
5D1,FAUC,18.32,0.333,0.403
5D1,FAUC,18.34,0.500,1.402
5D1,FAUC,18.36,0.333,0.691
5D1,FAUC,18.47,0.167,0.346
5D1,FAUC,18.49,0.167,0.346
5D1,FAUC,18.57,0.667,0.749
5D1,FAUC,18.58,0.167,0.346
5D1,FAUC,18.69,0.167,0.461
5D1,FAUC,18.90,0.167,0.576
5D1,FAUC,18.92,0.500,0.595
5D1,FAUC,19.01,0.167,0.691
5D1,FAUC,19.04,0.333,0.691
5D1,FAUC,19.39,1.500,1.312
5D1,FAUC,19.43,0.333,0.749
5D1,FAUC,19.62,0.333,1.008
5D1,FAUC,19.82,0.167,0.346
5D1,FAUC,19.83,0.333,0.432
5D1,FAUC,19.84,0.667,0.490
5D1,FAUC,19.86,0.333,0.518
5D1,FAUC,19.87,0.167,0.346
5D1,FAUC,19.87,0.333,0.374
5D1,FAUC,20.20,0.500,1.171
5D1,FAUC,20.59,0.167,0.346
5D1,FAUC,20.60,0.167,0.403
5D1,FAUC,20.63,0.167,0.922
5D1,FAUC,20.69,1.167,1.555
5D1,FAUC,20.70,0.167,1.094
5D1,FAUC,20.71,0.167,0.749
5D1,FAUC,21.34,0.167,0.346
5D1,FAUC,21.68,0.333,0.720
5D1,FAUC,21.70,0.167,1.094
5D1,FAUC,21.71,0.167,0.403
5D1,FAUC,21.72,0.167,0.518
5D1,FAUC,21.74,0.833,1.567
5D1,FAUC,22.25,1.000,1.181
5D1,FAUC,22.27,3.167,1.834
5D1,FAUC,22.34,1.167,1.284
5D1,FAUC,22.36,1.667,0.703
5D1,FAUC,22.50,0.833,0.922
5D1,FAUC,22.61,0.667,0.115
5D1,FAUC,23.30,0.167,0.634
5D1,FAUC,23.33,0.167,0.461
5D1,FAUC,23.76,0.500,0.768
5D1,SHWR,6.84,8.333,2.000
5D1,SHWR,13.53,7.167,1.909
5D1,SHWR,20.26,8.333,1.926
5D1,SHWR,20.87,12.167,1.824
5D2,BATH,22.14,5.333,2.308
5D2,FAUC,6.17,0.167,0.430
5D2,FAUC,6.18,0.500,0.602
5D2,FAUC,6.23,1.000,0.594
5D2,FAUC,6.28,1.000,0.645
5D2,FAUC,6.90,1.167,0.552
5D2,FAUC,6.94,7.667,0.985
5D2,FAUC,7.10,0.167,0.602
5D2,FAUC,7.59,0.167,0.602
5D2,FAUC,7.60,0.333,0.451
5D2,FAUC,7.60,3.333,0.447
5D2,FAUC,7.62,0.667,1.783
5D2,FAUC,7.66,4.500,0.409
5D2,FAUC,7.71,0.333,0.602
5D2,FAUC,7.74,1.500,0.463
5D2,FAUC,7.88,0.167,0.602
5D2,FAUC,7.91,1.000,0.645
5D2,FAUC,7.95,0.333,0.602
5D2,FAUC,8.10,0.167,0.301
5D2,FAUC,8.45,0.167,0.301
5D2,FAUC,8.88,0.167,0.301
5D2,FAUC,8.92,0.167,0.301
5D2,FAUC,8.96,0.167,0.301
5D2,FAUC,10.02,0.167,0.301
5D2,FAUC,10.07,0.167,0.301
5D2,FAUC,10.11,0.167,0.387
5D2,FAUC,10.14,0.167,0.301
5D2,FAUC,10.92,0.167,0.301
5D2,FAUC,12.71,6.500,0.353
5D2,FAUC,12.83,3.167,0.362
